"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"URBANA (060)",14268,10712,1399,778,1379
"Sin nivel (061)",297,252,20,14,11
"Educación inicial (062)",14,11,3,,
"Primaria (063)",3933,3327,341,120,145
"Secundaria (064)",6685,5263,663,274,485
"Superior no univ. incompleta (065)",860,609,88,60,103
"Superior no univ. completa (066)",1269,641,149,168,311
"Superior univ. incompleta (067)",406,248,45,36,77
"Superior univ. completa (068)",804,361,90,106,247
"De 06 a 14 años (070)",211,176,29,4,2
"Sin nivel (071)",5,3,1,1,
"Educación inicial (072)",2,2,,,
"Primaria (073)",111,93,15,2,1
"Secundaria (074)",93,78,13,1,1
"De 15 a 29 años (080)",5379,4018,569,265,527
"Sin nivel (081)",43,34,5,1,3
"Educación inicial (082)",9,8,1,,
"Primaria (083)",960,766,107,43,44
"Secundaria (084)",3040,2370,313,131,226
"Superior no univ. incompleta (085)",448,317,45,26,60
"Superior no univ. completa (086)",450,275,53,34,88
"Superior univ. incompleta (087)",177,115,20,11,31
"Superior univ. completa (088)",252,133,25,19,75
"De 30 a 44 años (090)",5166,3743,543,337,543
"Sin nivel (091)",96,79,6,6,5
"Educación inicial (092)",3,1,2,,
"Primaria (093)",1294,1069,121,47,57
"Secundaria (094)",2372,1860,248,99,165
"Superior no univ. incompleta (095)",303,214,32,24,33
"Superior no univ. completa (096)",585,277,76,91,141
"Superior univ. incompleta (097)",150,85,17,18,30
"Superior univ. completa (098)",363,158,41,52,112
"De 45 a 64 años (100)",3047,2350,237,163,297
"Sin nivel (101)",98,86,7,5,
"Primaria (103)",1245,1097,83,24,41
"Secundaria (104)",1114,898,86,40,90
"Superior no univ. incompleta (105)",108,78,11,10,9
"Superior no univ. completa (106)",223,80,19,42,82
"Superior univ. incompleta (107)",78,47,8,7,16
"Superior univ. completa (108)",181,64,23,35,59
"De 65 y más años (110)",465,425,21,9,10
"Sin nivel (111)",55,50,1,1,3
"Primaria (113)",323,302,15,4,2
"Secundaria (114)",66,57,3,3,3
"Superior no univ. incompleta (115)",1,,,,1
"Superior no univ. completa (116)",11,9,1,1,
"Superior univ. incompleta (117)",1,1,,,
"Superior univ. completa (118)",8,6,1,,1
,,,,,
"RURAL (120)",1331,1214,55,27,35
"Sin nivel (121)",61,60,,,1
"Educación inicial (122)",4,3,1,,
"Primaria (123)",601,577,15,5,4
"Secundaria (124)",482,432,25,11,14
"Superior no univ. incompleta (125)",62,54,5,2,1
"Superior no univ. completa (126)",89,69,3,6,11
"Superior univ. incompleta (127)",17,10,4,,3
"Superior univ. completa (128)",15,9,2,3,1
"De 06 a 14 años (130)",21,20,1,,
"Sin nivel (131)",1,1,,,
"Educación inicial (132)",1,1,,,
"Primaria (133)",11,10,1,,
"Secundaria (134)",8,8,,,
"De 15 a 29 años (140)",479,431,26,12,10
"Sin nivel (141)",7,7,,,
"Educación inicial (142)",3,2,1,,
"Primaria (143)",130,121,5,3,1
"Secundaria (144)",258,231,14,8,5
"Superior no univ. incompleta (145)",32,28,4,,
"Superior no univ. completa (146)",37,33,,1,3
"Superior univ. incompleta (147)",7,5,1,,1
"Superior univ. completa (148)",5,4,1,,
"De 30 a 44 años (150)",440,392,21,9,18
"Sin nivel (151)",19,18,,,1
"Primaria (153)",185,179,4,1,1
"Secundaria (154)",160,141,11,2,6
"Superior no univ. incompleta (155)",20,17,1,1,1
"Superior no univ. completa (156)",46,32,2,4,8
"Superior univ. incompleta (157)",6,3,2,,1
"Superior univ. completa (158)",4,2,1,1,
"De 45 a 64 años (160)",284,266,6,6,6
"Sin nivel (161)",15,15,,,
"Primaria (163)",194,187,4,1,2
"Secundaria (164)",51,48,,1,2
"Superior no univ. incompleta (165)",9,8,,1,
"Superior no univ. completa (166)",6,4,1,1,
"Superior univ. incompleta (167)",4,2,1,,1
"Superior univ. completa (168)",5,2,,2,1
"De 65 y más años (170)",107,105,1,,1
"Sin nivel (171)",19,19,,,
"Primaria (173)",81,80,1,,
"Secundaria (174)",5,4,,,1
"Superior no univ. incompleta (175)",1,1,,,
"Superior univ. completa (178)",1,1,,,
