"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Secundaria (034)",68,,38,23,6,1
"Superior no univ. incompleta (035)",10,,6,3,1,
"Superior no univ. completa (036)",9,,6,3,,
"Superior univ. incompleta (037)",6,,5,1,,
"Superior univ. completa (038)",8,,7,1,,
"No PEA (040)",3244,1186,1076,470,313,199
"Sin nivel (041)",199,20,12,30,37,100
"Educación inicial (042)",126,125,,1,,
"Primaria (043)",1103,792,56,81,97,77
"Secundaria (044)",1252,249,777,140,77,9
"Superior no univ. incompleta (045)",130,,82,36,10,2
"Superior no univ. completa (046)",133,,37,60,30,6
"Superior univ. incompleta (047)",115,,66,32,15,2
"Superior univ. completa (048)",186,,46,90,47,3
,,,,,,
"URBANA (060)",5669,741,1891,1649,1199,189
"Sin nivel (061)",134,13,11,22,35,53
"Educación inicial (062)",83,80,1,2,,
"Primaria (063)",1076,484,71,159,270,92
"Secundaria (064)",2260,164,1121,545,407,23
"Superior no univ. incompleta (065)",290,,136,101,52,1
"Superior no univ. completa (066)",595,,205,259,122,9
"Superior univ. incompleta (067)",264,,99,102,63,
"Superior univ. completa (068)",967,,247,459,250,11
"PEA (070)",3455,7,1072,1306,975,95
"Sin nivel (071)",60,,7,17,24,12
"Educación inicial (072)",2,,1,1,,
"Primaria (073)",422,3,40,118,209,52
"Secundaria (074)",1306,4,504,441,339,18
"Superior no univ. incompleta (075)",207,,87,73,46,1
"Superior no univ. completa (076)",481,,172,208,98,3
"Superior univ. incompleta (077)",178,,54,73,51,
"Superior univ. completa (078)",799,,207,375,208,9
"Ocupada (080)",3363,7,1029,1272,961,94
"Sin nivel (081)",52,,4,13,23,12
"Educación inicial (082)",2,,1,1,,
"Primaria (083)",403,3,38,109,202,51
"Secundaria (084)",1262,4,480,426,334,18
"Superior no univ. incompleta (085)",201,,85,70,45,1
"Superior no univ. completa (086)",473,,167,205,98,3
"Superior univ. incompleta (087)",175,,51,73,51,
"Superior univ. completa (088)",795,,203,375,208,9
"Desocupada (090)",92,,43,34,14,1
"Sin nivel (091)",8,,3,4,1,
"Primaria (093)",19,,2,9,7,1
"Secundaria (094)",44,,24,15,5,
"Superior no univ. incompleta (095)",6,,2,3,1,
"Superior no univ. completa (096)",8,,5,3,,
"Superior univ. incompleta (097)",3,,3,,,
"Superior univ. completa (098)",4,,4,,,
"No PEA (100)",2214,734,819,343,224,94
"Sin nivel (101)",74,13,4,5,11,41
"Educación inicial (102)",81,80,,1,,
"Primaria (103)",654,481,31,41,61,40
"Secundaria (104)",954,160,617,104,68,5
"Superior no univ. incompleta (105)",83,,49,28,6,
"Superior no univ. completa (106)",114,,33,51,24,6
"Superior univ. incompleta (107)",86,,45,29,12,
"Superior univ. completa (108)",168,,40,84,42,2
,,,,,,
"RURAL (120)",3293,477,936,899,693,288
"Sin nivel (121)",312,7,9,67,113,116
"Educación inicial (122)",51,47,4,,,
"Primaria (123)",980,323,82,212,244,119
"Secundaria (124)",1133,100,549,317,143,24
"Superior no univ. incompleta (125)",217,,95,76,40,6
"Superior no univ. completa (126)",239,,97,75,59,8
"Superior univ. incompleta (127)",164,,59,53,44,8
"Superior univ. completa (128)",197,,41,99,50,7
"PEA (130)",2263,25,679,772,604,183
"Sin nivel (131)",187,,1,42,87,57
"Educación inicial (132)",6,2,4,,,
"Primaria (133)",531,12,57,172,208,82
"Secundaria (134)",835,11,389,281,134,20
"Superior no univ. incompleta (135)",170,,62,68,36,4
"Superior no univ. completa (136)",220,,93,66,53,8
"Superior univ. incompleta (137)",135,,38,50,41,6
"Superior univ. completa (138)",179,,35,93,45,6
"Ocupada (140)",2208,25,650,753,599,181
"Sin nivel (141)",186,,1,42,87,56
"Educación inicial (142)",6,2,4,,,
"Primaria (143)",513,12,52,163,204,82
"Secundaria (144)",811,11,375,273,133,19
"Superior no univ. incompleta (145)",166,,58,68,36,4
"Superior no univ. completa (146)",219,,92,66,53,8
"Superior univ. incompleta (147)",132,,36,49,41,6
"Superior univ. completa (148)",175,,32,92,45,6
"Desocupada (150)",55,,29,19,5,2
"Sin nivel (151)",1,,,,,1
"Primaria (153)",18,,5,9,4,
"Secundaria (154)",24,,14,8,1,1
"Superior no univ. incompleta (155)",4,,4,,,
"Superior no univ. completa (156)",1,,1,,,
"Superior univ. incompleta (157)",3,,2,1,,
"Superior univ. completa (158)",4,,3,1,,
"No PEA (160)",1030,452,257,127,89,105
"Sin nivel (161)",125,7,8,25,26,59
"Educación inicial (162)",45,45,,,,
"Primaria (163)",449,311,25,40,36,37
"Secundaria (164)",298,89,160,36,9,4
"Superior no univ. incompleta (165)",47,,33,8,4,2
"Superior no univ. completa (166)",19,,4,9,6,
"Superior univ. incompleta (167)",29,,21,3,3,2
"Superior univ. completa (168)",18,,6,6,5,1
