"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Sin nivel (061)",215,178,30,2,5
"Educación inicial (062)",3,3,,,
"Primaria (063)",770,617,95,23,35
"Secundaria (064)",1080,665,105,52,258
"Superior no univ. incompleta (065)",201,83,28,23,67
"Superior no univ. completa (066)",604,204,128,110,162
"Superior univ. incompleta (067)",95,35,12,9,39
"Superior univ. completa (068)",488,100,84,108,196
"De 06 a 14 años (070)",59,55,3,1,
"Sin nivel (071)",2,2,,,
"Educación inicial (072)",1,1,,,
"Primaria (073)",38,36,2,,
"Secundaria (074)",18,16,1,1,
"De 15 a 29 años (080)",964,498,143,77,246
"Sin nivel (081)",16,12,3,1,
"Educación inicial (082)",1,1,,,
"Primaria (083)",128,92,22,1,13
"Secundaria (084)",406,271,33,18,84
"Superior no univ. incompleta (085)",90,39,13,11,27
"Superior no univ. completa (086)",188,53,50,24,61
"Superior univ. incompleta (087)",23,11,3,,9
"Superior univ. completa (088)",112,19,19,22,52
"De 30 a 44 años (090)",1497,705,208,174,410
"Sin nivel (091)",53,44,6,,3
"Educación inicial (092)",1,1,,,
"Primaria (093)",264,204,32,13,15
"Secundaria (094)",455,246,47,26,136
"Superior no univ. incompleta (095)",86,32,9,9,36
"Superior no univ. completa (096)",310,105,60,59,86
"Superior univ. incompleta (097)",48,18,3,7,20
"Superior univ. completa (098)",280,55,51,60,114
"De 45 a 64 años (100)",767,484,112,69,102
"Sin nivel (101)",100,80,18,,2
"Primaria (103)",257,212,31,8,6
"Secundaria (104)",176,110,21,7,38
"Superior no univ. incompleta (105)",23,11,6,2,4
"Superior no univ. completa (106)",98,42,17,25,14
"Superior univ. incompleta (107)",22,6,6,2,8
"Superior univ. completa (108)",91,23,13,25,30
"De 65 y más años (110)",169,143,16,6,4
"Sin nivel (111)",44,40,3,1,
"Primaria (113)",83,73,8,1,1
"Secundaria (114)",25,22,3,,
"Superior no univ. incompleta (115)",2,1,,1,
"Superior no univ. completa (116)",8,4,1,2,1
"Superior univ. incompleta (117)",2,,,,2
"Superior univ. completa (118)",5,3,1,1,
,,,,,
"RURAL (120)",4066,3030,785,142,109
"Sin nivel (121)",1101,835,225,31,10
"Educación inicial (122)",14,11,2,,1
"Primaria (123)",1846,1435,323,56,32
"Secundaria (124)",912,676,170,35,31
"Superior no univ. incompleta (125)",39,23,8,3,5
"Superior no univ. completa (126)",91,30,35,10,16
"Superior univ. incompleta (127)",5,1,1,1,2
"Superior univ. completa (128)",58,19,21,6,12
"De 06 a 14 años (130)",85,60,25,,
"Sin nivel (131)",4,2,2,,
"Educación inicial (132)",6,5,1,,
"Primaria (133)",66,48,18,,
"Secundaria (134)",9,5,4,,
"De 15 a 29 años (140)",1125,767,252,61,45
"Sin nivel (141)",150,101,42,5,2
"Educación inicial (142)",2,2,,,
"Primaria (143)",446,313,99,24,10
"Secundaria (144)",455,321,94,24,16
"Superior no univ. incompleta (145)",16,11,1,3,1
"Superior no univ. completa (146)",35,13,11,4,7
"Superior univ. incompleta (147)",2,,1,,1
"Superior univ. completa (148)",19,6,4,1,8
"De 30 a 44 años (150)",1363,1009,270,43,41
"Sin nivel (151)",326,231,85,6,4
"Educación inicial (152)",6,4,1,,1
"Primaria (153)",643,509,101,21,12
"Secundaria (154)",307,240,48,8,11
"Superior no univ. incompleta (155)",17,8,5,,4
"Superior no univ. completa (156)",38,10,18,4,6
"Superior univ. incompleta (157)",1,,,1,
"Superior univ. completa (158)",25,7,12,3,3
"De 45 a 64 años (160)",1082,842,187,33,20
"Sin nivel (161)",393,312,63,15,3
"Primaria (163)",523,415,88,11,9
"Secundaria (164)",126,97,23,3,3
"Superior no univ. incompleta (165)",6,4,2,,
"Superior no univ. completa (166)",18,7,6,2,3
"Superior univ. incompleta (167)",2,1,,,1
"Superior univ. completa (168)",14,6,5,2,1
"De 65 y más años (170)",411,352,51,5,3
"Sin nivel (171)",228,189,33,5,1
"Primaria (173)",168,150,17,,1
"Secundaria (174)",15,13,1,,1
