"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Educación inicial (062)",5,3,2,,
"Primaria (063)",910,762,50,35,63
"Secundaria (064)",1723,1174,163,169,217
"Superior no univ. incompleta (065)",279,168,22,44,45
"Superior no univ. completa (066)",316,183,22,48,63
"Superior univ. incompleta (067)",168,110,16,18,24
"Superior univ. completa (068)",572,207,89,144,132
"De 06 a 14 años (070)",50,44,3,2,1
"Sin nivel (071)",1,1,,,
"Primaria (073)",29,27,1,1,
"Secundaria (074)",20,16,2,1,1
"De 15 a 29 años (080)",1288,847,133,151,157
"Sin nivel (081)",12,9,2,,1
"Educación inicial (082)",3,2,1,,
"Primaria (083)",97,80,6,3,8
"Secundaria (084)",769,540,81,80,68
"Superior no univ. incompleta (085)",139,85,11,22,21
"Superior no univ. completa (086)",102,55,8,18,21
"Superior univ. incompleta (087)",52,33,3,5,11
"Superior univ. completa (088)",114,43,21,23,27
"De 30 a 44 años (090)",1541,867,156,237,281
"Sin nivel (091)",50,44,1,,5
"Educación inicial (092)",2,1,1,,
"Primaria (093)",273,207,20,18,28
"Secundaria (094)",592,362,51,68,111
"Superior no univ. incompleta (095)",91,49,9,15,18
"Superior no univ. completa (096)",146,73,12,27,34
"Superior univ. incompleta (097)",60,35,8,10,7
"Superior univ. completa (098)",327,96,54,99,78
"De 45 a 64 años (100)",971,727,71,63,110
"Sin nivel (101)",75,67,3,1,4
"Primaria (103)",336,286,19,8,23
"Secundaria (104)",297,213,27,20,37
"Superior no univ. incompleta (105)",43,28,2,7,6
"Superior no univ. completa (106)",59,46,2,3,8
"Superior univ. incompleta (107)",47,34,5,2,6
"Superior univ. completa (108)",114,53,13,22,26
"De 65 y más años (110)",325,302,10,7,6
"Sin nivel (111)",64,59,3,1,1
"Primaria (113)",175,162,4,5,4
"Secundaria (114)",45,43,2,,
"Superior no univ. incompleta (115)",6,6,,,
"Superior no univ. completa (116)",9,9,,,
"Superior univ. incompleta (117)",9,8,,1,
"Superior univ. completa (118)",17,15,1,,1
,,,,,
"RURAL (120)",3375,1838,304,374,859
"Sin nivel (121)",152,136,5,8,3
"Educación inicial (122)",2,1,,1,
"Primaria (123)",826,679,58,35,54
"Secundaria (124)",1221,666,123,159,273
"Superior no univ. incompleta (125)",272,103,16,32,121
"Superior no univ. completa (126)",314,70,36,57,151
"Superior univ. incompleta (127)",157,64,11,12,70
"Superior univ. completa (128)",431,119,55,70,187
"De 06 a 14 años (130)",29,28,,1,
"Primaria (133)",20,19,,1,
"Secundaria (134)",9,9,,,
"De 15 a 29 años (140)",1090,565,111,136,278
"Sin nivel (141)",16,13,2,1,
"Educación inicial (142)",2,1,,1,
"Primaria (143)",115,93,12,5,5
"Secundaria (144)",536,341,62,62,71
"Superior no univ. incompleta (145)",96,38,7,7,44
"Superior no univ. completa (146)",148,35,15,31,67
"Superior univ. incompleta (147)",52,22,3,3,24
"Superior univ. completa (148)",125,22,10,26,67
"De 30 a 44 años (150)",1263,567,122,157,417
"Sin nivel (151)",33,26,2,4,1
"Primaria (153)",264,212,20,14,18
"Secundaria (154)",434,189,42,68,135
"Superior no univ. incompleta (155)",124,32,7,20,65
"Superior no univ. completa (156)",123,25,15,20,63
"Superior univ. incompleta (157)",78,24,7,7,40
"Superior univ. completa (158)",207,59,29,24,95
"De 45 a 64 años (160)",782,480,65,77,160
"Sin nivel (161)",57,51,1,3,2
"Primaria (163)",304,240,23,12,29
"Secundaria (164)",221,110,16,29,66
"Superior no univ. incompleta (165)",43,24,2,5,12
"Superior no univ. completa (166)",40,7,6,6,21
"Superior univ. incompleta (167)",24,15,1,2,6
"Superior univ. completa (168)",93,33,16,20,24
"De 65 y más años (170)",211,198,6,3,4
"Sin nivel (171)",46,46,,,
"Primaria (173)",123,115,3,3,2
"Secundaria (174)",21,17,3,,1
"Superior no univ. incompleta (175)",9,9,,,
"Superior no univ. completa (176)",3,3,,,
"Superior univ. incompleta (177)",3,3,,,
"Superior univ. completa (178)",6,5,,,1
