"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador familiar no remunerado (053)",1313,1125,155,29,4
"Trabajador del hogar (054)",708,708,,,
"De 06 a 14 años (056)",526,467,47,10,2
"Empleado (057)",60,51,6,2,1
"Obrero (058)",59,48,6,4,1
"Trabajador independiente (059)",147,133,14,,
"Empleador o patrono (060)",1,1,,,
"Trabajador familiar no remunerado (061)",191,166,21,4,
"Trabajador del hogar (062)",68,68,,,
"De 15 a 29 años (064)",7064,4769,901,505,889
"Empleado (065)",2582,1033,418,356,775
"Obrero (066)",1141,676,224,128,113
"Trabajador independiente (067)",2250,2085,165,,
"Empleador o patrono (068)",112,87,19,6,
"Trabajador familiar no remunerado (069)",520,429,75,15,1
"Trabajador del hogar (070)",459,459,,,
"De 30 a 44 años (072)",8693,4688,1039,867,2099
"Empleado (073)",3936,609,615,735,1977
"Obrero (074)",897,509,153,118,117
"Trabajador independiente (075)",3259,3045,214,,
"Empleador o patrono (076)",161,122,27,9,3
"Trabajador familiar no remunerado (077)",316,279,30,5,2
"Trabajador del hogar (078)",124,124,,,
"De 45 a 64 años (080)",5059,2933,474,483,1169
"Empleado (081)",1945,230,215,401,1099
"Obrero (082)",615,371,104,71,69
"Trabajador independiente (083)",2114,2006,108,,
"Empleador o patrono (084)",107,77,23,7,
"Trabajador familiar no remunerado (085)",225,196,24,4,1
"Trabajador del hogar (086)",53,53,,,
"De 65 y más años (088)",743,625,46,32,40
"Empleado (089)",72,16,7,18,31
"Obrero (090)",105,75,10,11,9
"Trabajador independiente (091)",482,459,23,,
"Empleador o patrono (092)",19,16,1,2,
"Trabajador familiar no remunerado (093)",61,55,5,1,
"Trabajador del hogar (094)",4,4,,,
,,,,,
"RURAL (096)",9467,7533,1565,163,206
"Empleado (097)",464,166,84,61,153
"Obrero (098)",2075,1388,554,81,52
"Trabajador independiente (099)",4609,4025,584,,
"Empleador o patrono (100)",149,115,33,,1
"Trabajador familiar no remunerado (101)",2097,1766,310,21,
"Trabajador del hogar (102)",73,73,,,
"De 06 a 14 años (104)",208,182,25,1,
"Empleado (105)",3,2,1,,
"Obrero (106)",35,25,10,,
"Trabajador independiente (107)",15,13,2,,
"Trabajador familiar no remunerado (109)",149,136,12,1,
"Trabajador del hogar (110)",6,6,,,
"De 15 a 29 años (112)",2553,2023,420,48,62
"Empleado (113)",168,74,32,18,44
"Obrero (114)",674,454,181,22,17
"Trabajador independiente (115)",922,814,108,,
"Empleador o patrono (116)",30,22,7,,1
"Trabajador familiar no remunerado (117)",714,614,92,8,
"Trabajador del hogar (118)",45,45,,,
"De 30 a 44 años (120)",3087,2404,527,70,86
"Empleado (121)",188,63,32,26,67
"Obrero (122)",735,481,198,37,19
"Trabajador independiente (123)",1565,1356,209,,
"Empleador o patrono (124)",42,34,8,,
"Trabajador familiar no remunerado (125)",545,458,80,7,
"Trabajador del hogar (126)",12,12,,,
"De 45 a 64 años (128)",2628,2060,473,42,53
"Empleado (129)",98,25,18,17,38
"Obrero (130)",500,327,138,20,15
"Trabajador independiente (131)",1503,1289,214,,
"Empleador o patrono (132)",48,38,10,,
"Trabajador familiar no remunerado (133)",472,374,93,5,
"Trabajador del hogar (134)",7,7,,,
"De 65 y más años (136)",991,864,120,2,5
"Empleado (137)",7,2,1,,4
"Obrero (138)",131,101,27,2,1
"Trabajador independiente (139)",604,553,51,,
"Empleador o patrono (140)",29,21,8,,
"Trabajador familiar no remunerado (141)",217,184,33,,
"Trabajador del hogar (142)",3,3,,,
