"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Hoteles y restaurantes (121)",776,,3,22,15,427,,,,309,,
"Trans., almac. y comunicaciones (122)",94,,4,10,14,4,,2,14,46,,
"Intermediación financiera (123)",9,,,2,7,,,,,,,
"Activid.inmobil., empres. y alquileres (124)",207,,37,46,65,4,,1,1,53,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",265,15,30,30,136,5,,1,,43,5,
"Enseñanza (126)",704,8,647,7,23,,,,,19,,
"Servicios sociales y de salud (127)",236,,69,92,14,24,,1,,36,,
"Otras activ. serv.comun.soc y personales (128)",291,,11,19,32,62,,1,,166,,
"Hogares privados con servicio doméstico (129)",551,,1,2,,3,,,,545,,
"Actividad economica no especificada (131)",254,,,1,4,,,,,,,249
,,,,,,,,,,,,
"RURAL (132)",11231,16,282,256,157,699,3140,1599,760,4030,12,280
"Agric., ganadería, caza y silvicultura (133)",5337,,3,7,,,3134,,3,2190,,
"Pesca (134)",7,,,,,,6,,,1,,
"Explotación de minas y canteras (135)",2276,1,65,89,65,7,,1307,132,610,,
"Industrias manufactureras (136)",312,,2,35,2,,,201,47,25,,
"Suministro de electricidad, gas y agua (137)",22,,,,,,,8,7,7,,
"Construcción (138)",377,,2,18,,,,16,204,137,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",703,,3,8,6,421,,51,3,211,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",112,,1,2,,15,,42,1,51,,
"Comercio al por mayor (141)",31,,,2,1,26,,,,2,,
"Comercio al por menor (142)",560,,2,4,5,380,,9,2,158,,
"Hoteles y restaurantes (143)",314,,3,16,10,188,,,,97,,
"Trans., almac. y comunicaciones (144)",403,,2,3,9,,,2,342,45,,
"Intermediación financiera (145)",2,,1,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (146)",186,1,16,40,13,55,,2,6,53,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",138,11,4,7,39,8,,9,9,39,12,
"Enseñanza (148)",149,3,142,,3,,,,,1,,
"Servicios sociales y de salud (149)",63,,28,21,3,5,,,2,4,,
"Otras activ. serv.comun.soc y personales (150)",424,,8,9,6,14,,3,4,380,,
"Hogares privados con servicio doméstico (151)",230,,,,,1,,,,229,,
"Actividad economica no especificada (153)",288,,3,3,,,,,1,1,,280
"Hombres (154)",8437,10,145,207,104,272,2564,1534,743,2700,11,147
"Agric., ganadería, caza y silvicultura (155)",3916,,2,4,,,2560,,3,1347,,
"Pesca (156)",5,,,,,,4,,,1,,
"Explotación de minas y canteras (157)",2252,1,57,87,63,6,,1302,132,604,,
"Industrias manufactureras (158)",224,,1,29,,,,143,35,16,,
"Suministro de electricidad, gas y agua (159)",22,,,,,,,8,7,7,,
"Construcción (160)",372,,1,18,,,,15,203,135,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",317,,3,7,3,147,,50,3,104,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",98,,1,2,,11,,42,1,41,,
"Comercio al por mayor (163)",18,,,1,,16,,,,1,,
"Comercio al por menor (164)",201,,2,4,3,120,,8,2,62,,
"Hoteles y restaurantes (165)",110,,1,6,4,55,,,,44,,
"Trans., almac. y comunicaciones (166)",389,,2,3,4,,,2,338,40,,
"Intermediación financiera (167)",2,,1,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (168)",155,,13,31,6,54,,2,6,43,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",97,7,,5,19,8,,9,9,29,11,
"Enseñanza (170)",55,2,50,,2,,,,,1,,
"Servicios sociales y de salud (171)",23,,7,8,2,1,,,2,3,,
"Otras activ. serv.comun.soc y personales (172)",334,,5,6,,1,,3,4,315,,
"Hogares privados con servicio doméstico (173)",10,,,,,,,,,10,,
"Actividad economica no especificada (175)",154,,2,3,,,,,1,1,,147
"Mujeres (176)",2794,6,137,49,53,427,576,65,17,1330,1,133
"Agric., ganadería, caza y silvicultura (177)",1421,,1,3,,,574,,,843,,
"Pesca (178)",2,,,,,,2,,,,,
"Explotación de minas y canteras (179)",24,,8,2,2,1,,5,,6,,
"Industrias manufactureras (180)",88,,1,6,2,,,58,12,9,,
"Construcción (182)",5,,1,,,,,1,1,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",386,,,1,3,274,,1,,107,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",14,,,,,4,,,,10,,
"Comercio al por mayor (185)",13,,,1,1,10,,,,1,,
"Comercio al por menor (186)",359,,,,2,260,,1,,96,,
"Hoteles y restaurantes (187)",204,,2,10,6,133,,,,53,,
"Trans., almac. y comunicaciones (188)",14,,,,5,,,,4,5,,
"Activid.inmobil., empres. y alquileres (190)",31,1,3,9,7,1,,,,10,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",41,4,4,2,20,,,,,10,1,
"Enseñanza (192)",94,1,92,,1,,,,,,,
"Servicios sociales y de salud (193)",40,,21,13,1,4,,,,1,,
"Otras activ. serv.comun.soc y personales (194)",90,,3,3,6,13,,,,65,,
"Hogares privados con servicio doméstico (195)",220,,,,,1,,,,219,,
"Actividad economica no especificada (197)",134,,1,,,,,,,,,133
