"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Esposa(o)/ compa¤era(o) (050)",49,3,,25,9,1,4,1,6
"Hijo(a)/ hijastro(a) (051)",752,72,47,299,271,14,19,14,16
"Yerno/ nuera (052)",34,,,14,13,2,1,3,1
"Nieto(a) (053)",120,16,9,59,33,1,,2,
"Padres/ suegros (054)",28,13,,15,,,,,
"Otro(a) pariente (055)",134,13,2,55,48,3,5,5,3
"Trabajador(a) del hogar (056)",1,,,1,,,,,
"Pensionista (057)",24,,,,6,,3,6,9
"Otro(a) no pariente (058)",69,2,3,19,15,14,9,2,5
"Mujeres (060)",1901,354,56,811,423,61,79,47,70
"Jefe o Jefa (061)",254,66,,116,32,4,9,9,18
"Esposa(o)/ compa¤era(o) (062)",606,121,,275,116,20,30,15,29
"Hijo(a)/ hijastro(a) (063)",661,67,45,280,202,26,20,10,11
"Yerno/ nuera (064)",31,,,9,10,2,8,,2
"Nieto(a) (065)",103,27,9,41,17,1,2,5,1
"Padres/ suegros (066)",61,41,,19,1,,,,
"Otro(a) pariente (067)",128,25,2,54,31,6,5,4,1
"Trabajador(a) del hogar (068)",3,1,,1,1,,,,
"Pensionista (069)",4,,,,,,,,4
"Otro(a) no pariente (070)",50,6,,16,13,2,5,4,4
,,,,,,,,,
"RURAL (072)",3974,782,76,1988,958,65,53,15,37
"Jefe o Jefa (073)",901,161,1,502,181,15,20,2,19
"Esposa(o)/ compa¤era(o) (074)",668,198,,358,97,1,10,2,2
"Hijo(a)/ hijastro(a) (075)",1719,246,53,832,524,34,15,8,7
"Yerno/ nuera (076)",79,1,,34,36,4,2,,2
"Nieto(a) (077)",250,57,16,129,44,3,,,1
"Padres/ suegros (078)",64,50,,14,,,,,
"Otro(a) pariente (079)",225,61,5,103,48,4,2,2,
"Trabajador(a) del hogar (080)",4,2,,2,,,,,
"Otro(a) no pariente (082)",64,6,1,14,28,4,4,1,6
"Hombres (084)",2022,284,44,997,582,45,36,9,25
"Jefe o Jefa (085)",748,94,,440,168,12,18,1,15
"Esposa(o)/ compa¤era(o) (086)",19,2,,12,3,,1,,1
"Hijo(a)/ hijastro(a) (087)",892,120,30,387,310,24,12,6,3
"Yerno/ nuera (088)",42,1,,12,23,3,1,,2
"Nieto(a) (089)",133,32,11,64,22,3,,,1
"Padres/ suegros (090)",16,8,,8,,,,,
"Otro(a) pariente (091)",125,22,3,63,31,2,2,2,
"Otro(a) no pariente (094)",47,5,,11,25,1,2,,3
"Mujeres (096)",1952,498,32,991,376,20,17,6,12
"Jefe o Jefa (097)",153,67,1,62,13,3,2,1,4
"Esposa(o)/ compa¤era(o) (098)",649,196,,346,94,1,9,2,1
"Hijo(a)/ hijastro(a) (099)",827,126,23,445,214,10,3,2,4
"Yerno/ nuera (100)",37,,,22,13,1,1,,
"Nieto(a) (101)",117,25,5,65,22,,,,
"Padres/ suegros (102)",48,42,,6,,,,,
"Otro(a) pariente (103)",100,39,2,40,17,2,,,
"Trabajador(a) del hogar (104)",4,2,,2,,,,,
"Otro(a) no pariente (106)",17,1,1,3,3,3,2,1,3
