"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"URBANA (060)",17888,12183,2418,1826,1461
"Sin nivel (061)",648,443,125,77,3
"Educación inicial (062)",21,18,,1,2
"Primaria (063)",3436,2454,572,328,82
"Secundaria (064)",6403,4699,862,514,328
"Superior no univ. incompleta (065)",1641,1178,217,116,130
"Superior no univ. completa (066)",2605,1591,296,297,421
"Superior univ. incompleta (067)",899,632,93,76,98
"Superior univ. completa (068)",2235,1168,253,417,397
"De 06 a 14 años (070)",146,131,8,4,3
"Educación inicial (072)",2,2,,,
"Primaria (073)",72,68,3,1,
"Secundaria (074)",72,61,5,3,3
"De 15 a 29 años (080)",5101,3439,770,541,351
"Sin nivel (081)",36,21,10,4,1
"Educación inicial (082)",15,13,,1,1
"Primaria (083)",448,268,94,71,15
"Secundaria (084)",2325,1654,352,238,81
"Superior no univ. incompleta (085)",715,521,105,46,43
"Superior no univ. completa (086)",825,510,112,87,116
"Superior univ. incompleta (087)",319,229,30,30,30
"Superior univ. completa (088)",418,223,67,64,64
"De 30 a 44 años (090)",6841,4366,1028,811,636
"Sin nivel (091)",217,145,40,30,2
"Educación inicial (092)",4,3,,,1
"Primaria (093)",1141,716,249,151,25
"Secundaria (094)",2381,1730,356,174,121
"Superior no univ. incompleta (095)",587,409,72,50,56
"Superior no univ. completa (096)",1171,683,135,146,207
"Superior univ. incompleta (097)",309,187,50,34,38
"Superior univ. completa (098)",1031,493,126,226,186
"De 45 a 64 años (100)",4912,3486,535,442,449
"Sin nivel (101)",294,191,61,42,
"Primaria (103)",1369,1042,194,96,37
"Secundaria (104)",1462,1120,141,91,110
"Superior no univ. incompleta (105)",303,220,34,19,30
"Superior no univ. completa (106)",536,336,42,61,97
"Superior univ. incompleta (107)",251,198,11,12,30
"Superior univ. completa (108)",697,379,52,121,145
"De 65 y más años (110)",888,761,77,28,22
"Sin nivel (111)",101,86,14,1,
"Primaria (113)",406,360,32,9,5
"Secundaria (114)",163,134,8,8,13
"Superior no univ. incompleta (115)",36,28,6,1,1
"Superior no univ. completa (116)",73,62,7,3,1
"Superior univ. incompleta (117)",20,18,2,,
"Superior univ. completa (118)",89,73,8,6,2
,,,,,
"RURAL (120)",4294,3487,605,146,56
"Sin nivel (121)",237,199,32,5,1
"Educación inicial (122)",6,5,1,,
"Primaria (123)",986,802,132,45,7
"Secundaria (124)",2125,1726,321,60,18
"Superior no univ. incompleta (125)",300,258,31,6,5
"Superior no univ. completa (126)",335,256,41,21,17
"Superior univ. incompleta (127)",152,124,24,3,1
"Superior univ. completa (128)",153,117,23,6,7
"De 06 a 14 años (130)",25,24,1,,
"Sin nivel (131)",4,4,,,
"Primaria (133)",11,11,,,
"Secundaria (134)",10,9,1,,
"De 15 a 29 años (140)",1856,1509,283,45,19
"Sin nivel (141)",17,17,,,
"Educación inicial (142)",4,4,,,
"Primaria (143)",209,166,37,6,
"Secundaria (144)",1226,995,196,25,10
"Superior no univ. incompleta (145)",131,112,17,1,1
"Superior no univ. completa (146)",159,123,18,12,6
"Superior univ. incompleta (147)",60,49,10,1,
"Superior univ. completa (148)",50,43,5,,2
"De 30 a 44 años (150)",1421,1116,214,65,26
"Sin nivel (151)",84,65,15,4,
"Educación inicial (152)",2,1,1,,
"Primaria (153)",333,253,56,21,3
"Secundaria (154)",597,483,86,23,5
"Superior no univ. incompleta (155)",130,108,14,4,4
"Superior no univ. completa (156)",138,103,20,6,9
"Superior univ. incompleta (157)",63,53,8,1,1
"Superior univ. completa (158)",74,50,14,6,4
"De 45 a 64 años (160)",786,652,92,33,9
"Sin nivel (161)",86,71,13,1,1
"Primaria (163)",306,260,29,15,2
"Secundaria (164)",263,210,38,12,3
"Superior no univ. incompleta (165)",37,36,,1,
"Superior no univ. completa (166)",38,30,3,3,2
"Superior univ. incompleta (167)",28,22,5,1,
"Superior univ. completa (168)",28,23,4,,1
"De 65 y más años (170)",206,186,15,3,2
"Sin nivel (171)",46,42,4,,
"Primaria (173)",127,112,10,3,2
"Secundaria (174)",29,29,,,
"Superior no univ. incompleta (175)",2,2,,,
"Superior univ. incompleta (177)",1,,1,,
"Superior univ. completa (178)",1,1,,,
