"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Mujeres (044)",2937,2512,161,49,215
"Agric., ganadería, caza y silvicultura (045)",1170,1096,67,6,1
"Industrias manufactureras (048)",73,67,5,1,
"Construcción (050)",5,4,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",623,600,23,,
"Venta, mant.y rep. veh.autom y motoc. (052)",8,8,,,
"Comercio al por mayor (053)",26,25,1,,
"Comercio al por menor (054)",589,567,22,,
"Hoteles y restaurantes (055)",264,249,14,1,
"Trans., almac. y comunicaciones (056)",13,10,1,,2
"Intermediación financiera (057)",2,1,,,1
"Activid.inmobil., empres. y alquileres (058)",20,11,3,1,5
"Admin.pub. y defensa; p. segur soc.afil (059)",54,,,,54
"Enseñanza (060)",183,45,25,31,82
"Servicios sociales y de salud (061)",92,20,2,2,68
"Otras activ. serv.comun.soc y personales (062)",66,58,6,2,
"Hogares privados con servicio doméstico (063)",159,159,,,
"Actividad economica no especificada (065)",213,192,15,4,2
,,,,,
"URBANA (066)",5083,3997,391,207,488
"Agric., ganadería, caza y silvicultura (067)",1817,1639,144,31,3
"Explotación de minas y canteras (069)",44,8,5,8,23
"Industrias manufactureras (070)",248,207,25,13,3
"Suministro de electricidad, gas y agua (071)",2,1,,1,
"Construcción (072)",309,239,34,26,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",938,887,41,5,5
"Venta, mant.y rep. veh.autom y motoc. (074)",73,59,9,1,4
"Comercio al por mayor (075)",48,43,4,,1
"Comercio al por menor (076)",817,785,28,4,
"Hoteles y restaurantes (077)",255,239,15,1,
"Trans., almac. y comunicaciones (078)",467,394,36,24,13
"Intermediación financiera (079)",5,2,,,3
"Activid.inmobil., empres. y alquileres (080)",60,37,6,8,9
"Admin.pub. y defensa; p. segur soc.afil (081)",153,,,,153
"Enseñanza (082)",339,57,43,70,169
"Servicios sociales y de salud (083)",111,24,2,4,81
"Otras activ. serv.comun.soc y personales (084)",112,78,22,8,4
"Hogares privados con servicio doméstico (085)",94,94,,,
"Actividad economica no especificada (087)",129,91,18,8,12
"Hombres (088)",3683,2899,303,167,314
"Agric., ganadería, caza y silvicultura (089)",1653,1497,127,26,3
"Explotación de minas y canteras (091)",44,8,5,8,23
"Industrias manufactureras (092)",201,163,22,13,3
"Suministro de electricidad, gas y agua (093)",2,1,,1,
"Construcción (094)",304,235,34,25,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",457,426,21,5,5
"Venta, mant.y rep. veh.autom y motoc. (096)",66,52,9,1,4
"Comercio al por mayor (097)",29,24,4,,1
"Comercio al por menor (098)",362,350,8,4,
"Hoteles y restaurantes (099)",53,45,8,,
"Trans., almac. y comunicaciones (100)",457,386,35,24,12
"Intermediación financiera (101)",3,1,,,2
"Activid.inmobil., empres. y alquileres (102)",42,28,3,7,4
"Admin.pub. y defensa; p. segur soc.afil (103)",112,,,,112
"Enseñanza (104)",187,24,23,42,98
"Servicios sociales y de salud (105)",39,9,,2,28
"Otras activ. serv.comun.soc y personales (106)",56,28,17,7,4
"Hogares privados con servicio doméstico (107)",12,12,,,
"Actividad economica no especificada (109)",61,36,8,7,10
"Mujeres (110)",1400,1098,88,40,174
"Agric., ganadería, caza y silvicultura (111)",164,142,17,5,
"Industrias manufactureras (114)",47,44,3,,
"Construcción (116)",5,4,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",481,461,20,,
"Venta, mant.y rep. veh.autom y motoc. (118)",7,7,,,
"Comercio al por mayor (119)",19,19,,,
"Comercio al por menor (120)",455,435,20,,
"Hoteles y restaurantes (121)",202,194,7,1,
"Trans., almac. y comunicaciones (122)",10,8,1,,1
"Intermediación financiera (123)",2,1,,,1
"Activid.inmobil., empres. y alquileres (124)",18,9,3,1,5
"Admin.pub. y defensa; p. segur soc.afil (125)",41,,,,41
"Enseñanza (126)",152,33,20,28,71
"Servicios sociales y de salud (127)",72,15,2,2,53
"Otras activ. serv.comun.soc y personales (128)",56,50,5,1,
"Hogares privados con servicio doméstico (129)",82,82,,,
"Actividad economica no especificada (131)",68,55,10,1,2
,,,,,
"RURAL (132)",10795,10122,468,82,123
"Agric., ganadería, caza y silvicultura (133)",9472,9052,372,41,7
"Pesca (134)",2,2,,,
"Explotación de minas y canteras (135)",81,49,15,4,13
"Industrias manufactureras (136)",94,82,6,5,1
"Construcción (138)",156,143,10,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",295,274,20,1,
"Venta, mant.y rep. veh.autom y motoc. (140)",25,19,5,1,
"Comercio al por mayor (141)",13,10,3,,
"Comercio al por menor (142)",257,245,12,,
"Hoteles y restaurantes (143)",76,66,8,1,1
"Trans., almac. y comunicaciones (144)",132,120,7,2,3
"Intermediación financiera (145)",4,2,,2,
"Activid.inmobil., empres. y alquileres (146)",17,13,1,3,
"Admin.pub. y defensa; p. segur soc.afil (147)",40,,,,40
"Enseñanza (148)",96,32,16,14,34
"Servicios sociales y de salud (149)",29,6,,,23
"Otras activ. serv.comun.soc y personales (150)",30,22,6,1,1
"Hogares privados con servicio doméstico (151)",89,89,,,
"Actividad economica no especificada (153)",182,170,7,5,
"Hombres (154)",9258,8708,395,73,82
"Agric., ganadería, caza y silvicultura (155)",8466,8098,322,40,6
"Pesca (156)",2,2,,,
"Explotación de minas y canteras (157)",81,49,15,4,13
"Industrias manufactureras (158)",68,59,4,4,1
"Construcción (160)",156,143,10,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",153,135,17,1,
"Venta, mant.y rep. veh.autom y motoc. (162)",24,18,5,1,
"Comercio al por mayor (163)",6,4,2,,
"Comercio al por menor (164)",123,113,10,,
"Hoteles y restaurantes (165)",14,11,1,1,1
"Trans., almac. y comunicaciones (166)",129,118,7,2,2
"Intermediación financiera (167)",4,2,,2,
"Activid.inmobil., empres. y alquileres (168)",15,11,1,3,
"Admin.pub. y defensa; p. segur soc.afil (169)",27,,,,27
"Enseñanza (170)",65,20,11,11,23
"Servicios sociales y de salud (171)",9,1,,,8
"Otras activ. serv.comun.soc y personales (172)",20,14,5,,1
"Hogares privados con servicio doméstico (173)",12,12,,,
"Actividad economica no especificada (175)",37,33,2,2,
"Mujeres (176)",1537,1414,73,9,41
"Agric., ganadería, caza y silvicultura (177)",1006,954,50,1,1
"Industrias manufactureras (180)",26,23,2,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",142,139,3,,
"Venta, mant.y rep. veh.autom y motoc. (184)",1,1,,,
"Comercio al por mayor (185)",7,6,1,,
"Comercio al por menor (186)",134,132,2,,
"Hoteles y restaurantes (187)",62,55,7,,
"Trans., almac. y comunicaciones (188)",3,2,,,1
"Activid.inmobil., empres. y alquileres (190)",2,2,,,
"Admin.pub. y defensa; p. segur soc.afil (191)",13,,,,13
"Enseñanza (192)",31,12,5,3,11
"Servicios sociales y de salud (193)",20,5,,,15
"Otras activ. serv.comun.soc y personales (194)",10,8,1,1,
"Hogares privados con servicio doméstico (195)",77,77,,,
"Actividad economica no especificada (197)",145,137,5,3,
