"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (042)",15,1,5,5,4,
"Actividad economica no especificada (044)",82,,28,26,15,13
"Desocupado (045)",378,7,167,130,63,11
"Mujeres (046)",2391,99,766,781,565,180
"Agric., ganadería, caza y silvicultura (047)",1345,80,390,391,351,133
"Explotación de minas y canteras (049)",42,,20,18,4,
"Industrias manufactureras (050)",20,,6,5,9,
"Suministro de electricidad, gas y agua (051)",2,,2,,,
"Construcción (052)",3,,2,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",224,4,68,86,51,15
"Venta, mant.y rep. veh.autom.y motoc. (054)",3,,,2,1,
"Comercio al por mayor (055)",15,,3,6,5,1
"Comercio al por menor (056)",206,4,65,78,45,14
"Hoteles y restaurantes (057)",106,5,37,38,22,4
"Trans., almac. y comunicaciones (058)",3,,3,,,
"Activid.inmobil., empres. y alquileres (060)",5,,4,1,,
"Admin.pub. y defensa; p. segur.soc afil (061)",25,,9,12,4,
"Enseñanza (062)",205,,52,105,48,
"Servicios sociales y de salud (063)",36,,17,18,1,
"Otras activ. serv.comun.soc y personales (064)",24,,9,6,7,2
"Hogares privados con servicio doméstico (065)",109,1,39,38,25,6
"Actividad economica no especificada (067)",147,,46,45,37,19
"Desocupado (068)",95,9,62,17,6,1
,,,,,,
"URBANA (069)",2301,67,649,840,580,165
"Agric., ganadería, caza y silvicultura (070)",931,50,243,293,241,104
"Explotación de minas y canteras (072)",27,,16,8,2,1
"Industrias manufactureras (073)",43,2,13,13,11,4
"Suministro de electricidad, gas y agua (074)",2,,1,1,,
"Construcción (075)",72,,25,28,15,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",291,6,84,111,63,27
"Venta, mant.y rep. veh.autom.y motoc. (077)",10,,3,5,2,
"Comercio al por mayor (078)",19,,2,7,8,2
"Comercio al por menor (079)",262,6,79,99,53,25
"Hoteles y restaurantes (080)",77,3,24,27,21,2
"Trans., almac. y comunicaciones (081)",49,,15,23,11,
"Intermediación financiera (082)",1,,,1,,
"Activid.inmobil., empres. y alquileres (083)",21,,5,10,5,1
"Admin.pub. y defensa; p. segur.soc afil (084)",87,,28,34,24,1
"Enseñanza (085)",332,,51,164,115,2
"Servicios sociales y de salud (086)",47,,18,25,4,
"Otras activ. serv.comun.soc y personales (087)",22,1,6,8,7,
"Hogares privados con servicio doméstico (088)",49,1,17,17,12,2
"Actividad economica no especificada (090)",95,,37,31,15,12
"Desocupado (091)",155,4,66,46,34,5
"Hombres (092)",1497,37,410,541,390,119
"Agric., ganadería, caza y silvicultura (093)",658,27,175,202,173,81
"Explotación de minas y canteras (095)",27,,16,8,2,1
"Industrias manufactureras (096)",34,2,13,9,6,4
"Suministro de electricidad, gas y agua (097)",2,,1,1,,
"Construcción (098)",71,,25,27,15,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",144,4,38,56,31,15
"Venta, mant.y rep. veh.autom.y motoc. (100)",7,,3,3,1,
"Comercio al por mayor (101)",9,,1,3,4,1
"Comercio al por menor (102)",128,4,34,50,26,14
"Hoteles y restaurantes (103)",17,2,4,5,6,
"Trans., almac. y comunicaciones (104)",49,,15,23,11,
"Intermediación financiera (105)",1,,,1,,
"Activid.inmobil., empres. y alquileres (106)",17,,2,9,5,1
"Admin.pub. y defensa; p. segur.soc afil (107)",66,,20,25,20,1
"Enseñanza (108)",203,,22,98,81,2
"Servicios sociales y de salud (109)",24,,10,11,3,
"Otras activ. serv.comun.soc y personales (110)",7,1,1,4,1,
"Hogares privados con servicio doméstico (111)",7,,2,3,2,
"Actividad economica no especificada (113)",45,,17,17,5,6
"Desocupado (114)",125,1,49,42,29,4
"Mujeres (115)",804,30,239,299,190,46
"Agric., ganadería, caza y silvicultura (116)",273,23,68,91,68,23
"Industrias manufactureras (119)",9,,,4,5,
"Construcción (121)",1,,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",147,2,46,55,32,12
"Venta, mant.y rep. veh.autom.y motoc. (123)",3,,,2,1,
"Comercio al por mayor (124)",10,,1,4,4,1
"Comercio al por menor (125)",134,2,45,49,27,11
"Hoteles y restaurantes (126)",60,1,20,22,15,2
"Activid.inmobil., empres. y alquileres (129)",4,,3,1,,
"Admin.pub. y defensa; p. segur.soc afil (130)",21,,8,9,4,
"Enseñanza (131)",129,,29,66,34,
"Servicios sociales y de salud (132)",23,,8,14,1,
"Otras activ. serv.comun.soc y personales (133)",15,,5,4,6,
"Hogares privados con servicio doméstico (134)",42,1,15,14,10,2
"Actividad economica no especificada (136)",50,,20,14,10,6
"Desocupado (137)",30,3,17,4,5,1
,,,,,,
"RURAL (138)",7530,183,2339,2624,1805,579
"Agric., ganadería, caza y silvicultura (139)",4929,158,1360,1575,1317,519
"Pesca (140)",5,1,3,,1,
"Explotación de minas y canteras (141)",1245,,481,573,188,3
"Industrias manufactureras (142)",59,1,25,12,16,5
"Suministro de electricidad, gas y agua (143)",6,,4,1,1,
"Construcción (144)",84,,28,33,20,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",201,6,68,70,46,11
"Venta, mant.y rep. veh.autom.y motoc. (146)",4,1,2,1,,
"Comercio al por mayor (147)",8,,3,2,3,
"Comercio al por menor (148)",189,5,63,67,43,11
"Hoteles y restaurantes (149)",61,4,22,21,11,3
"Trans., almac. y comunicaciones (150)",53,,28,16,8,1
"Activid.inmobil., empres. y alquileres (152)",16,,5,5,6,
"Admin.pub. y defensa; p. segur.soc afil (153)",45,,8,18,19,
"Enseñanza (154)",247,,58,111,77,1
"Servicios sociales y de salud (155)",30,,12,15,3,
"Otras activ. serv.comun.soc y personales (156)",22,,10,7,3,2
"Hogares privados con servicio doméstico (157)",75,1,27,26,17,4
"Actividad economica no especificada (159)",134,,37,40,37,20
"Desocupado (160)",318,12,163,101,35,7
"Hombres (161)",5943,114,1812,2142,1430,445
"Agric., ganadería, caza y silvicultura (162)",3857,101,1038,1275,1034,409
"Pesca (163)",5,1,3,,1,
"Explotación de minas y canteras (164)",1203,,461,555,184,3
"Industrias manufactureras (165)",48,1,19,11,12,5
"Suministro de electricidad, gas y agua (166)",4,,2,1,1,
"Construcción (167)",82,,26,33,20,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",124,4,46,39,27,8
"Venta, mant.y rep. veh.autom.y motoc. (169)",4,1,2,1,,
"Comercio al por mayor (170)",3,,1,,2,
"Comercio al por menor (171)",117,3,43,38,25,8
"Hoteles y restaurantes (172)",15,,5,5,4,1
"Trans., almac. y comunicaciones (173)",50,,25,16,8,1
"Activid.inmobil., empres. y alquileres (175)",15,,4,5,6,
"Admin.pub. y defensa; p. segur.soc afil (176)",41,,7,15,19,
"Enseñanza (177)",171,,35,72,63,1
"Servicios sociales y de salud (178)",17,,3,11,3,
"Otras activ. serv.comun.soc y personales (179)",13,,6,5,2,
"Hogares privados con servicio doméstico (180)",8,1,3,2,2,
"Actividad economica no especificada (182)",37,,11,9,10,7
"Desocupado (183)",253,6,118,88,34,7
"Mujeres (184)",1587,69,527,482,375,134
"Agric., ganadería, caza y silvicultura (185)",1072,57,322,300,283,110
"Explotación de minas y canteras (187)",42,,20,18,4,
"Industrias manufactureras (188)",11,,6,1,4,
"Suministro de electricidad, gas y agua (189)",2,,2,,,
"Construcción (190)",2,,2,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",77,2,22,31,19,3
"Comercio al por mayor (193)",5,,2,2,1,
"Comercio al por menor (194)",72,2,20,29,18,3
"Hoteles y restaurantes (195)",46,4,17,16,7,2
"Trans., almac. y comunicaciones (196)",3,,3,,,
"Activid.inmobil., empres. y alquileres (198)",1,,1,,,
"Admin.pub. y defensa; p. segur.soc afil (199)",4,,1,3,,
"Enseñanza (200)",76,,23,39,14,
"Servicios sociales y de salud (201)",13,,9,4,,
"Otras activ. serv.comun.soc y personales (202)",9,,4,2,1,2
"Hogares privados con servicio doméstico (203)",67,,24,24,15,4
"Actividad economica no especificada (205)",97,,26,31,27,13
"Desocupado (206)",65,6,45,13,1,
