"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Mujeres (045)",1457,24,437,574,338,84
"Agric., ganadería, caza y silvicultura (046)",166,9,49,52,47,9
"Explotación de minas y canteras (048)",63,1,35,20,7,
"Industrias manufactureras (049)",52,,10,17,21,4
"Suministro de electricidad, gas y agua (050)",1,,1,,,
"Construcción (051)",2,,1,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",259,5,66,95,73,20
"Venta, mant.y rep. veh.autom.y motoc. (053)",3,,1,1,,1
"Comercio al por mayor (054)",9,2,2,4,1,
"Comercio al por menor (055)",247,3,63,90,72,19
"Hoteles y restaurantes (056)",140,2,37,51,41,9
"Trans., almac. y comunicaciones (057)",6,,2,1,3,
"Intermediación financiera (058)",1,,,1,,
"Activid.inmobil., empres. y alquileres (059)",11,,6,4,1,
"Admin.pub. y defensa; p. segur.soc.afil (060)",31,,13,9,8,1
"Enseñanza (061)",277,,56,176,44,1
"Servicios sociales y de salud (062)",40,,11,22,7,
"Otras activ. serv.comun.soc y personales (063)",36,,9,16,10,1
"Hogares privados con servicio doméstico (064)",197,7,96,53,26,15
"Actividad economica no especificada (066)",175,,45,56,50,24
,,,,,,
"URBANA (067)",2343,50,675,847,609,162
"Agric., ganadería, caza y silvicultura (068)",767,23,243,214,204,83
"Explotación de minas y canteras (070)",113,1,56,40,16,
"Industrias manufactureras (071)",99,3,19,30,42,5
"Suministro de electricidad, gas y agua (072)",5,,2,3,,
"Construcción (073)",116,1,38,44,28,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",373,11,91,130,106,35
"Venta, mant.y rep. veh.autom.y motoc. (075)",16,1,7,4,3,1
"Comercio al por mayor (076)",27,2,4,15,6,
"Comercio al por menor (077)",330,8,80,111,97,34
"Hoteles y restaurantes (078)",123,3,36,44,33,7
"Trans., almac. y comunicaciones (079)",101,2,34,35,26,4
"Intermediación financiera (080)",1,,,1,,
"Activid.inmobil., empres. y alquileres (081)",29,,13,9,6,1
"Admin.pub. y defensa; p. segur.soc.afil (082)",95,,16,48,29,2
"Enseñanza (083)",259,,33,158,65,3
"Servicios sociales y de salud (084)",53,,13,25,14,1
"Otras activ. serv.comun.soc y personales (085)",64,1,24,23,12,4
"Hogares privados con servicio doméstico (086)",77,5,36,18,14,4
"Actividad economica no especificada (088)",68,,21,25,14,8
"Hombres (089)",1635,38,483,550,438,126
"Agric., ganadería, caza y silvicultura (090)",742,20,239,206,196,81
"Explotación de minas y canteras (092)",104,1,52,37,14,
"Industrias manufactureras (093)",64,3,15,17,26,3
"Suministro de electricidad, gas y agua (094)",5,,2,3,,
"Construcción (095)",114,1,37,43,28,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",192,7,42,67,57,19
"Venta, mant.y rep. veh.autom.y motoc. (097)",14,1,6,4,3,
"Comercio al por mayor (098)",20,,2,12,6,
"Comercio al por menor (099)",158,6,34,51,48,19
"Hoteles y restaurantes (100)",24,2,6,7,8,1
"Trans., almac. y comunicaciones (101)",95,2,32,34,23,4
"Activid.inmobil., empres. y alquileres (103)",23,,11,6,5,1
"Admin.pub. y defensa; p. segur.soc.afil (104)",68,,5,41,21,1
"Enseñanza (105)",113,,7,60,43,3
"Servicios sociales y de salud (106)",23,,6,7,9,1
"Otras activ. serv.comun.soc y personales (107)",41,1,17,13,6,4
"Hogares privados con servicio doméstico (108)",5,1,1,1,1,1
"Actividad economica no especificada (110)",22,,11,8,1,2
"Mujeres (112)",708,12,192,297,171,36
"Agric., ganadería, caza y silvicultura (113)",25,3,4,8,8,2
"Explotación de minas y canteras (115)",9,,4,3,2,
"Industrias manufactureras (116)",35,,4,13,16,2
"Construcción (118)",2,,1,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",181,4,49,63,49,16
"Venta, mant.y rep. veh.autom.y motoc. (120)",2,,1,,,1
"Comercio al por mayor (121)",7,2,2,3,,
"Comercio al por menor (122)",172,2,46,60,49,15
"Hoteles y restaurantes (123)",99,1,30,37,25,6
"Trans., almac. y comunicaciones (124)",6,,2,1,3,
"Intermediación financiera (125)",1,,,1,,
"Activid.inmobil., empres. y alquileres (126)",6,,2,3,1,
"Admin.pub. y defensa; p. segur.soc.afil (127)",27,,11,7,8,1
"Enseñanza (128)",146,,26,98,22,
"Servicios sociales y de salud (129)",30,,7,18,5,
"Otras activ. serv.comun.soc y personales (130)",23,,7,10,6,
"Hogares privados con servicio doméstico (131)",72,4,35,17,13,3
"Actividad economica no especificada (133)",46,,10,17,13,6
,,,,,,
"RURAL (134)",7871,141,2590,2570,1894,676
"Agric., ganadería, caza y silvicultura (135)",5631,130,1773,1644,1483,601
"Explotación de minas y canteras (137)",1092,2,467,465,153,5
"Industrias manufactureras (138)",71,,25,20,21,5
"Suministro de electricidad, gas y agua (139)",8,,4,2,1,1
"Construcción (140)",120,1,45,42,29,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",178,3,40,71,50,14
"Venta, mant.y rep. veh.autom.y motoc. (142)",12,1,5,5,1,
"Comercio al por mayor (143)",8,,3,3,2,
"Comercio al por menor (144)",158,2,32,63,47,14
"Hoteles y restaurantes (145)",66,1,21,18,21,5
"Trans., almac. y comunicaciones (146)",74,1,28,27,15,3
"Intermediación financiera (147)",1,,1,,,
"Activid.inmobil., empres. y alquileres (148)",27,,13,11,3,
"Admin.pub. y defensa; p. segur.soc.afil (149)",27,,7,15,5,
"Enseñanza (150)",228,,41,137,48,2
"Servicios sociales y de salud (151)",17,,4,9,4,
"Otras activ. serv.comun.soc y personales (152)",22,,8,6,7,1
"Hogares privados con servicio doméstico (153)",132,3,65,37,13,14
"Actividad economica no especificada (155)",177,,48,66,41,22
"Hombres (156)",7122,129,2345,2293,1727,628
"Agric., ganadería, caza y silvicultura (157)",5490,124,1728,1600,1444,594
"Explotación de minas y canteras (159)",1038,1,436,448,148,5
"Industrias manufactureras (160)",54,,19,16,16,3
"Suministro de electricidad, gas y agua (161)",7,,3,2,1,1
"Construcción (162)",120,1,45,42,29,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",100,2,23,39,26,10
"Venta, mant.y rep. veh.autom.y motoc. (164)",11,1,5,4,1,
"Comercio al por mayor (165)",6,,3,2,1,
"Comercio al por menor (166)",83,1,15,33,24,10
"Hoteles y restaurantes (167)",25,,14,4,5,2
"Trans., almac. y comunicaciones (168)",74,1,28,27,15,3
"Intermediación financiera (169)",1,,1,,,
"Activid.inmobil., empres. y alquileres (170)",22,,9,10,3,
"Admin.pub. y defensa; p. segur.soc.afil (171)",23,,5,13,5,
"Enseñanza (172)",97,,11,59,26,1
"Servicios sociales y de salud (173)",7,,,5,2,
"Otras activ. serv.comun.soc y personales (174)",9,,6,,3,
"Hogares privados con servicio doméstico (175)",7,,4,1,,2
"Actividad economica no especificada (177)",48,,13,27,4,4
"Mujeres (179)",749,12,245,277,167,48
"Agric., ganadería, caza y silvicultura (180)",141,6,45,44,39,7
"Explotación de minas y canteras (182)",54,1,31,17,5,
"Industrias manufactureras (183)",17,,6,4,5,2
"Suministro de electricidad, gas y agua (184)",1,,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",78,1,17,32,24,4
"Venta, mant.y rep. veh.autom.y motoc. (187)",1,,,1,,
"Comercio al por mayor (188)",2,,,1,1,
"Comercio al por menor (189)",75,1,17,30,23,4
"Hoteles y restaurantes (190)",41,1,7,14,16,3
"Activid.inmobil., empres. y alquileres (193)",5,,4,1,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",4,,2,2,,
"Enseñanza (195)",131,,30,78,22,1
"Servicios sociales y de salud (196)",10,,4,4,2,
"Otras activ. serv.comun.soc y personales (197)",13,,2,6,4,1
"Hogares privados con servicio doméstico (198)",125,3,61,36,13,12
"Actividad economica no especificada (200)",129,,35,39,37,18
