"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Hogares privados con servicio doméstico (041)",138,138,,,
"Actividad economica no especificada (043)",807,574,104,76,53
"Mujeres (044)",16517,13841,1212,597,867
"Agric., ganadería, caza y silvicultura (045)",6303,5757,448,86,12
"Pesca (046)",1,,,1,
"Explotación de minas y canteras (047)",2,,,1,1
"Industrias manufactureras (048)",282,246,18,15,3
"Suministro de electricidad, gas y agua (049)",3,,1,2,
"Construcción (050)",98,23,22,25,28
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",3566,3469,81,15,1
"Venta, mant.y rep. veh.autom y motoc. (052)",60,55,5,,
"Comercio al por mayor (053)",122,116,,5,1
"Comercio al por menor (054)",3384,3298,76,10,
"Hoteles y restaurantes (055)",1602,1481,100,15,6
"Trans., almac. y comunicaciones (056)",158,121,21,12,4
"Intermediación financiera (057)",31,11,5,10,5
"Activid.inmobil., empres. y alquileres (058)",204,126,34,22,22
"Admin.pub. y defensa; p. segur soc.afil (059)",355,,,,355
"Enseñanza (060)",1275,363,407,349,156
"Servicios sociales y de salud (061)",382,99,16,8,259
"Otras activ. serv.comun.soc y personales (062)",239,207,18,12,2
"Hogares privados con servicio doméstico (063)",813,813,,,
"Actividad economica no especificada (065)",1203,1125,41,24,13
,,,,,
"URBANA (066)",19578,14107,1858,1450,2163
"Agric., ganadería, caza y silvicultura (067)",4285,3752,394,109,30
"Pesca (068)",12,7,2,1,2
"Explotación de minas y canteras (069)",48,7,3,14,24
"Industrias manufactureras (070)",1088,913,89,69,17
"Suministro de electricidad, gas y agua (071)",55,5,6,36,8
"Construcción (072)",1350,724,254,248,124
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",4420,4181,185,47,7
"Venta, mant.y rep. veh.autom y motoc. (074)",428,378,39,5,6
"Comercio al por mayor (075)",196,170,9,16,1
"Comercio al por menor (076)",3796,3633,137,26,
"Hoteles y restaurantes (077)",1451,1332,106,11,2
"Trans., almac. y comunicaciones (078)",1410,1167,102,85,56
"Intermediación financiera (079)",84,27,13,33,11
"Activid.inmobil., empres. y alquileres (080)",636,341,95,103,97
"Admin.pub. y defensa; p. segur soc.afil (081)",1141,,,,1141
"Enseñanza (082)",1553,270,449,587,247
"Servicios sociales y de salud (083)",473,107,20,16,330
"Otras activ. serv.comun.soc y personales (084)",416,321,56,23,16
"Hogares privados con servicio doméstico (085)",434,434,,,
"Actividad economica no especificada (087)",722,519,84,68,51
"Hombres (088)",12127,8269,1236,1003,1619
"Agric., ganadería, caza y silvicultura (089)",3310,2917,290,77,26
"Pesca (090)",12,7,2,1,2
"Explotación de minas y canteras (091)",47,7,3,13,24
"Industrias manufactureras (092)",896,744,78,59,15
"Suministro de electricidad, gas y agua (093)",52,5,5,34,8
"Construcción (094)",1301,710,242,232,117
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1846,1687,118,35,6
"Venta, mant.y rep. veh.autom y motoc. (096)",380,335,34,5,6
"Comercio al por mayor (097)",103,82,9,12,
"Comercio al por menor (098)",1363,1270,75,18,
"Hoteles y restaurantes (099)",308,280,25,2,1
"Trans., almac. y comunicaciones (100)",1277,1065,83,76,53
"Intermediación financiera (101)",56,17,9,24,6
"Activid.inmobil., empres. y alquileres (102)",461,238,63,83,77
"Admin.pub. y defensa; p. segur soc.afil (103)",960,,,,960
"Enseñanza (104)",753,114,211,295,133
"Servicios sociales y de salud (105)",215,65,6,9,135
"Otras activ. serv.comun.soc y personales (106)",228,158,42,14,14
"Hogares privados con servicio doméstico (107)",54,54,,,
"Actividad economica no especificada (109)",351,201,59,49,42
"Mujeres (110)",7451,5838,622,447,544
"Agric., ganadería, caza y silvicultura (111)",975,835,104,32,4
"Explotación de minas y canteras (113)",1,,,1,
"Industrias manufactureras (114)",192,169,11,10,2
"Suministro de electricidad, gas y agua (115)",3,,1,2,
"Construcción (116)",49,14,12,16,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",2574,2494,67,12,1
"Venta, mant.y rep. veh.autom y motoc. (118)",48,43,5,,
"Comercio al por mayor (119)",93,88,,4,1
"Comercio al por menor (120)",2433,2363,62,8,
"Hoteles y restaurantes (121)",1143,1052,81,9,1
"Trans., almac. y comunicaciones (122)",133,102,19,9,3
"Intermediación financiera (123)",28,10,4,9,5
"Activid.inmobil., empres. y alquileres (124)",175,103,32,20,20
"Admin.pub. y defensa; p. segur soc.afil (125)",181,,,,181
"Enseñanza (126)",800,156,238,292,114
"Servicios sociales y de salud (127)",258,42,14,7,195
"Otras activ. serv.comun.soc y personales (128)",188,163,14,9,2
"Hogares privados con servicio doméstico (129)",380,380,,,
"Actividad economica no especificada (131)",371,318,25,19,9
,,,,,
"RURAL (132)",43877,38187,2686,852,2152
"Agric., ganadería, caza y silvicultura (133)",34358,32379,1709,228,42
"Pesca (134)",13,9,2,2,
"Explotación de minas y canteras (135)",326,9,3,7,307
"Industrias manufactureras (136)",507,390,46,36,35
"Suministro de electricidad, gas y agua (137)",58,3,3,39,13
"Construcción (138)",1404,548,301,234,321
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",1604,1548,44,11,1
"Venta, mant.y rep. veh.autom y motoc. (140)",81,74,5,2,
"Comercio al por mayor (141)",69,63,3,2,1
"Comercio al por menor (142)",1454,1411,36,7,
"Hoteles y restaurantes (143)",553,502,24,18,9
"Trans., almac. y comunicaciones (144)",521,417,58,33,13
"Intermediación financiera (145)",12,4,3,4,1
"Activid.inmobil., empres. y alquileres (146)",192,87,27,49,29
"Admin.pub. y defensa; p. segur soc.afil (147)",1170,,,,1170
"Enseñanza (148)",1001,400,384,134,83
"Servicios sociales y de salud (149)",195,84,2,1,108
"Otras activ. serv.comun.soc y personales (150)",158,110,19,24,5
"Hogares privados con servicio doméstico (151)",517,517,,,
"Actividad economica no especificada (153)",1288,1180,61,32,15
"Hombres (154)",34811,30184,2096,702,1829
"Agric., ganadería, caza y silvicultura (155)",29030,27457,1365,174,34
"Pesca (156)",12,9,2,1,
"Explotación de minas y canteras (157)",325,9,3,7,306
"Industrias manufactureras (158)",417,313,39,31,34
"Suministro de electricidad, gas y agua (159)",58,3,3,39,13
"Construcción (160)",1355,539,291,225,300
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",612,573,30,8,1
"Venta, mant.y rep. veh.autom y motoc. (162)",69,62,5,2,
"Comercio al por mayor (163)",40,35,3,1,1
"Comercio al por menor (164)",503,476,22,5,
"Hoteles y restaurantes (165)",94,73,5,12,4
"Trans., almac. y comunicaciones (166)",496,398,56,30,12
"Intermediación financiera (167)",9,3,2,3,1
"Activid.inmobil., empres. y alquileres (168)",163,64,25,47,27
"Admin.pub. y defensa; p. segur soc.afil (169)",996,,,,996
"Enseñanza (170)",526,193,215,77,41
"Servicios sociales y de salud (171)",71,27,,,44
"Otras activ. serv.comun.soc y personales (172)",107,66,15,21,5
"Hogares privados con servicio doméstico (173)",84,84,,,
"Actividad economica no especificada (175)",456,373,45,27,11
"Mujeres (176)",9066,8003,590,150,323
"Agric., ganadería, caza y silvicultura (177)",5328,4922,344,54,8
"Pesca (178)",1,,,1,
"Explotación de minas y canteras (179)",1,,,,1
"Industrias manufactureras (180)",90,77,7,5,1
"Construcción (182)",49,9,10,9,21
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",992,975,14,3,
"Venta, mant.y rep. veh.autom y motoc. (184)",12,12,,,
"Comercio al por mayor (185)",29,28,,1,
"Comercio al por menor (186)",951,935,14,2,
"Hoteles y restaurantes (187)",459,429,19,6,5
"Trans., almac. y comunicaciones (188)",25,19,2,3,1
"Intermediación financiera (189)",3,1,1,1,
"Activid.inmobil., empres. y alquileres (190)",29,23,2,2,2
"Admin.pub. y defensa; p. segur soc.afil (191)",174,,,,174
"Enseñanza (192)",475,207,169,57,42
"Servicios sociales y de salud (193)",124,57,2,1,64
"Otras activ. serv.comun.soc y personales (194)",51,44,4,3,
"Hogares privados con servicio doméstico (195)",433,433,,,
"Actividad economica no especificada (197)",832,807,16,5,4
