"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador familiar no remunerado (053)",1641,1435,135,52,19
"Trabajador del hogar (054)",1057,1057,,,
"De 06 a 14 años (056)",328,256,42,23,7
"Empleado (057)",44,33,8,2,1
"Obrero (058)",62,29,16,11,6
"Trabajador independiente (059)",81,74,7,,
"Trabajador familiar no remunerado (061)",126,105,11,10,
"Trabajador del hogar (062)",15,15,,,
"De 15 a 29 años (064)",13675,8393,1827,1522,1933
"Empleado (065)",4165,1961,628,687,889
"Obrero (066)",3972,1399,762,789,1022
"Trabajador independiente (067)",4239,3900,339,,
"Empleador o patrono (068)",191,114,37,26,14
"Trabajador familiar no remunerado (069)",618,529,61,20,8
"Trabajador del hogar (070)",490,490,,,
"De 30 a 44 años (072)",15824,9669,1634,1850,2671
"Empleado (073)",4776,1427,546,1034,1769
"Obrero (074)",3620,1329,644,769,878
"Trabajador independiente (075)",6317,5963,354,,
"Empleador o patrono (076)",319,215,53,34,17
"Trabajador familiar no remunerado (077)",461,404,37,13,7
"Trabajador del hogar (078)",331,331,,,
"De 45 a 64 años (080)",11420,7718,1010,1003,1689
"Empleado (081)",2558,728,279,464,1087
"Obrero (082)",2516,1020,407,501,588
"Trabajador independiente (083)",5471,5205,266,,
"Empleador o patrono (084)",302,223,35,32,12
"Trabajador familiar no remunerado (085)",367,336,23,6,2
"Trabajador del hogar (086)",206,206,,,
"De 65 y más años (088)",1783,1495,123,76,89
"Empleado (089)",189,96,25,21,47
"Obrero (090)",311,179,44,48,40
"Trabajador independiente (091)",1150,1108,42,,
"Empleador o patrono (092)",49,36,9,4,
"Trabajador familiar no remunerado (093)",69,61,3,3,2
"Trabajador del hogar (094)",15,15,,,
,,,,,
"RURAL (096)",7450,4926,1212,514,798
"Empleado (097)",404,204,56,48,96
"Obrero (098)",4642,2580,923,440,699
"Trabajador independiente (099)",1716,1559,157,,
"Empleador o patrono (100)",172,132,29,9,2
"Trabajador familiar no remunerado (101)",423,358,47,17,1
"Trabajador del hogar (102)",93,93,,,
"De 06 a 14 años (104)",98,69,11,14,4
"Empleado (105)",2,2,,,
"Obrero (106)",39,22,9,4,4
"Trabajador independiente (107)",5,4,1,,
"Trabajador familiar no remunerado (109)",51,40,1,10,
"Trabajador del hogar (110)",1,1,,,
"De 15 a 29 años (112)",2676,1598,501,212,365
"Empleado (113)",150,78,25,13,34
"Obrero (114)",1900,990,391,189,330
"Trabajador independiente (115)",362,315,47,,
"Empleador o patrono (116)",25,16,5,4,
"Trabajador familiar no remunerado (117)",189,149,33,6,1
"Trabajador del hogar (118)",50,50,,,
"De 30 a 44 años (120)",2523,1634,399,184,306
"Empleado (121)",181,86,24,29,42
"Obrero (122)",1581,857,310,151,263
"Trabajador independiente (123)",590,545,45,,
"Empleador o patrono (124)",48,32,12,3,1
"Trabajador familiar no remunerado (125)",96,87,8,1,
"Trabajador del hogar (126)",27,27,,,
"De 45 a 64 años (128)",1769,1305,257,93,114
"Empleado (129)",66,36,5,6,19
"Obrero (130)",986,615,191,85,95
"Trabajador independiente (131)",573,525,48,,
"Empleador o patrono (132)",72,60,10,2,
"Trabajador familiar no remunerado (133)",59,56,3,,
"Trabajador del hogar (134)",13,13,,,
"De 65 y más años (136)",384,320,44,11,9
"Empleado (137)",5,2,2,,1
"Obrero (138)",136,96,22,11,7
"Trabajador independiente (139)",186,170,16,,
"Empleador o patrono (140)",27,24,2,,1
"Trabajador familiar no remunerado (141)",28,26,2,,
"Trabajador del hogar (142)",2,2,,,
