"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"De 06 a 14 años (056)",146,136,8,2,
"Empleado (057)",2,2,,,
"Obrero (058)",18,15,2,1,
"Trabajador independiente (059)",14,14,,,
"Empleador o patrono (060)",2,2,,,
"Trabajador familiar no remunerado (061)",99,92,6,1,
"Trabajador del hogar (062)",11,11,,,
"De 15 a 29 años (064)",1890,1617,113,19,141
"Empleado (065)",232,65,27,12,128
"Obrero (066)",363,302,46,6,9
"Trabajador independiente (067)",705,686,19,,
"Empleador o patrono (068)",61,55,5,,1
"Trabajador familiar no remunerado (069)",412,392,16,1,3
"Trabajador del hogar (070)",117,117,,,
"De 30 a 44 años (072)",2326,1740,146,76,364
"Empleado (073)",580,91,71,66,352
"Obrero (074)",280,236,25,9,10
"Trabajador independiente (075)",1148,1119,29,,
"Empleador o patrono (076)",91,76,13,1,1
"Trabajador familiar no remunerado (077)",174,165,8,,1
"Trabajador del hogar (078)",53,53,,,
"De 45 a 64 años (080)",1728,1469,79,38,142
"Empleado (081)",218,28,31,29,130
"Obrero (082)",187,157,14,7,9
"Trabajador independiente (083)",1064,1045,19,,
"Empleador o patrono (084)",96,86,9,,1
"Trabajador familiar no remunerado (085)",112,102,6,2,2
"Trabajador del hogar (086)",51,51,,,
"De 65 y más años (088)",695,675,9,3,8
"Empleado (089)",13,6,,,7
"Obrero (090)",48,44,1,3,
"Trabajador independiente (091)",507,502,5,,
"Empleador o patrono (092)",36,35,1,,
"Trabajador familiar no remunerado (093)",64,61,2,,1
"Trabajador del hogar (094)",27,27,,,
,,,,,
"RURAL (096)",8926,8366,309,37,214
"Empleado (097)",404,160,49,27,168
"Obrero (098)",1067,910,103,8,46
"Trabajador independiente (099)",4963,4873,90,,
"Empleador o patrono (100)",380,354,24,2,
"Trabajador familiar no remunerado (101)",1871,1828,43,,
"Trabajador del hogar (102)",241,241,,,
"De 06 a 14 años (104)",233,227,6,,
"Obrero (106)",20,17,3,,
"Trabajador independiente (107)",34,34,,,
"Trabajador familiar no remunerado (109)",165,162,3,,
"Trabajador del hogar (110)",14,14,,,
"De 15 a 29 años (112)",3092,2906,108,8,70
"Empleado (113)",137,67,12,5,53
"Obrero (114)",449,384,46,2,17
"Trabajador independiente (115)",1233,1205,28,,
"Empleador o patrono (116)",106,103,2,1,
"Trabajador familiar no remunerado (117)",1079,1059,20,,
"Trabajador del hogar (118)",88,88,,,
"De 30 a 44 años (120)",2708,2456,122,21,109
"Empleado (121)",214,71,31,18,94
"Obrero (122)",323,273,33,2,15
"Trabajador independiente (123)",1634,1601,33,,
"Empleador o patrono (124)",125,112,12,1,
"Trabajador familiar no remunerado (125)",349,336,13,,
"Trabajador del hogar (126)",63,63,,,
"De 45 a 64 años (128)",2031,1942,52,6,31
"Empleado (129)",49,20,6,4,19
"Obrero (130)",221,190,17,2,12
"Trabajador independiente (131)",1395,1375,20,,
"Empleador o patrono (132)",103,96,7,,
"Trabajador familiar no remunerado (133)",203,201,2,,
"Trabajador del hogar (134)",60,60,,,
"De 65 y más años (136)",862,835,21,2,4
"Empleado (137)",4,2,,,2
"Obrero (138)",54,46,4,2,2
"Trabajador independiente (139)",667,658,9,,
"Empleador o patrono (140)",46,43,3,,
"Trabajador familiar no remunerado (141)",75,70,5,,
"Trabajador del hogar (142)",16,16,,,
