"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Otro(a) pariente (043)",10076,719,202,3094,3988,628,506,526,413
"Trabajador(a) del hogar (044)",911,19,4,343,484,40,10,6,5
"Pensionista (045)",529,5,,45,217,62,54,94,52
"Otro(a) no pariente (046)",3834,123,22,910,1684,265,281,280,269
"Hombres (048)",67031,4089,1689,20828,25370,3284,4128,3509,4134
"Jefe o Jefa (049)",25478,291,12,7766,9864,1346,2509,1138,2552
"Esposa(o)/ compa¤era(o) (050)",1837,29,3,480,791,110,156,98,170
"Hijo(a)/ hijastro(a) (051)",26660,2620,1269,8595,9809,1180,854,1558,775
"Yerno/ nuera (052)",1124,5,2,165,525,85,150,69,123
"Nieto(a) (053)",3124,672,295,1127,782,81,37,111,19
"Padres/ suegros (054)",705,65,,478,108,12,18,3,21
"Otro(a) pariente (055)",5430,325,99,1636,2275,302,238,302,253
"Trabajador(a) del hogar (056)",57,1,,16,34,4,1,,1
"Pensionista (057)",340,5,,31,144,36,33,53,38
"Otro(a) no pariente (058)",2276,76,9,534,1038,128,132,177,182
"Mujeres (060)",67551,4934,1670,23671,23551,3389,4638,2681,3017
"Jefe o Jefa (061)",9338,372,8,3380,3127,505,973,345,628
"Esposa(o)/ compa¤era(o) (062)",21206,646,18,8053,7801,904,1974,513,1297
"Hijo(a)/ hijastro(a) (063)",23847,2396,1266,7724,8166,1246,1021,1308,720
"Yerno/ nuera (064)",1518,13,2,315,782,130,140,62,74
"Nieto(a) (065)",2706,634,256,985,620,72,47,74,18
"Padres/ suegros (066)",1689,414,,1039,173,7,36,5,15
"Otro(a) pariente (067)",4646,394,103,1458,1713,326,268,224,160
"Trabajador(a) del hogar (068)",854,18,4,327,450,36,9,6,4
"Pensionista (069)",189,,,14,73,26,21,41,14
"Otro(a) no pariente (070)",1558,47,13,376,646,137,149,103,87
,,,,,,,,,
"RURAL (072)",13429,1909,453,7997,2701,112,146,55,56
"Jefe o Jefa (073)",3506,268,2,2277,811,37,61,22,28
"Esposa(o)/ compa¤era(o) (074)",2576,308,9,1761,444,12,30,7,5
"Hijo(a)/ hijastro(a) (075)",5325,943,362,2906,1012,43,28,20,11
"Yerno/ nuera (076)",235,6,2,117,104,4,2,,
"Nieto(a) (077)",449,135,53,222,38,,1,,
"Padres/ suegros (078)",217,92,,112,13,,,,
"Otro(a) pariente (079)",837,139,21,471,183,13,4,2,4
"Trabajador(a) del hogar (080)",12,1,,5,5,,1,,
"Pensionista (081)",6,,,,1,,2,2,1
"Otro(a) no pariente (082)",266,17,4,126,90,3,17,2,7
"Hombres (084)",7466,846,230,4422,1723,78,86,42,39
"Jefe o Jefa (085)",3161,176,2,2095,760,35,47,22,24
"Esposa(o)/ compa¤era(o) (086)",71,6,,35,22,3,2,2,1
"Hijo(a)/ hijastro(a) (087)",3056,490,189,1660,653,26,18,13,7
"Yerno/ nuera (088)",90,4,1,39,42,3,1,,
"Nieto(a) (089)",253,68,25,135,24,,1,,
"Padres/ suegros (090)",85,18,,59,8,,,,
"Otro(a) pariente (091)",520,73,10,288,132,9,4,1,3
"Trabajador(a) del hogar (092)",4,,,3,1,,,,
"Pensionista (093)",4,,,,,,1,2,1
"Otro(a) no pariente (094)",222,11,3,108,81,2,12,2,3
"Mujeres (096)",5963,1063,223,3575,978,34,60,13,17
"Jefe o Jefa (097)",345,92,,182,51,2,14,,4
"Esposa(o)/ compa¤era(o) (098)",2505,302,9,1726,422,9,28,5,4
"Hijo(a)/ hijastro(a) (099)",2269,453,173,1246,359,17,10,7,4
"Yerno/ nuera (100)",145,2,1,78,62,1,1,,
"Nieto(a) (101)",196,67,28,87,14,,,,
"Padres/ suegros (102)",132,74,,53,5,,,,
"Otro(a) pariente (103)",317,66,11,183,51,4,,1,1
"Trabajador(a) del hogar (104)",8,1,,2,4,,1,,
"Pensionista (105)",2,,,,1,,1,,
"Otro(a) no pariente (106)",44,6,1,18,9,1,5,,4
