"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Obrero (058)",10,8,1,1,
"Trabajador independiente (059)",4,4,,,
"Trabajador familiar no remunerado (061)",14,14,,,
"Trabajador del hogar (062)",4,4,,,
"De 15 a 29 años (064)",849,694,60,29,66
"Empleado (065)",157,66,15,16,60
"Obrero (066)",187,144,26,12,5
"Trabajador independiente (067)",360,346,14,,
"Empleador o patrono (068)",3,3,,,
"Trabajador familiar no remunerado (069)",104,97,5,1,1
"Trabajador del hogar (070)",38,38,,,
"De 30 a 44 años (072)",975,777,69,50,79
"Empleado (073)",202,56,34,36,76
"Obrero (074)",116,85,15,13,3
"Trabajador independiente (075)",594,574,20,,
"Empleador o patrono (076)",12,11,,1,
"Trabajador familiar no remunerado (077)",47,47,,,
"Trabajador del hogar (078)",4,4,,,
"De 45 a 64 años (080)",595,519,27,22,27
"Empleado (081)",66,14,12,18,22
"Obrero (082)",74,58,7,4,5
"Trabajador independiente (083)",414,406,8,,
"Empleador o patrono (084)",8,8,,,
"Trabajador familiar no remunerado (085)",29,29,,,
"Trabajador del hogar (086)",4,4,,,
"De 65 y más años (088)",126,121,2,2,1
"Empleado (089)",1,,,1,
"Obrero (090)",21,17,2,1,1
"Trabajador independiente (091)",98,98,,,
"Empleador o patrono (092)",1,1,,,
"Trabajador familiar no remunerado (093)",5,5,,,
,,,,,
"RURAL (096)",14087,13263,678,83,63
"Empleado (097)",264,156,29,27,52
"Obrero (098)",2040,1737,252,41,10
"Trabajador independiente (099)",8516,8291,225,,
"Empleador o patrono (100)",374,331,38,5,
"Trabajador familiar no remunerado (101)",2787,2642,134,10,1
"Trabajador del hogar (102)",106,106,,,
"De 06 a 14 años (104)",391,360,27,4,
"Empleado (105)",2,2,,,
"Obrero (106)",74,60,13,1,
"Trabajador independiente (107)",3,3,,,
"Trabajador familiar no remunerado (109)",305,288,14,3,
"Trabajador del hogar (110)",7,7,,,
"De 15 a 29 años (112)",5758,5333,355,42,28
"Empleado (113)",143,91,19,11,22
"Obrero (114)",953,803,119,26,5
"Trabajador independiente (115)",2594,2489,105,,
"Empleador o patrono (116)",95,79,16,,
"Trabajador familiar no remunerado (117)",1896,1794,96,5,1
"Trabajador del hogar (118)",77,77,,,
"De 30 a 44 años (120)",4173,3948,180,21,24
"Empleado (121)",83,46,7,10,20
"Obrero (122)",637,548,77,8,4
"Trabajador independiente (123)",2975,2904,71,,
"Empleador o patrono (124)",131,114,14,3,
"Trabajador familiar no remunerado (125)",334,323,11,,
"Trabajador del hogar (126)",13,13,,,
"De 45 a 64 años (128)",2794,2671,97,15,11
"Empleado (129)",34,16,3,5,10
"Obrero (130)",303,258,38,6,1
"Trabajador independiente (131)",2160,2120,40,,
"Empleador o patrono (132)",105,97,6,2,
"Trabajador familiar no remunerado (133)",184,172,10,2,
"Trabajador del hogar (134)",8,8,,,
"De 65 y más años (136)",971,951,19,1,
"Empleado (137)",2,1,,1,
"Obrero (138)",73,68,5,,
"Trabajador independiente (139)",784,775,9,,
"Empleador o patrono (140)",43,41,2,,
"Trabajador familiar no remunerado (141)",68,65,3,,
"Trabajador del hogar (142)",1,1,,,
