"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefe o Jefa (049)",2638,168,1,978,938,83,172,89,209
"Esposa(o)/ compa¤era(o) (050)",130,18,1,45,35,4,15,6,6
"Hijo(a)/ hijastro(a) (051)",2448,320,152,978,846,49,36,34,33
"Yerno/ nuera (052)",36,,,4,18,4,2,3,5
"Nieto(a) (053)",158,40,14,71,27,1,2,2,1
"Padres/ suegros (054)",37,14,,22,,,,1,
"Otro(a) pariente (055)",252,21,9,90,94,10,7,11,10
"Trabajador(a) del hogar (056)",5,,,2,3,,,,
"Pensionista (057)",2,,,,2,,,,
"Otro(a) no pariente (058)",83,2,,25,36,4,3,3,10
"Mujeres (060)",6014,1423,152,2238,1566,171,209,82,173
"Jefe o Jefa (061)",1238,459,,353,255,34,56,19,62
"Esposa(o)/ compa¤era(o) (062)",1984,448,1,740,544,68,95,24,64
"Hijo(a)/ hijastro(a) (063)",2215,349,133,959,634,46,37,31,26
"Yerno/ nuera (064)",48,2,,10,19,9,2,2,4
"Nieto(a) (065)",131,30,12,53,29,2,1,2,2
"Padres/ suegros (066)",103,81,,20,1,,,,1
"Otro(a) pariente (067)",236,43,6,93,69,8,10,3,4
"Trabajador(a) del hogar (068)",9,,,3,5,1,,,
"Pensionista (069)",1,,,,1,,,,
"Otro(a) no pariente (070)",49,11,,7,9,3,8,1,10
,,,,,,,,,
"RURAL (072)",14874,4019,347,6341,3623,150,139,112,143
"Jefe o Jefa (073)",4978,1487,2,2118,1105,58,79,36,93
"Esposa(o)/ compa¤era(o) (074)",2811,1159,6,1100,473,25,20,14,14
"Hijo(a)/ hijastro(a) (075)",5907,997,302,2695,1772,53,22,52,14
"Yerno/ nuera (076)",85,4,,16,59,3,2,,1
"Nieto(a) (077)",371,103,23,171,70,2,,2,
"Padres/ suegros (078)",171,139,,30,,,1,,1
"Otro(a) pariente (079)",423,102,12,174,106,7,6,6,10
"Trabajador(a) del hogar (080)",9,1,,5,3,,,,
"Pensionista (081)",2,1,,1,,,,,
"Otro(a) no pariente (082)",117,26,2,31,35,2,9,2,10
"Hombres (084)",7364,1242,160,3424,2177,95,92,71,103
"Jefe o Jefa (085)",3423,579,,1696,934,48,58,28,80
"Esposa(o)/ compa¤era(o) (086)",211,43,1,95,61,5,6,,
"Hijo(a)/ hijastro(a) (087)",3157,506,143,1395,1027,32,13,34,7
"Yerno/ nuera (088)",38,1,,9,24,1,2,,1
"Nieto(a) (089)",192,43,11,95,40,1,,2,
"Padres/ suegros (090)",51,28,,21,,,1,,1
"Otro(a) pariente (091)",226,35,5,96,68,6,4,5,7
"Trabajador(a) del hogar (092)",2,,,1,1,,,,
"Pensionista (093)",1,,,1,,,,,
"Otro(a) no pariente (094)",63,7,,15,22,2,8,2,7
"Mujeres (096)",7510,2777,187,2917,1446,55,47,41,40
"Jefe o Jefa (097)",1555,908,2,422,171,10,21,8,13
"Esposa(o)/ compa¤era(o) (098)",2600,1116,5,1005,412,20,14,14,14
"Hijo(a)/ hijastro(a) (099)",2750,491,159,1300,745,21,9,18,7
"Yerno/ nuera (100)",47,3,,7,35,2,,,
"Nieto(a) (101)",179,60,12,76,30,1,,,
"Padres/ suegros (102)",120,111,,9,,,,,
"Otro(a) pariente (103)",197,67,7,78,38,1,2,1,3
"Trabajador(a) del hogar (104)",7,1,,4,2,,,,
"Pensionista (105)",1,1,,,,,,,
"Otro(a) no pariente (106)",54,19,2,16,13,,1,,3
