"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Servicios sociales y de salud (040)",219,1,55,94,60,9
"Otras activ. serv.comun.soc y personales (041)",294,21,127,86,54,6
"Hogares privados con servicio doméstico (042)",66,11,34,14,6,1
"Actividad economica no especificada (044)",681,18,251,218,173,21
"Desocupado (045)",951,55,420,274,165,37
"Mujeres (046)",9966,376,3459,3474,2277,380
"Agric., ganadería, caza y silvicultura (047)",3251,170,1011,1005,869,196
"Pesca (048)",14,,6,6,1,1
"Explotación de minas y canteras (049)",2,,1,,,1
"Industrias manufactureras (050)",265,2,62,107,85,9
"Suministro de electricidad, gas y agua (051)",7,,,5,2,
"Construcción (052)",30,,13,14,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",1941,48,597,761,462,73
"Venta, mant.y rep. veh.autom.y motoc. (054)",23,1,10,10,2,
"Comercio al por mayor (055)",88,2,36,33,13,4
"Comercio al por menor (056)",1830,45,551,718,447,69
"Hoteles y restaurantes (057)",836,30,267,298,217,24
"Trans., almac. y comunicaciones (058)",105,2,60,33,10,
"Intermediación financiera (059)",16,,9,6,1,
"Activid.inmobil., empres. y alquileres (060)",190,,94,62,32,2
"Admin.pub. y defensa; p. segur.soc afil (061)",173,,57,69,46,1
"Enseñanza (062)",841,,136,479,224,2
"Servicios sociales y de salud (063)",235,1,59,128,46,1
"Otras activ. serv.comun.soc y personales (064)",212,6,82,67,50,7
"Hogares privados con servicio doméstico (065)",994,76,602,186,101,29
"Actividad economica no especificada (067)",533,6,231,167,106,23
"Desocupado (068)",321,35,172,81,22,11
,,,,,,
"URBANA (069)",22764,727,7636,7887,5502,1012
"Agric., ganadería, caza y silvicultura (070)",6698,288,1782,2068,1984,576
"Pesca (071)",264,4,70,98,73,19
"Explotación de minas y canteras (072)",20,,5,9,5,1
"Industrias manufactureras (073)",1047,33,355,360,256,43
"Suministro de electricidad, gas y agua (074)",51,,14,21,16,
"Construcción (075)",1123,11,374,458,266,14
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",3804,151,1241,1347,898,167
"Venta, mant.y rep. veh.autom.y motoc. (077)",375,21,158,104,82,10
"Comercio al por mayor (078)",188,6,69,70,34,9
"Comercio al por menor (079)",3241,124,1014,1173,782,148
"Hoteles y restaurantes (080)",1061,51,368,358,254,30
"Trans., almac. y comunicaciones (081)",1903,17,966,615,292,13
"Intermediación financiera (082)",44,,23,17,4,
"Activid.inmobil., empres. y alquileres (083)",674,2,278,231,150,13
"Admin.pub. y defensa; p. segur.soc afil (084)",584,,161,244,172,7
"Enseñanza (085)",1644,,237,927,472,8
"Servicios sociales y de salud (086)",416,2,102,202,101,9
"Otras activ. serv.comun.soc y personales (087)",479,26,192,149,99,13
"Hogares privados con servicio doméstico (088)",977,73,599,184,95,26
"Actividad economica no especificada (090)",1051,23,419,330,242,37
"Desocupado (091)",924,46,450,269,123,36
"Hombres (092)",14710,469,4918,4988,3622,713
"Agric., ganadería, caza y silvicultura (093)",4973,208,1363,1503,1452,447
"Pesca (094)",251,4,65,92,72,18
"Explotación de minas y canteras (095)",18,,4,9,5,
"Industrias manufactureras (096)",788,31,295,257,171,34
"Suministro de electricidad, gas y agua (097)",44,,14,16,14,
"Construcción (098)",1095,11,362,445,263,14
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",1903,103,658,602,444,96
"Venta, mant.y rep. veh.autom.y motoc. (100)",353,20,149,94,80,10
"Comercio al por mayor (101)",102,4,33,38,22,5
"Comercio al por menor (102)",1448,79,476,470,342,81
"Hoteles y restaurantes (103)",244,23,108,63,44,6
"Trans., almac. y comunicaciones (104)",1800,15,907,582,283,13
"Intermediación financiera (105)",28,,14,11,3,
"Activid.inmobil., empres. y alquileres (106)",485,2,184,169,119,11
"Admin.pub. y defensa; p. segur.soc afil (107)",414,,105,177,126,6
"Enseñanza (108)",876,,121,489,260,6
"Servicios sociales y de salud (109)",198,1,49,85,55,8
"Otras activ. serv.comun.soc y personales (110)",280,21,117,86,50,6
"Hogares privados con servicio doméstico (111)",52,4,31,10,6,1
"Actividad economica no especificada (113)",610,17,226,197,152,18
"Desocupado (114)",651,29,295,195,103,29
"Mujeres (115)",8054,258,2718,2899,1880,299
"Agric., ganadería, caza y silvicultura (116)",1725,80,419,565,532,129
"Pesca (117)",13,,5,6,1,1
"Explotación de minas y canteras (118)",2,,1,,,1
"Industrias manufactureras (119)",259,2,60,103,85,9
"Suministro de electricidad, gas y agua (120)",7,,,5,2,
"Construcción (121)",28,,12,13,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",1901,48,583,745,454,71
"Venta, mant.y rep. veh.autom.y motoc. (123)",22,1,9,10,2,
"Comercio al por mayor (124)",86,2,36,32,12,4
"Comercio al por menor (125)",1793,45,538,703,440,67
"Hoteles y restaurantes (126)",817,28,260,295,210,24
"Trans., almac. y comunicaciones (127)",103,2,59,33,9,
"Intermediación financiera (128)",16,,9,6,1,
"Activid.inmobil., empres. y alquileres (129)",189,,94,62,31,2
"Admin.pub. y defensa; p. segur.soc afil (130)",170,,56,67,46,1
"Enseñanza (131)",768,,116,438,212,2
"Servicios sociales y de salud (132)",218,1,53,117,46,1
"Otras activ. serv.comun.soc y personales (133)",199,5,75,63,49,7
"Hogares privados con servicio doméstico (134)",925,69,568,174,89,25
"Actividad economica no especificada (136)",441,6,193,133,90,19
"Desocupado (137)",273,17,155,74,20,7
,,,,,,
"RURAL (138)",11880,463,4501,3888,2540,488
"Agric., ganadería, caza y silvicultura (139)",10583,394,4015,3411,2306,457
"Pesca (140)",40,2,14,14,9,1
"Explotación de minas y canteras (141)",1,,,,1,
"Industrias manufactureras (142)",75,,39,26,9,1
"Construcción (144)",41,,17,18,5,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",110,3,32,53,19,3
"Venta, mant.y rep. veh.autom.y motoc. (146)",8,,5,3,,
"Comercio al por mayor (147)",4,,,3,1,
"Comercio al por menor (148)",98,3,27,47,18,3
"Hoteles y restaurantes (149)",19,2,7,3,7,
"Trans., almac. y comunicaciones (150)",40,1,24,12,3,
"Activid.inmobil., empres. y alquileres (152)",9,,4,2,2,1
"Admin.pub. y defensa; p. segur.soc afil (153)",19,,7,11,1,
"Enseñanza (154)",284,1,71,157,55,
"Servicios sociales y de salud (155)",38,,12,20,5,1
"Otras activ. serv.comun.soc y personales (156)",27,1,17,4,5,
"Hogares privados con servicio doméstico (157)",83,14,37,16,12,4
"Actividad economica no especificada (159)",163,1,63,55,37,7
"Desocupado (160)",348,44,142,86,64,12
"Hombres (161)",9968,345,3760,3313,2143,407
"Agric., ganadería, caza y silvicultura (162)",9057,304,3423,2971,1969,390
"Pesca (163)",39,2,13,14,9,1
"Explotación de minas y canteras (164)",1,,,,1,
"Industrias manufactureras (165)",69,,37,22,9,1
"Construcción (167)",39,,16,17,5,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",70,3,18,37,11,1
"Venta, mant.y rep. veh.autom.y motoc. (169)",7,,4,3,,
"Comercio al por mayor (170)",2,,,2,,
"Comercio al por menor (171)",61,3,14,32,11,1
"Trans., almac. y comunicaciones (173)",38,1,23,12,2,
"Activid.inmobil., empres. y alquileres (175)",8,,4,2,1,1
"Admin.pub. y defensa; p. segur.soc afil (176)",16,,6,9,1,
"Enseñanza (177)",211,1,51,116,43,
"Servicios sociales y de salud (178)",21,,6,9,5,1
"Otras activ. serv.comun.soc y personales (179)",14,,10,,4,
"Hogares privados con servicio doméstico (180)",14,7,3,4,,
"Actividad economica no especificada (182)",71,1,25,21,21,3
"Desocupado (183)",300,26,125,79,62,8
"Mujeres (184)",1912,118,741,575,397,81
"Agric., ganadería, caza y silvicultura (185)",1526,90,592,440,337,67
"Pesca (186)",1,,1,,,
"Industrias manufactureras (188)",6,,2,4,,
"Construcción (190)",2,,1,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",40,,14,16,8,2
"Venta, mant.y rep. veh.autom.y motoc. (192)",1,,1,,,
"Comercio al por mayor (193)",2,,,1,1,
"Comercio al por menor (194)",37,,13,15,7,2
"Hoteles y restaurantes (195)",19,2,7,3,7,
"Trans., almac. y comunicaciones (196)",2,,1,,1,
"Activid.inmobil., empres. y alquileres (198)",1,,,,1,
"Admin.pub. y defensa; p. segur.soc afil (199)",3,,1,2,,
"Enseñanza (200)",73,,20,41,12,
"Servicios sociales y de salud (201)",17,,6,11,,
"Otras activ. serv.comun.soc y personales (202)",13,1,7,4,1,
"Hogares privados con servicio doméstico (203)",69,7,34,12,12,4
"Actividad economica no especificada (205)",92,,38,34,16,4
"Desocupado (206)",48,18,17,7,2,4
