"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Trabajador(a) del hogar (044)",74,,,18,43,5,2,4,2
"Pensionista (045)",143,5,,23,62,12,26,4,11
"Otro(a) no pariente (046)",1144,42,10,212,479,79,161,61,100
"Hombres (048)",49325,3015,1310,12873,20554,2896,4243,1871,2563
"Jefe o Jefa (049)",19684,269,6,4201,9395,1195,2373,704,1541
"Esposa(o)/ compa¤era(o) (050)",1426,28,1,286,759,97,124,36,95
"Hijo(a)/ hijastro(a) (051)",20573,1961,1004,6297,7504,1190,1162,864,591
"Yerno/ nuera (052)",991,7,,49,503,100,193,44,95
"Nieto(a) (053)",2502,504,215,948,614,81,53,59,28
"Padres/ suegros (054)",413,55,,228,96,8,9,6,11
"Otro(a) pariente (055)",3024,171,79,735,1366,179,235,113,146
"Trabajador(a) del hogar (056)",30,,,4,18,3,1,3,1
"Pensionista (057)",98,3,,13,44,6,20,4,8
"Otro(a) no pariente (058)",584,17,5,112,255,37,73,38,47
"Mujeres (060)",49026,3789,1269,13835,18564,3005,4755,1535,2274
"Jefe o Jefa (061)",7927,493,10,2443,3070,448,875,180,408
"Esposa(o)/ compa¤era(o) (062)",15434,529,10,3728,6940,1014,1969,370,874
"Hijo(a)/ hijastro(a) (063)",18857,1937,948,5688,6257,1137,1385,799,706
"Yerno/ nuera (064)",861,9,1,59,464,92,151,35,50
"Nieto(a) (065)",2109,407,228,792,530,65,29,46,12
"Padres/ suegros (066)",736,190,,378,130,4,23,3,8
"Otro(a) pariente (067)",2453,197,67,623,906,195,228,78,159
"Trabajador(a) del hogar (068)",44,,,14,25,2,1,1,1
"Pensionista (069)",45,2,,10,18,6,6,,3
"Otro(a) no pariente (070)",560,25,5,100,224,42,88,23,53
,,,,,,,,,
"RURAL (072)",14199,1455,347,5060,5600,557,703,210,267
"Jefe o Jefa (073)",4083,271,1,1534,1739,126,243,56,113
"Esposa(o)/ compa¤era(o) (074)",2671,261,1,968,1129,102,143,19,48
"Hijo(a)/ hijastro(a) (075)",5852,649,290,2039,2167,269,241,113,84
"Yerno/ nuera (076)",168,2,,21,104,6,29,1,5
"Nieto(a) (077)",521,108,36,209,135,16,9,5,3
"Padres/ suegros (078)",149,76,,50,19,2,2,,
"Otro(a) pariente (079)",605,75,18,192,243,25,28,14,10
"Trabajador(a) del hogar (080)",23,1,,6,15,,,1,
"Pensionista (081)",9,,,4,2,1,1,,1
"Otro(a) no pariente (082)",118,12,1,37,47,10,7,1,3
"Hombres (084)",7448,557,198,2616,3133,293,358,122,171
"Jefe o Jefa (085)",3189,101,,1182,1466,102,190,52,96
"Esposa(o)/ compa¤era(o) (086)",212,8,,75,96,8,14,5,6
"Hijo(a)/ hijastro(a) (087)",3181,329,168,1081,1231,148,116,56,52
"Yerno/ nuera (088)",81,,,7,54,3,12,1,4
"Nieto(a) (089)",281,54,21,96,91,11,5,3,
"Padres/ suegros (090)",57,18,,28,8,2,1,,
"Otro(a) pariente (091)",355,38,9,113,152,13,16,5,9
"Trabajador(a) del hogar (092)",12,,,5,7,,,,
"Pensionista (093)",9,,,4,2,1,1,,1
"Otro(a) no pariente (094)",71,9,,25,26,5,3,,3
"Mujeres (096)",6751,898,149,2444,2467,264,345,88,96
"Jefe o Jefa (097)",894,170,1,352,273,24,53,4,17
"Esposa(o)/ compa¤era(o) (098)",2459,253,1,893,1033,94,129,14,42
"Hijo(a)/ hijastro(a) (099)",2671,320,122,958,936,121,125,57,32
"Yerno/ nuera (100)",87,2,,14,50,3,17,,1
"Nieto(a) (101)",240,54,15,113,44,5,4,2,3
"Padres/ suegros (102)",92,58,,22,11,,1,,
"Otro(a) pariente (103)",250,37,9,79,91,12,12,9,1
"Trabajador(a) del hogar (104)",11,1,,1,8,,,1,
"Otro(a) no pariente (106)",47,3,1,12,21,5,4,1,
