"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Educación inicial (062)",4,3,,,1
"Primaria (063)",1329,1209,62,18,40
"Secundaria (064)",1957,1641,111,57,148
"Superior no univ. incompleta (065)",356,239,27,13,77
"Superior no univ. completa (066)",696,388,55,23,230
"Superior univ. incompleta (067)",258,178,19,12,49
"Superior univ. completa (068)",930,324,67,88,451
"De 06 a 14 años (070)",51,46,5,,
"Educación inicial (072)",1,1,,,
"Primaria (073)",29,25,4,,
"Secundaria (074)",21,20,1,,
"De 15 a 29 años (080)",1627,1144,124,68,291
"Sin nivel (081)",17,16,1,,
"Educación inicial (082)",2,1,,,1
"Primaria (083)",148,123,15,4,6
"Secundaria (084)",695,573,49,24,49
"Superior no univ. incompleta (085)",163,110,12,9,32
"Superior no univ. completa (086)",278,154,28,8,88
"Superior univ. incompleta (087)",97,71,5,5,16
"Superior univ. completa (088)",227,96,14,18,99
"De 30 a 44 años (090)",2173,1493,147,99,434
"Sin nivel (091)",104,91,8,2,3
"Educación inicial (092)",1,1,,,
"Primaria (093)",395,358,20,7,10
"Secundaria (094)",739,615,42,27,55
"Superior no univ. incompleta (095)",123,82,13,3,25
"Superior no univ. completa (096)",280,151,19,12,98
"Superior univ. incompleta (097)",89,58,9,7,15
"Superior univ. completa (098)",442,137,36,41,228
"De 45 a 64 años (100)",1690,1298,74,47,271
"Sin nivel (101)",172,161,5,3,3
"Primaria (103)",549,501,20,6,22
"Secundaria (104)",464,396,18,6,44
"Superior no univ. incompleta (105)",63,40,2,1,20
"Superior no univ. completa (106)",128,73,8,3,44
"Superior univ. incompleta (107)",66,43,5,,18
"Superior univ. completa (108)",248,84,16,28,120
"De 65 y más años (110)",401,387,5,3,6
"Sin nivel (111)",119,118,,1,
"Primaria (113)",208,202,3,1,2
"Secundaria (114)",38,37,1,,
"Superior no univ. incompleta (115)",7,7,,,
"Superior no univ. completa (116)",10,10,,,
"Superior univ. incompleta (117)",6,6,,,
"Superior univ. completa (118)",13,7,1,1,4
,,,,,
"RURAL (120)",3302,3089,93,71,49
"Sin nivel (121)",545,537,7,1,
"Primaria (123)",1478,1442,25,9,2
"Secundaria (124)",908,832,23,41,12
"Superior no univ. incompleta (125)",75,64,5,2,4
"Superior no univ. completa (126)",94,70,10,7,7
"Superior univ. incompleta (127)",36,31,3,1,1
"Superior univ. completa (128)",166,113,20,10,23
"De 06 a 14 años (130)",30,25,5,,
"Sin nivel (131)",4,3,1,,
"Primaria (133)",17,13,4,,
"Secundaria (134)",9,9,,,
"De 15 a 29 años (140)",828,768,26,15,19
"Sin nivel (141)",23,21,2,,
"Primaria (143)",301,298,3,,
"Secundaria (144)",399,374,9,12,4
"Superior no univ. incompleta (145)",31,25,3,,3
"Superior no univ. completa (146)",28,20,3,3,2
"Superior univ. incompleta (147)",14,12,2,,
"Superior univ. completa (148)",32,18,4,,10
"De 30 a 44 años (150)",891,817,32,19,23
"Sin nivel (151)",92,91,,1,
"Primaria (153)",379,363,9,5,2
"Secundaria (154)",275,258,6,4,7
"Superior no univ. incompleta (155)",28,23,2,2,1
"Superior no univ. completa (156)",40,31,5,,4
"Superior univ. incompleta (157)",12,11,1,,
"Superior univ. completa (158)",65,40,9,7,9
"De 45 a 64 años (160)",990,923,23,37,7
"Sin nivel (161)",183,181,2,,
"Primaria (163)",506,495,7,4,
"Secundaria (164)",206,172,8,25,1
"Superior no univ. incompleta (165)",12,12,,,
"Superior no univ. completa (166)",22,16,1,4,1
"Superior univ. incompleta (167)",10,8,,1,1
"Superior univ. completa (168)",51,39,5,3,4
"De 65 y más años (170)",563,556,7,,
"Sin nivel (171)",243,241,2,,
"Primaria (173)",275,273,2,,
"Secundaria (174)",19,19,,,
"Superior no univ. incompleta (175)",4,4,,,
"Superior no univ. completa (176)",4,3,1,,
"Superior univ. completa (178)",18,16,2,,
