"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Superior univ. completa (058)",102,90,6,4,2
,,,,,
"URBANA (060)",21243,14404,3448,1768,1623
"Sin nivel (061)",1619,1230,249,86,54
"Educación inicial (062)",18,8,4,4,2
"Primaria (063)",5357,3887,940,355,175
"Secundaria (064)",7864,5374,1321,642,527
"Superior no univ. incompleta (065)",1798,1246,256,127,169
"Superior no univ. completa (066)",2094,1247,279,229,339
"Superior univ. incompleta (067)",815,536,128,72,79
"Superior univ. completa (068)",1678,876,271,253,278
"De 06 a 14 años (070)",421,339,64,18,
"Sin nivel (071)",9,9,,,
"Educación inicial (072)",7,4,2,1,
"Primaria (073)",220,177,34,9,
"Secundaria (074)",185,149,28,8,
"De 15 a 29 años (080)",7383,4498,1364,745,776
"Sin nivel (081)",85,48,17,13,7
"Educación inicial (082)",7,3,2,,2
"Primaria (083)",930,560,216,89,65
"Secundaria (084)",3804,2389,721,390,304
"Superior no univ. incompleta (085)",866,566,122,70,108
"Superior no univ. completa (086)",889,486,151,98,154
"Superior univ. incompleta (087)",399,259,67,31,42
"Superior univ. completa (088)",403,187,68,54,94
"De 30 a 44 años (090)",7741,5100,1293,699,649
"Sin nivel (091)",594,413,111,37,33
"Educación inicial (092)",4,1,,3,
"Primaria (093)",2002,1363,403,158,78
"Secundaria (094)",2552,1786,411,176,179
"Superior no univ. incompleta (095)",637,450,93,49,45
"Superior no univ. completa (096)",878,515,99,110,154
"Superior univ. incompleta (097)",260,163,39,28,30
"Superior univ. completa (098)",814,409,137,138,130
"De 45 a 64 años (100)",4566,3479,625,278,184
"Sin nivel (101)",618,484,94,29,11
"Primaria (103)",1678,1326,236,87,29
"Secundaria (104)",1177,927,145,65,40
"Superior no univ. incompleta (105)",250,188,38,8,16
"Superior no univ. completa (106)",292,215,28,20,29
"Superior univ. incompleta (107)",145,104,22,12,7
"Superior univ. completa (108)",406,235,62,57,52
"De 65 y más años (110)",1132,988,102,28,14
"Sin nivel (111)",313,276,27,7,3
"Primaria (113)",527,461,51,12,3
"Secundaria (114)",146,123,16,3,4
"Superior no univ. incompleta (115)",45,42,3,,
"Superior no univ. completa (116)",35,31,1,1,2
"Superior univ. incompleta (117)",11,10,,1,
"Superior univ. completa (118)",55,45,4,4,2
,,,,,
"RURAL (120)",11668,9922,804,353,589
"Sin nivel (121)",1436,1358,61,14,3
"Educación inicial (122)",17,16,1,,
"Primaria (123)",3729,3409,233,73,14
"Secundaria (124)",3646,3087,265,130,164
"Superior no univ. incompleta (125)",648,486,48,34,80
"Superior no univ. completa (126)",881,588,72,40,181
"Superior univ. incompleta (127)",472,391,31,15,35
"Superior univ. completa (128)",839,587,93,47,112
"De 06 a 14 años (130)",211,192,15,4,
"Sin nivel (131)",13,13,,,
"Educación inicial (132)",1,1,,,
"Primaria (133)",127,113,11,3,
"Secundaria (134)",70,65,4,1,
"De 15 a 29 años (140)",3571,2855,307,154,255
"Sin nivel (141)",81,73,7,1,
"Educación inicial (142)",8,7,1,,
"Primaria (143)",820,750,49,19,2
"Secundaria (144)",1722,1427,141,71,83
"Superior no univ. incompleta (145)",297,213,24,19,41
"Superior no univ. completa (146)",317,181,36,18,82
"Superior univ. incompleta (147)",135,103,16,6,10
"Superior univ. completa (148)",191,101,33,20,37
"De 30 a 44 años (150)",3677,3015,272,133,257
"Sin nivel (151)",374,341,24,8,1
"Educación inicial (152)",8,8,,,
"Primaria (153)",1073,953,81,34,5
"Secundaria (154)",1128,941,74,39,74
"Superior no univ. incompleta (155)",215,156,18,10,31
"Superior no univ. completa (156)",373,245,28,20,80
"Superior univ. incompleta (157)",158,130,7,4,17
"Superior univ. completa (158)",348,241,40,18,49
"De 45 a 64 años (160)",3043,2736,175,56,76
"Sin nivel (161)",594,566,21,5,2
"Primaria (163)",1155,1061,74,14,6
"Secundaria (164)",610,542,44,17,7
"Superior no univ. incompleta (165)",120,101,6,5,8
"Superior no univ. completa (166)",165,138,6,2,19
"Superior univ. incompleta (167)",146,128,6,4,8
"Superior univ. completa (168)",253,200,18,9,26
"De 65 y más años (170)",1166,1124,35,6,1
"Sin nivel (171)",374,365,9,,
"Primaria (173)",554,532,18,3,1
"Secundaria (174)",116,112,2,2,
"Superior no univ. incompleta (175)",16,16,,,
"Superior no univ. completa (176)",26,24,2,,
"Superior univ. incompleta (177)",33,30,2,1,
"Superior univ. completa (178)",47,45,2,,
