"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 35 a 39 años (036)",43,114,103,1,90.4,0.9,
"De 40 a 44 años (037)",41,150,146,2,97.3,1.3,
"De 45 a 49 años (038)",23,121,108,,89.3,,
"De 50 y más años (039)",34,218,167,,76.6,,
"No PEA (040)",33370,91646,76252,1767,83.2,1.9,
"De 12 a 14 años (041)",5482,16,15,3,93.8,18.8,
"De 15 a 19 años (042)",6196,640,625,233,97.7,36.4,
"De 20 a 24 años (043)",4224,3316,3195,534,96.4,16.1,
"De 25 a 29 años (044)",2757,5106,4877,365,95.5,7.1,
"De 30 a 34 años (045)",2216,6817,6382,283,93.6,4.2,
"De 35 a 39 años (046)",1990,8670,7890,218,91,2.5,
"De 40 a 44 años (047)",1727,9371,8250,109,88,1.2,
"De 45 a 49 años (048)",1525,9691,8228,22,84.9,0.2,
"De 50 y más años (049)",7253,48019,36790,,76.6,,
,,,,,,,
"URBANA (060)",23193,56326,49645,979,88.1,1.7,
"De 12 a 14 años (061)",2263,11,11,1,100,9.1,
"De 15 a 19 años (062)",3409,302,299,95,99,31.5,
"De 20 a 24 años (063)",3197,1778,1742,238,98,13.4,
"De 25 a 29 años (064)",2681,3395,3299,259,97.2,7.6,
"De 30 a 34 años (065)",2286,4829,4671,180,96.7,3.7,
"De 35 a 39 años (066)",1949,6091,5767,139,94.7,2.3,
"De 40 a 44 años (067)",1631,6542,6054,55,92.5,0.8,
"De 45 a 49 años (068)",1349,6635,5934,12,89.4,0.2,
"De 50 y más años (069)",4428,26743,21868,,81.8,,
"PEA (070)",7967,20600,18744,302,91,1.5,
"De 12 a 14 años (071)",53,3,3,,100,,
"De 15 a 19 años (072)",405,53,53,11,100,20.8,
"De 20 a 24 años (073)",941,503,496,47,98.6,9.3,
"De 25 a 29 años (074)",1293,1344,1307,95,97.2,7.1,
"De 30 a 34 años (075)",1281,2267,2208,79,97.4,3.5,
"De 35 a 39 años (076)",1077,2846,2710,54,95.2,1.9,
"De 40 a 44 años (077)",865,2921,2752,14,94.2,0.5,
"De 45 a 49 años (078)",723,3109,2815,2,90.5,0.1,
"De 50 y más años (079)",1329,7554,6400,,84.7,,
"Ocupada (080)",7389,19924,18104,276,90.9,1.4,
"De 12 a 14 años (081)",51,3,3,,100,,
"De 15 a 19 años (082)",321,39,39,7,100,17.9,
"De 20 a 24 años (083)",773,435,429,38,98.6,8.7,
"De 25 a 29 años (084)",1136,1242,1205,86,97,6.9,
"De 30 a 34 años (085)",1206,2136,2081,76,97.4,3.6,
"De 35 a 39 años (086)",1052,2782,2648,53,95.2,1.9,
"De 40 a 44 años (087)",836,2829,2662,14,94.1,0.5,
"De 45 a 49 años (088)",707,3038,2751,2,90.6,0.1,
"De 50 y más años (089)",1307,7420,6286,,84.7,,
"Desocupada (090)",578,676,640,26,94.7,3.8,
"De 12 a 14 años (091)",2,,,,,,
"De 15 a 19 años (092)",84,14,14,4,100,28.6,
"De 20 a 24 años (093)",168,68,67,9,98.5,13.2,
"De 25 a 29 años (094)",157,102,102,9,100,8.8,
"De 30 a 34 años (095)",75,131,127,3,96.9,2.3,
"De 35 a 39 años (096)",25,64,62,1,96.9,1.6,
"De 40 a 44 años (097)",29,92,90,,97.8,,
"De 45 a 49 años (098)",16,71,64,,90.1,,
"De 50 y más años (099)",22,134,114,,85.1,,
"No PEA (100)",15226,35726,30901,677,86.5,1.9,
"De 12 a 14 años (101)",2210,8,8,1,100,12.5,
"De 15 a 19 años (102)",3004,249,246,84,98.8,33.7,
"De 20 a 24 años (103)",2256,1275,1246,191,97.7,15,
"De 25 a 29 años (104)",1388,2051,1992,164,97.1,8,
"De 30 a 34 años (105)",1005,2562,2463,101,96.1,3.9,
"De 35 a 39 años (106)",872,3245,3057,85,94.2,2.6,
"De 40 a 44 años (107)",766,3621,3302,41,91.2,1.1,
"De 45 a 49 años (108)",626,3526,3119,10,88.5,0.3,
"De 50 y más años (109)",3099,19189,15468,,80.6,,
,,,,,,,
"RURAL (120)",28433,95633,78227,1937,81.8,2,
"De 12 a 14 años (121)",3504,10,9,3,90,30,
"De 15 a 19 años (122)",4462,704,674,249,95.7,35.4,
"De 20 a 24 años (123)",3615,3760,3563,563,94.8,15,
"De 25 a 29 años (124)",2616,5818,5472,386,94.1,6.6,
"De 30 a 34 años (125)",2295,8200,7498,331,91.4,4,
"De 35 a 39 años (126)",2133,10349,9193,254,88.8,2.5,
"De 40 a 44 años (127)",1782,10714,9240,123,86.2,1.1,
"De 45 a 49 años (128)",1640,11137,9248,27,83,0.2,
"De 50 y más años (129)",6386,44941,33330,1,74.2,,
"PEA (130)",10289,39713,32876,847,82.8,2.1,
"De 12 a 14 años (131)",232,2,2,1,100,50,
"De 15 a 19 años (132)",1270,313,295,100,94.2,31.9,
"De 20 a 24 años (133)",1647,1719,1614,220,93.9,12.8,
"De 25 a 29 años (134)",1247,2763,2587,185,93.6,6.7,
"De 30 a 34 años (135)",1084,3945,3579,149,90.7,3.8,
"De 35 a 39 años (136)",1015,4924,4360,121,88.5,2.5,
"De 40 a 44 años (137)",821,4964,4292,55,86.5,1.1,
"De 45 a 49 años (138)",741,4972,4139,15,83.2,0.3,
"De 50 y más años (139)",2232,16111,12008,1,74.5,,
"Ocupada (140)",9910,39293,32512,832,82.7,2.1,
"De 12 a 14 años (141)",222,2,2,1,100,50,
"De 15 a 19 años (142)",1176,300,283,96,94.3,32,
"De 20 a 24 años (143)",1524,1676,1575,215,94,12.8,
"De 25 a 29 años (144)",1183,2713,2537,182,93.5,6.7,
"De 30 a 34 años (145)",1045,3873,3510,148,90.6,3.8,
"De 35 a 39 años (146)",997,4874,4319,121,88.6,2.5,
"De 40 a 44 años (147)",809,4906,4236,53,86.3,1.1,
"De 45 a 49 años (148)",734,4922,4095,15,83.2,0.3,
"De 50 y más años (149)",2220,16027,11955,1,74.6,,
"Desocupada (150)",379,420,364,15,86.7,3.6,
"De 12 a 14 años (151)",10,,,,,,
"De 15 a 19 años (152)",94,13,12,4,92.3,30.8,
"De 20 a 24 años (153)",123,43,39,5,90.7,11.6,
"De 25 a 29 años (154)",64,50,50,3,100,6,
"De 30 a 34 años (155)",39,72,69,1,95.8,1.4,
"De 35 a 39 años (156)",18,50,41,,82,,
"De 40 a 44 años (157)",12,58,56,2,96.6,3.4,
"De 45 a 49 años (158)",7,50,44,,88,,
"De 50 y más años (159)",12,84,53,,63.1,,
"No PEA (160)",18144,55920,45351,1090,81.1,1.9,
"De 12 a 14 años (161)",3272,8,7,2,87.5,25,
"De 15 a 19 años (162)",3192,391,379,149,96.9,38.1,
"De 20 a 24 años (163)",1968,2041,1949,343,95.5,16.8,
"De 25 a 29 años (164)",1369,3055,2885,201,94.4,6.6,
"De 30 a 34 años (165)",1211,4255,3919,182,92.1,4.3,
"De 35 a 39 años (166)",1118,5425,4833,133,89.1,2.5,
"De 40 a 44 años (167)",961,5750,4948,68,86.1,1.2,
"De 45 a 49 años (168)",899,6165,5109,12,82.9,0.2,
"De 50 y más años (169)",4154,28830,21322,,74,,
