"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"URBANA (036)",53800,1302,26,6615,16438,3112,7197,4420,14690
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",207,,,4,16,1,34,8,144
"Profes., científicos e intelectuales (038)",11886,,,,144,181,2060,573,8928
"Técnicos de nivel medio ytrab.asimilados (039)",3606,4,1,29,436,381,994,625,1136
"Jefes y empleados de oficina (040)",3532,,,14,580,264,650,577,1447
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",9051,260,3,1515,3489,697,1076,888,1123
"Agricult.trabaj. calif.agrop. y pesquros (042)",1744,197,1,670,641,39,66,43,87
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",4883,119,5,843,2332,327,501,372,384
"Obreros. construc., conf., papel, fab., instr (044)",5649,45,2,703,3108,415,530,446,400
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",11031,617,14,2680,5092,658,730,644,596
"Otra (046)",1338,,,7,310,92,481,183,265
"Ocupación no especificada (047)",873,60,,150,290,57,75,61,180
"Hombres (048)",30155,272,13,2856,9746,1771,3865,2915,8717
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",150,,,3,12,1,22,6,106
"Profes., científicos e intelectuales (050)",6773,,,,63,97,959,380,5274
"Técnicos de nivel medio ytrab.asimilados (051)",2347,2,1,22,310,273,574,471,694
"Jefes y empleados de oficina (052)",1808,,,8,376,117,236,315,756
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",3019,19,1,305,1163,241,378,432,480
"Agricult.trabaj. calif.agrop. y pesquros (054)",1192,69,1,443,485,29,52,35,78
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",2936,33,1,368,1437,204,336,279,278
"Obreros. construc., conf., papel, fab., instr (056)",5418,38,2,658,3013,401,502,427,377
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",4834,104,7,989,2430,291,326,359,328
"Otra (058)",1254,,,3,301,86,451,168,245
"Ocupación no especificada (059)",424,7,,57,156,31,29,43,101
"Mujeres (060)",23645,1030,13,3759,6692,1341,3332,1505,5973
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",57,,,1,4,,12,2,38
"Profes., científicos e intelectuales (062)",5113,,,,81,84,1101,193,3654
"Técnicos de nivel medio ytrab.asimilados (063)",1259,2,,7,126,108,420,154,442
"Jefes y empleados de oficina (064)",1724,,,6,204,147,414,262,691
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",6032,241,2,1210,2326,456,698,456,643
"Agricult.trabaj. calif.agrop. y pesquros (066)",552,128,,227,156,10,14,8,9
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",1947,86,4,475,895,123,165,93,106
"Obreros. construc., conf., papel, fab., instr (068)",231,7,,45,95,14,28,19,23
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",6197,513,7,1691,2662,367,404,285,268
"Otra (070)",84,,,4,9,6,30,15,20
"Ocupación no especificada (071)",449,53,,93,134,26,46,18,79
,,,,,,,,,
"RURAL (072)",39880,6096,28,16500,14742,628,911,332,643
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",53,,,14,20,2,9,2,6
"Profes., científicos e intelectuales (074)",539,,,,79,30,148,34,248
"Técnicos de nivel medio ytrab.asimilados (075)",257,,,27,85,43,62,16,24
"Jefes y empleados de oficina (076)",300,,,9,111,28,65,21,66
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",935,85,1,325,410,28,46,20,20
"Agricult.trabaj. calif.agrop. y pesquros (078)",15979,2779,5,7416,5210,153,218,77,121
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",3248,230,,1338,1475,75,76,23,31
"Obreros. construc., conf., papel, fab., instr (080)",1779,51,1,479,1063,61,57,38,29
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",16343,2871,20,6724,6132,199,215,93,89
"Otra (082)",20,,,,11,2,4,2,1
"Ocupación no especificada (083)",427,80,1,168,146,7,11,6,8
"Hombres (084)",22231,1677,11,8932,9676,466,684,266,519
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",44,,,12,16,2,7,2,5
"Profes., científicos e intelectuales (086)",411,,,,49,19,115,25,203
"Técnicos de nivel medio ytrab.asimilados (087)",218,,,21,73,42,48,15,19
"Jefes y empleados de oficina (088)",213,,,4,83,20,41,16,49
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",378,6,,109,208,16,19,11,9
"Agricult.trabaj. calif.agrop. y pesquros (090)",11775,1227,3,5704,4335,134,197,69,106
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",1001,26,,346,516,34,43,14,22
"Obreros. construc., conf., papel, fab., instr (092)",1643,27,1,415,1018,60,56,37,29
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",6367,379,7,2271,3291,134,146,70,69
"Otra (094)",20,,,,11,2,4,2,1
"Ocupación no especificada (095)",161,12,,50,76,3,8,5,7
"Mujeres (096)",17649,4419,17,7568,5066,162,227,66,124
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",9,,,2,4,,2,,1
"Profes., científicos e intelectuales (098)",128,,,,30,11,33,9,45
"Técnicos de nivel medio ytrab.asimilados (099)",39,,,6,12,1,14,1,5
"Jefes y empleados de oficina (100)",87,,,5,28,8,24,5,17
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",557,79,1,216,202,12,27,9,11
"Agricult.trabaj. calif.agrop. y pesquros (102)",4204,1552,2,1712,875,19,21,8,15
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",2247,204,,992,959,41,33,9,9
"Obreros. construc., conf., papel, fab., instr (104)",136,24,,64,45,1,1,1,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",9976,2492,13,4453,2841,65,69,23,20
"Ocupación no especificada (107)",266,68,1,118,70,4,3,1,1
