"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Otro(a) no pariente (046)",568,22,8,157,226,34,38,28,55
"Hombres (048)",13281,910,382,4504,4963,578,542,524,878
"Jefe o Jefa (049)",5253,139,2,1579,2006,283,332,267,645
"Esposa(o)/ compa¤era(o) (050)",355,10,,93,176,13,13,12,38
"Hijo(a)/ hijastro(a) (051)",5511,525,312,2081,2013,198,122,155,105
"Yerno/ nuera (052)",157,2,,24,81,10,9,12,19
"Nieto(a) (053)",559,118,48,239,133,7,2,10,2
"Padres/ suegros (054)",123,24,,74,16,3,,2,4
"Otro(a) pariente (055)",909,75,18,303,353,42,39,45,34
"Trabajador(a) del hogar (056)",54,3,,16,31,3,1,,
"Pensionista (057)",49,,,10,25,2,2,2,8
"Otro(a) no pariente (058)",311,14,2,85,129,17,22,19,23
"Mujeres (060)",13434,1379,371,4570,4520,596,741,422,835
"Jefe o Jefa (061)",2129,191,2,683,668,107,155,92,231
"Esposa(o)/ compa¤era(o) (062)",4081,351,5,1324,1402,185,333,112,369
"Hijo(a)/ hijastro(a) (063)",5096,563,275,1844,1745,197,185,162,125
"Yerno/ nuera (064)",220,1,1,35,111,34,12,7,19
"Nieto(a) (065)",505,109,60,212,100,7,5,7,5
"Padres/ suegros (066)",185,77,,74,22,2,3,3,4
"Otro(a) pariente (067)",808,73,20,279,298,36,29,27,46
"Trabajador(a) del hogar (068)",122,6,,40,61,8,3,3,1
"Pensionista (069)",31,,2,7,16,3,,,3
"Otro(a) no pariente (070)",257,8,6,72,97,17,16,9,32
,,,,,,,,,
"RURAL (072)",46907,8663,985,25350,10022,547,484,307,549
"Jefe o Jefa (073)",12167,1551,13,6899,2929,185,186,121,283
"Esposa(o)/ compa¤era(o) (074)",8322,1550,15,4749,1694,88,106,36,84
"Hijo(a)/ hijastro(a) (075)",20048,4081,777,10695,4000,206,117,99,73
"Yerno/ nuera (076)",535,19,1,225,239,18,18,6,9
"Nieto(a) (077)",1711,554,117,803,217,6,5,6,3
"Padres/ suegros (078)",450,277,,153,15,3,,,2
"Otro(a) pariente (079)",2758,541,59,1419,636,24,29,27,23
"Trabajador(a) del hogar (080)",156,12,,101,41,2,,,
"Pensionista (081)",101,1,,23,48,2,4,1,22
"Otro(a) no pariente (082)",659,77,3,283,203,13,19,11,50
"Hombres (084)",25174,3880,462,13837,5954,311,222,196,312
"Jefe o Jefa (085)",10150,1042,10,5951,2563,153,130,100,201
"Esposa(o)/ compa¤era(o) (086)",340,27,,181,117,3,2,5,5
"Hijo(a)/ hijastro(a) (087)",11051,2102,370,5954,2371,111,50,58,35
"Yerno/ nuera (088)",244,7,,92,109,13,11,5,7
"Nieto(a) (089)",930,310,52,433,125,3,1,3,3
"Padres/ suegros (090)",158,72,,77,6,2,,,1
"Otro(a) pariente (091)",1615,264,29,847,423,9,12,15,16
"Trabajador(a) del hogar (092)",101,7,,62,30,2,,,
"Pensionista (093)",75,1,,18,38,2,4,1,11
"Otro(a) no pariente (094)",510,48,1,222,172,13,12,9,33
"Mujeres (096)",21733,4783,523,11513,4068,236,262,111,237
"Jefe o Jefa (097)",2017,509,3,948,366,32,56,21,82
"Esposa(o)/ compa¤era(o) (098)",7982,1523,15,4568,1577,85,104,31,79
"Hijo(a)/ hijastro(a) (099)",8997,1979,407,4741,1629,95,67,41,38
"Yerno/ nuera (100)",291,12,1,133,130,5,7,1,2
"Nieto(a) (101)",781,244,65,370,92,3,4,3,
"Padres/ suegros (102)",292,205,,76,9,1,,,1
"Otro(a) pariente (103)",1143,277,30,572,213,15,17,12,7
"Trabajador(a) del hogar (104)",55,5,,39,11,,,,
"Pensionista (105)",26,,,5,10,,,,11
"Otro(a) no pariente (106)",149,29,2,61,31,,7,2,17
