"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hombres (048)",7940,684,303,3152,2299,350,734,109,309
"Jefe o Jefa (049)",2934,143,3,1306,691,133,426,41,191
"Esposa(o)/ compa¤era(o) (050)",202,7,1,73,62,16,27,3,13
"Hijo(a)/ hijastro(a) (051)",3358,365,204,1249,1128,135,175,48,54
"Yerno/ nuera (052)",139,,,20,50,12,36,2,19
"Nieto(a) (053)",489,84,66,197,117,6,11,7,1
"Padres/ suegros (054)",79,20,,44,10,,3,,2
"Otro(a) pariente (055)",532,59,26,198,169,23,34,5,18
"Trabajador(a) del hogar (056)",3,,,1,1,,1,,
"Pensionista (057)",10,,,3,2,,4,,1
"Otro(a) no pariente (058)",194,6,3,61,69,25,17,3,10
"Mujeres (060)",8984,1280,260,3725,2023,403,923,105,265
"Jefe o Jefa (061)",1547,252,2,695,258,66,194,14,66
"Esposa(o)/ compa¤era(o) (062)",2426,364,4,1101,440,81,320,20,96
"Hijo(a)/ hijastro(a) (063)",3336,361,191,1283,953,171,272,49,56
"Yerno/ nuera (064)",142,3,,39,42,15,34,3,6
"Nieto(a) (065)",435,84,46,188,93,10,7,5,2
"Padres/ suegros (066)",222,107,,92,15,,4,,4
"Otro(a) pariente (067)",587,75,16,205,155,36,62,11,27
"Trabajador(a) del hogar (068)",95,12,,57,20,4,2,,
"Pensionista (069)",6,1,,1,,,3,,1
"Otro(a) no pariente (070)",188,21,1,64,47,20,25,3,7
,,,,,,,,,
"RURAL (072)",51454,11872,1314,32692,4931,249,283,47,66
"Jefe o Jefa (073)",13115,2637,7,9305,976,45,98,13,34
"Esposa(o)/ compa¤era(o) (074)",9159,3007,14,5633,417,28,50,4,6
"Hijo(a)/ hijastro(a) (075)",22993,4339,1047,14368,2960,148,89,28,14
"Yerno/ nuera (076)",633,58,1,439,110,10,13,,2
"Nieto(a) (077)",2544,718,186,1397,225,6,7,1,4
"Padres/ suegros (078)",629,461,,164,4,,,,
"Otro(a) pariente (079)",2166,593,56,1276,211,10,15,1,4
"Trabajador(a) del hogar (080)",16,5,1,7,3,,,,
"Pensionista (081)",12,,,4,,,8,,
"Otro(a) no pariente (082)",187,54,2,99,25,2,3,,2
"Hombres (084)",25668,4176,662,17435,3057,118,145,25,50
"Jefe o Jefa (085)",10339,1322,7,7972,886,34,81,9,28
"Esposa(o)/ compa¤era(o) (086)",266,35,,194,30,3,2,1,1
"Hijo(a)/ hijastro(a) (087)",12075,2081,528,7534,1804,67,34,14,13
"Yerno/ nuera (088)",281,20,1,200,50,4,5,,1
"Nieto(a) (089)",1315,388,95,692,132,2,3,,3
"Padres/ suegros (090)",149,65,,81,3,,,,
"Otro(a) pariente (091)",1118,240,29,689,137,7,13,1,2
"Trabajador(a) del hogar (092)",5,1,,3,1,,,,
"Pensionista (093)",8,,,4,,,4,,
"Otro(a) no pariente (094)",112,24,2,66,14,1,3,,2
"Mujeres (096)",25786,7696,652,15257,1874,131,138,22,16
"Jefe o Jefa (097)",2776,1315,,1333,90,11,17,4,6
"Esposa(o)/ compa¤era(o) (098)",8893,2972,14,5439,387,25,48,3,5
"Hijo(a)/ hijastro(a) (099)",10918,2258,519,6834,1156,81,55,14,1
"Yerno/ nuera (100)",352,38,,239,60,6,8,,1
"Nieto(a) (101)",1229,330,91,705,93,4,4,1,1
"Padres/ suegros (102)",480,396,,83,1,,,,
"Otro(a) pariente (103)",1048,353,27,587,74,3,2,,2
"Trabajador(a) del hogar (104)",11,4,1,4,2,,,,
"Pensionista (105)",4,,,,,,4,,
"Otro(a) no pariente (106)",75,30,,33,11,1,,,
