"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Empleado (057)",3,3,,,
"Obrero (058)",6,3,2,,1
"Trabajador independiente (059)",7,7,,,
"Empleador o patrono (060)",1,1,,,
"Trabajador familiar no remunerado (061)",22,20,2,,
"Trabajador del hogar (062)",7,7,,,
"De 15 a 29 años (064)",1302,806,175,147,174
"Empleado (065)",259,74,31,51,103
"Obrero (066)",523,240,118,94,71
"Trabajador independiente (067)",323,304,19,,
"Empleador o patrono (068)",12,9,1,2,
"Trabajador familiar no remunerado (069)",146,140,6,,
"Trabajador del hogar (070)",39,39,,,
"De 30 a 44 años (072)",1546,923,186,218,219
"Empleado (073)",482,98,86,148,150
"Obrero (074)",410,202,75,64,69
"Trabajador independiente (075)",508,490,18,,
"Empleador o patrono (076)",13,10,1,2,
"Trabajador familiar no remunerado (077)",116,106,6,4,
"Trabajador del hogar (078)",17,17,,,
"De 45 a 64 años (080)",1096,782,82,110,122
"Empleado (081)",241,41,44,72,84
"Obrero (082)",250,149,27,36,38
"Trabajador independiente (083)",492,485,7,,
"Empleador o patrono (084)",12,11,,1,
"Trabajador familiar no remunerado (085)",94,89,4,1,
"Trabajador del hogar (086)",7,7,,,
"De 65 y más años (088)",368,330,11,6,21
"Empleado (089)",23,3,4,2,14
"Obrero (090)",59,45,4,4,6
"Trabajador independiente (091)",235,234,1,,
"Empleador o patrono (092)",2,2,,,
"Trabajador familiar no remunerado (093)",48,45,2,,1
"Trabajador del hogar (094)",1,1,,,
,,,,,
"RURAL (096)",3570,2927,268,193,182
"Empleado (097)",314,115,89,50,60
"Obrero (098)",770,384,126,139,121
"Trabajador independiente (099)",1768,1722,46,,
"Empleador o patrono (100)",22,17,1,3,1
"Trabajador familiar no remunerado (101)",674,667,6,1,
"Trabajador del hogar (102)",22,22,,,
"De 06 a 14 años (104)",58,56,1,1,
"Obrero (106)",6,4,1,1,
"Trabajador independiente (107)",13,13,,,
"Trabajador familiar no remunerado (109)",39,39,,,
"De 15 a 29 años (112)",1186,916,106,74,90
"Empleado (113)",85,29,24,10,22
"Obrero (114)",342,151,61,63,67
"Trabajador independiente (115)",427,409,18,,
"Empleador o patrono (116)",6,5,,,1
"Trabajador familiar no remunerado (117)",315,311,3,1,
"Trabajador del hogar (118)",11,11,,,
"De 30 a 44 años (120)",1142,880,113,81,68
"Empleado (121)",173,64,53,32,24
"Obrero (122)",267,138,39,46,44
"Trabajador independiente (123)",535,516,19,,
"Empleador o patrono (124)",9,5,1,3,
"Trabajador familiar no remunerado (125)",154,153,1,,
"Trabajador del hogar (126)",4,4,,,
"De 45 a 64 años (128)",855,750,44,37,24
"Empleado (129)",50,17,11,8,14
"Obrero (130)",127,65,23,29,10
"Trabajador independiente (131)",548,539,9,,
"Empleador o patrono (132)",4,4,,,
"Trabajador familiar no remunerado (133)",122,121,1,,
"Trabajador del hogar (134)",4,4,,,
"De 65 y más años (136)",329,325,4,,
"Empleado (137)",6,5,1,,
"Obrero (138)",28,26,2,,
"Trabajador independiente (139)",245,245,,,
"Empleador o patrono (140)",3,3,,,
"Trabajador familiar no remunerado (141)",44,43,1,,
"Trabajador del hogar (142)",3,3,,,
