"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Superior univ. completa (028)",13843,,2948,6465,4089,341
"Desocupada (030)",3360,32,1774,940,513,101
"Sin nivel (031)",81,2,19,25,21,14
"Educación inicial (032)",4,1,1,2,,
"Primaria (033)",502,10,136,141,155,60
"Secundaria (034)",1610,19,938,437,198,18
"Superior no univ. incompleta (035)",157,,99,38,18,2
"Superior no univ. completa (036)",162,,99,38,24,1
"Superior univ. incompleta (037)",331,,244,61,25,1
"Superior univ. completa (038)",513,,238,198,72,5
"No PEA (040)",95871,33174,27462,11477,11810,11948
"Sin nivel (041)",5163,489,360,688,1364,2262
"Educación inicial (042)",2511,2434,56,21,,
"Primaria (043)",38381,22953,2103,2457,4707,6161
"Secundaria (044)",33593,7298,15950,4969,3389,1987
"Superior no univ. incompleta (045)",2416,,1575,491,227,123
"Superior no univ. completa (046)",2166,,748,690,453,275
"Superior univ. incompleta (047)",6982,,5523,788,448,223
"Superior univ. completa (048)",4659,,1147,1373,1222,917
,,,,,,
"URBANA (060)",153300,28980,46756,35558,28129,13877
"Sin nivel (061)",5260,400,383,915,1593,1969
"Educación inicial (062)",2246,2127,80,39,,
"Primaria (063)",43515,19679,3230,4880,8481,7245
"Secundaria (064)",58607,6774,25348,14720,9175,2590
"Superior no univ. incompleta (065)",5571,,2970,1676,743,182
"Superior no univ. completa (066)",6415,,2095,2634,1336,350
"Superior univ. incompleta (067)",13404,,8561,2966,1568,309
"Superior univ. completa (068)",18282,,4089,7728,5233,1232
"PEA (070)",70582,590,22945,25805,17965,3277
"Sin nivel (071)",1579,11,139,485,666,278
"Educación inicial (072)",54,8,27,19,,
"Primaria (073)",11463,287,1763,3066,4621,1726
"Secundaria (074)",29023,284,11583,10382,6068,706
"Superior no univ. incompleta (075)",3374,,1563,1221,528,62
"Superior no univ. completa (076)",4410,,1439,1994,898,79
"Superior univ. incompleta (077)",6859,,3407,2216,1140,96
"Superior univ. completa (078)",13820,,3024,6422,4044,330
"Ocupada (080)",67509,563,21329,24938,17488,3191
"Sin nivel (081)",1521,9,122,469,653,268
"Educación inicial (082)",50,7,26,17,,
"Primaria (083)",11033,281,1649,2946,4481,1676
"Secundaria (084)",27552,266,10739,9977,5881,689
"Superior no univ. incompleta (085)",3223,,1468,1184,511,60
"Superior no univ. completa (086)",4261,,1352,1956,875,78
"Superior univ. incompleta (087)",6540,,3174,2156,1115,95
"Superior univ. completa (088)",13329,,2799,6233,3972,325
"Desocupada (090)",3073,27,1616,867,477,86
"Sin nivel (091)",58,2,17,16,13,10
"Educación inicial (092)",4,1,1,2,,
"Primaria (093)",430,6,114,120,140,50
"Secundaria (094)",1471,18,844,405,187,17
"Superior no univ. incompleta (095)",151,,95,37,17,2
"Superior no univ. completa (096)",149,,87,38,23,1
"Superior univ. incompleta (097)",319,,233,60,25,1
"Superior univ. completa (098)",491,,225,189,72,5
"No PEA (100)",82718,28390,23811,9753,10164,10600
"Sin nivel (101)",3681,389,244,430,927,1691
"Educación inicial (102)",2192,2119,53,20,,
"Primaria (103)",32052,19392,1467,1814,3860,5519
"Secundaria (104)",29584,6490,13765,4338,3107,1884
"Superior no univ. incompleta (105)",2197,,1407,455,215,120
"Superior no univ. completa (106)",2005,,656,640,438,271
"Superior univ. incompleta (107)",6545,,5154,750,428,213
"Superior univ. completa (108)",4462,,1065,1306,1189,902
,,,,,,
"RURAL (120)",23692,4906,7402,5060,4215,2109
"Sin nivel (121)",2235,106,181,500,740,708
"Educación inicial (122)",323,315,5,3,,
"Primaria (123)",9826,3634,1345,1647,2084,1116
"Secundaria (124)",8727,851,4532,2121,1022,201
"Superior no univ. incompleta (125)",552,,322,138,70,22
"Superior no univ. completa (126)",452,,220,166,57,9
"Superior univ. incompleta (127)",844,,553,177,92,22
"Superior univ. completa (128)",733,,244,308,150,31
"PEA (130)",10539,122,3751,3336,2569,761
"Sin nivel (131)",753,6,65,242,303,137
"Educación inicial (132)",4,,2,2,,
"Primaria (133)",3497,73,709,1004,1237,474
"Secundaria (134)",4718,43,2347,1490,740,98
"Superior no univ. incompleta (135)",333,,154,102,58,19
"Superior no univ. completa (136)",291,,128,116,42,5
"Superior univ. incompleta (137)",407,,184,139,72,12
"Superior univ. completa (138)",536,,162,241,117,16
"Ocupada (140)",10252,117,3593,3263,2533,746
"Sin nivel (141)",730,6,63,233,295,133
"Educación inicial (142)",4,,2,2,,
"Primaria (143)",3425,69,687,983,1222,464
"Secundaria (144)",4579,42,2253,1458,729,97
"Superior no univ. incompleta (145)",327,,150,101,57,19
"Superior no univ. completa (146)",278,,116,116,41,5
"Superior univ. incompleta (147)",395,,173,138,72,12
"Superior univ. completa (148)",514,,149,232,117,16
"Desocupada (150)",287,5,158,73,36,15
"Sin nivel (151)",23,,2,9,8,4
"Primaria (153)",72,4,22,21,15,10
"Secundaria (154)",139,1,94,32,11,1
"Superior no univ. incompleta (155)",6,,4,1,1,
"Superior no univ. completa (156)",13,,12,,1,
"Superior univ. incompleta (157)",12,,11,1,,
"Superior univ. completa (158)",22,,13,9,,
"No PEA (160)",13153,4784,3651,1724,1646,1348
"Sin nivel (161)",1482,100,116,258,437,571
"Educación inicial (162)",319,315,3,1,,
"Primaria (163)",6329,3561,636,643,847,642
"Secundaria (164)",4009,808,2185,631,282,103
"Superior no univ. incompleta (165)",219,,168,36,12,3
"Superior no univ. completa (166)",161,,92,50,15,4
"Superior univ. incompleta (167)",437,,369,38,20,10
"Superior univ. completa (168)",197,,82,67,33,15
