"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (042)",2,,1,,1,
"Actividad economica no especificada (044)",102,1,31,32,26,12
"Desocupado (045)",778,24,355,220,136,43
"Mujeres (046)",2153,51,612,835,551,104
"Agric., ganadería, caza y silvicultura (047)",251,13,63,70,71,34
"Explotación de minas y canteras (049)",6,,1,4,1,
"Industrias manufactureras (050)",201,13,80,54,42,12
"Suministro de electricidad, gas y agua (051)",2,,2,,,
"Construcción (052)",11,,1,6,3,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",367,4,89,133,119,22
"Venta, mant.y rep. veh.autom.y motoc. (054)",6,,4,,2,
"Comercio al por mayor (055)",15,,4,4,7,
"Comercio al por menor (056)",346,4,81,129,110,22
"Hoteles y restaurantes (057)",208,1,57,64,73,13
"Trans., almac. y comunicaciones (058)",19,1,11,5,2,
"Intermediación financiera (059)",3,,1,1,1,
"Activid.inmobil., empres. y alquileres (060)",29,,8,13,8,
"Admin.pub. y defensa; p. segur.soc afil (061)",69,,18,34,17,
"Enseñanza (062)",445,,57,272,115,1
"Servicios sociales y de salud (063)",69,,10,40,19,
"Otras activ. serv.comun.soc y personales (064)",58,,9,28,16,5
"Hogares privados con servicio doméstico (065)",165,7,76,45,31,6
"Actividad economica no especificada (067)",92,,27,33,24,8
"Desocupado (068)",158,12,102,33,9,2
,,,,,,
"URBANA (069)",4839,43,1240,1805,1425,326
"Agric., ganadería, caza y silvicultura (070)",1143,16,264,323,376,164
"Pesca (071)",2,,,1,1,
"Explotación de minas y canteras (072)",46,,11,20,15,
"Industrias manufactureras (073)",237,2,60,74,75,26
"Suministro de electricidad, gas y agua (074)",16,,6,6,4,
"Construcción (075)",305,1,97,108,89,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",631,10,149,205,217,50
"Venta, mant.y rep. veh.autom.y motoc. (077)",52,2,17,17,16,
"Comercio al por mayor (078)",27,,8,6,10,3
"Comercio al por menor (079)",552,8,124,182,191,47
"Hoteles y restaurantes (080)",211,1,58,65,72,15
"Trans., almac. y comunicaciones (081)",293,2,102,110,72,7
"Intermediación financiera (082)",4,,1,2,1,
"Activid.inmobil., empres. y alquileres (083)",106,,34,53,19,
"Admin.pub. y defensa; p. segur.soc afil (084)",272,,62,112,91,7
"Enseñanza (085)",728,,65,446,214,3
"Servicios sociales y de salud (086)",119,,14,60,41,4
"Otras activ. serv.comun.soc y personales (087)",101,,27,36,29,9
"Hogares privados con servicio doméstico (088)",127,6,56,37,24,4
"Actividad economica no especificada (090)",123,1,39,40,32,11
"Desocupado (091)",375,4,195,107,53,16
"Hombres (092)",3262,30,857,1130,981,264
"Agric., ganadería, caza y silvicultura (093)",1043,16,246,287,341,153
"Pesca (094)",2,,,1,1,
"Explotación de minas y canteras (095)",41,,10,16,15,
"Industrias manufactureras (096)",160,2,44,47,45,22
"Suministro de electricidad, gas y agua (097)",15,,5,6,4,
"Construcción (098)",294,1,96,102,86,9
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",329,6,80,95,117,31
"Venta, mant.y rep. veh.autom.y motoc. (100)",47,2,14,17,14,
"Comercio al por mayor (101)",15,,5,3,4,3
"Comercio al por menor (102)",267,4,61,75,99,28
"Hoteles y restaurantes (103)",34,,9,10,12,3
"Trans., almac. y comunicaciones (104)",274,1,91,105,70,7
"Intermediación financiera (105)",1,,,1,,
"Activid.inmobil., empres. y alquileres (106)",78,,26,41,11,
"Admin.pub. y defensa; p. segur.soc afil (107)",205,,45,78,75,7
"Enseñanza (108)",336,,26,202,106,2
"Servicios sociales y de salud (109)",53,,6,21,22,4
"Otras activ. serv.comun.soc y personales (110)",52,,19,15,13,5
"Hogares privados con servicio doméstico (111)",1,,1,,,
"Actividad economica no especificada (113)",65,1,21,20,17,6
"Desocupado (114)",279,3,132,83,46,15
"Mujeres (115)",1577,13,383,675,444,62
"Agric., ganadería, caza y silvicultura (116)",100,,18,36,35,11
"Explotación de minas y canteras (118)",5,,1,4,,
"Industrias manufactureras (119)",77,,16,27,30,4
"Suministro de electricidad, gas y agua (120)",1,,1,,,
"Construcción (121)",11,,1,6,3,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",302,4,69,110,100,19
"Venta, mant.y rep. veh.autom.y motoc. (123)",5,,3,,2,
"Comercio al por mayor (124)",12,,3,3,6,
"Comercio al por menor (125)",285,4,63,107,92,19
"Hoteles y restaurantes (126)",177,1,49,55,60,12
"Trans., almac. y comunicaciones (127)",19,1,11,5,2,
"Intermediación financiera (128)",3,,1,1,1,
"Activid.inmobil., empres. y alquileres (129)",28,,8,12,8,
"Admin.pub. y defensa; p. segur.soc afil (130)",67,,17,34,16,
"Enseñanza (131)",392,,39,244,108,1
"Servicios sociales y de salud (132)",66,,8,39,19,
"Otras activ. serv.comun.soc y personales (133)",49,,8,21,16,4
"Hogares privados con servicio doméstico (134)",126,6,55,37,24,4
"Actividad economica no especificada (136)",58,,18,20,15,5
"Desocupado (137)",96,1,63,24,7,1
,,,,,,
"RURAL (138)",5327,171,1786,1585,1249,536
"Agric., ganadería, caza y silvicultura (139)",3887,122,1217,1124,962,462
"Pesca (140)",3,,1,,2,
"Explotación de minas y canteras (141)",7,,2,2,2,1
"Industrias manufactureras (142)",191,14,90,51,23,13
"Suministro de electricidad, gas y agua (143)",14,,6,6,1,1
"Construcción (144)",99,2,36,33,24,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",160,,43,63,47,7
"Venta, mant.y rep. veh.autom.y motoc. (146)",17,,7,6,3,1
"Comercio al por mayor (147)",7,,2,4,1,
"Comercio al por menor (148)",136,,34,53,43,6
"Hoteles y restaurantes (149)",38,,9,13,15,1
"Trans., almac. y comunicaciones (150)",44,,21,13,10,
"Activid.inmobil., empres. y alquileres (152)",24,,11,12,1,
"Admin.pub. y defensa; p. segur.soc afil (153)",66,,16,27,19,4
"Enseñanza (154)",94,,23,52,18,1
"Servicios sociales y de salud (155)",9,,3,3,3,
"Otras activ. serv.comun.soc y personales (156)",19,,6,7,4,2
"Hogares privados con servicio doméstico (157)",40,1,21,8,8,2
"Actividad economica no especificada (159)",71,,19,25,18,9
"Desocupado (160)",561,32,262,146,92,29
"Hombres (161)",4751,133,1557,1425,1142,494
"Agric., ganadería, caza y silvicultura (162)",3736,109,1172,1090,926,439
"Pesca (163)",3,,1,,2,
"Explotación de minas y canteras (164)",6,,2,2,1,1
"Industrias manufactureras (165)",67,1,26,24,11,5
"Suministro de electricidad, gas y agua (166)",13,,5,6,1,1
"Construcción (167)",99,2,36,33,24,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",95,,23,40,28,4
"Venta, mant.y rep. veh.autom.y motoc. (169)",16,,6,6,3,1
"Comercio al por mayor (170)",4,,1,3,,
"Comercio al por menor (171)",75,,16,31,25,3
"Hoteles y restaurantes (172)",7,,1,4,2,
"Trans., almac. y comunicaciones (173)",44,,21,13,10,
"Activid.inmobil., empres. y alquileres (175)",23,,11,11,1,
"Admin.pub. y defensa; p. segur.soc afil (176)",64,,15,27,18,4
"Enseñanza (177)",41,,5,24,11,1
"Servicios sociales y de salud (178)",6,,1,2,3,
"Otras activ. serv.comun.soc y personales (179)",10,,5,,4,1
"Hogares privados con servicio doméstico (180)",1,,,,1,
"Actividad economica no especificada (182)",37,,10,12,9,6
"Desocupado (183)",499,21,223,137,90,28
"Mujeres (184)",576,38,229,160,107,42
"Agric., ganadería, caza y silvicultura (185)",151,13,45,34,36,23
"Explotación de minas y canteras (187)",1,,,,1,
"Industrias manufactureras (188)",124,13,64,27,12,8
"Suministro de electricidad, gas y agua (189)",1,,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",65,,20,23,19,3
"Venta, mant.y rep. veh.autom.y motoc. (192)",1,,1,,,
"Comercio al por mayor (193)",3,,1,1,1,
"Comercio al por menor (194)",61,,18,22,18,3
"Hoteles y restaurantes (195)",31,,8,9,13,1
"Activid.inmobil., empres. y alquileres (198)",1,,,1,,
"Admin.pub. y defensa; p. segur.soc afil (199)",2,,1,,1,
"Enseñanza (200)",53,,18,28,7,
"Servicios sociales y de salud (201)",3,,2,1,,
"Otras activ. serv.comun.soc y personales (202)",9,,1,7,,1
"Hogares privados con servicio doméstico (203)",39,1,21,8,7,2
"Actividad economica no especificada (205)",34,,9,13,9,3
"Desocupado (206)",62,11,39,9,2,1
