"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Primaria (063)",136,116,11,4,5
"Secundaria (064)",185,139,18,17,11
"Superior no univ. incompleta (065)",88,54,16,9,9
"Superior no univ. completa (066)",272,137,49,44,42
"Superior univ. incompleta (067)",50,19,12,9,10
"Superior univ. completa (068)",172,74,26,45,27
"De 06 a 14 años (070)",10,10,,,
"Sin nivel (071)",1,1,,,
"Primaria (073)",4,4,,,
"Secundaria (074)",5,5,,,
"De 15 a 29 años (080)",240,149,36,18,37
"Sin nivel (081)",6,5,1,,
"Educación inicial (082)",2,1,1,,
"Primaria (083)",30,21,5,2,2
"Secundaria (084)",74,55,10,4,5
"Superior no univ. incompleta (085)",29,22,3,3,1
"Superior no univ. completa (086)",52,26,7,5,14
"Superior univ. incompleta (087)",17,8,4,1,4
"Superior univ. completa (088)",30,11,5,3,11
"De 30 a 44 años (090)",428,236,69,80,43
"Sin nivel (091)",24,20,3,1,
"Primaria (093)",34,32,,2,
"Secundaria (094)",54,42,3,7,2
"Superior no univ. incompleta (095)",41,21,11,4,5
"Superior no univ. completa (096)",159,79,31,29,20
"Superior univ. incompleta (097)",25,9,7,6,3
"Superior univ. completa (098)",91,33,14,31,13
"De 45 a 64 años (100)",244,159,33,31,21
"Sin nivel (101)",29,27,2,,
"Primaria (103)",48,40,6,,2
"Secundaria (104)",46,32,5,6,3
"Superior no univ. incompleta (105)",16,9,2,2,3
"Superior no univ. completa (106)",52,25,10,10,7
"Superior univ. incompleta (107)",7,1,1,2,3
"Superior univ. completa (108)",46,25,7,11,3
"De 65 y más años (110)",64,60,1,,3
"Sin nivel (111)",21,21,,,
"Primaria (113)",20,19,,,1
"Secundaria (114)",6,5,,,1
"Superior no univ. incompleta (115)",2,2,,,
"Superior no univ. completa (116)",9,7,1,,1
"Superior univ. incompleta (117)",1,1,,,
"Superior univ. completa (118)",5,5,,,
,,,,,
"RURAL (120)",3494,2932,390,102,70
"Sin nivel (121)",973,895,68,6,4
"Educación inicial (122)",9,9,,,
"Primaria (123)",1175,1051,101,18,5
"Secundaria (124)",665,547,81,17,20
"Superior no univ. incompleta (125)",110,83,16,2,9
"Superior no univ. completa (126)",363,229,84,31,19
"Superior univ. incompleta (127)",58,36,14,4,4
"Superior univ. completa (128)",141,82,26,24,9
"De 06 a 14 años (130)",32,29,2,1,
"Sin nivel (131)",3,3,,,
"Primaria (133)",22,21,1,,
"Secundaria (134)",7,5,1,1,
"De 15 a 29 años (140)",1052,885,123,21,23
"Sin nivel (141)",87,77,10,,
"Educación inicial (142)",5,5,,,
"Primaria (143)",355,317,31,5,2
"Secundaria (144)",384,322,47,6,9
"Superior no univ. incompleta (145)",64,52,8,1,3
"Superior no univ. completa (146)",108,76,20,5,7
"Superior univ. incompleta (147)",22,17,4,1,
"Superior univ. completa (148)",27,19,3,3,2
"De 30 a 44 años (150)",1184,934,165,56,29
"Sin nivel (151)",300,268,29,2,1
"Educación inicial (152)",4,4,,,
"Primaria (153)",376,339,29,6,2
"Secundaria (154)",192,157,24,7,4
"Superior no univ. incompleta (155)",27,16,7,,4
"Superior no univ. completa (156)",184,100,51,23,10
"Superior univ. incompleta (157)",22,11,5,3,3
"Superior univ. completa (158)",79,39,20,15,5
"De 45 a 64 años (160)",917,795,86,21,15
"Sin nivel (161)",380,354,22,2,2
"Primaria (163)",345,304,33,7,1
"Secundaria (164)",73,56,9,3,5
"Superior no univ. incompleta (165)",18,14,1,1,2
"Superior no univ. completa (166)",60,42,13,3,2
"Superior univ. incompleta (167)",12,6,5,,1
"Superior univ. completa (168)",29,19,3,5,2
"De 65 y más años (170)",309,289,14,3,3
"Sin nivel (171)",203,193,7,2,1
"Primaria (173)",77,70,7,,
"Secundaria (174)",9,7,,,2
"Superior no univ. incompleta (175)",1,1,,,
"Superior no univ. completa (176)",11,11,,,
"Superior univ. incompleta (177)",2,2,,,
"Superior univ. completa (178)",6,5,,1,
