"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
"De 15 a 19 años (022)",484,473,423,41,8,1,,,,,11,60
"De 20 a 24 años (023)",1053,877,482,298,73,21,3,,,,176,520
"De 25 a 29 años (024)",1272,1080,361,407,216,73,22,1,,,192,1156
"De 30 a 34 años (025)",1327,1209,224,385,344,162,80,13,1,,118,1988
"De 35 a 39 años (026)",1332,1245,163,289,376,238,154,22,2,1,87,2583
"De 40 a 44 años (027)",1333,1255,129,220,330,268,235,61,10,2,78,3179
"De 45 a 49 años (028)",1170,1118,137,164,252,228,225,83,20,9,52,3125
"De 50 y más años (029)",2046,1995,195,202,260,300,485,309,146,98,51,8084
"Desocupada (030)",689,569,324,119,61,27,27,8,3,,120,518
"De 12 a 14 años (031)",14,13,13,,,,,,,,1,
"De 15 a 19 años (032)",98,93,85,7,1,,,,,,5,9
"De 20 a 24 años (033)",189,150,115,28,6,1,,,,,39,43
"De 25 a 29 años (034)",126,94,46,30,12,4,2,,,,32,74
"De 30 a 34 años (035)",81,56,23,16,8,5,4,,,,25,63
"De 35 a 39 años (036)",79,71,19,20,19,4,7,2,,,8,114
"De 40 a 44 años (037)",42,38,11,11,7,5,2,2,,,4,60
"De 45 a 49 años (038)",31,27,6,5,5,6,3,1,1,,4,60
"De 50 y más años (039)",29,27,6,2,3,2,9,3,2,,2,95
"No PEA (040)",34994,33706,10151,5200,5229,3759,4377,2514,1398,1078,1288,86402
"De 12 a 14 años (041)",3387,3370,3350,17,3,,,,,,17,23
"De 15 a 19 años (042)",4588,4486,3905,528,46,4,3,,,,102,644
"De 20 a 24 años (043)",3490,3160,1210,1354,492,92,10,2,,,330,2666
"De 25 a 29 años (044)",3055,2811,423,1087,863,340,88,9,1,,244,4261
"De 30 a 34 años (045)",2729,2613,213,647,942,479,301,30,1,,116,5439
"De 35 a 39 años (046)",2683,2575,196,449,818,587,428,82,11,4,108,6339
"De 40 a 44 años (047)",2641,2550,195,327,697,585,534,161,42,9,91,7272
"De 45 a 49 años (048)",2328,2247,175,226,451,490,583,233,63,26,81,7453
"De 50 y más años (049)",10093,9894,484,565,917,1182,2430,1997,1280,1039,199,52305
,,,,,,,,,,,,
"URBANA (060)",40589,38619,11146,6647,6466,4529,4906,2589,1342,994,1970,93918
"De 12 a 14 años (061)",3073,3055,3035,17,3,,,,,,18,23
"De 15 a 19 años (062)",4528,4430,3874,506,44,3,3,,,,98,615
"De 20 a 24 años (063)",4106,3623,1551,1478,482,101,10,1,,,483,2791
"De 25 a 29 años (064)",3907,3478,715,1369,950,346,90,7,1,,429,4732
"De 30 a 34 años (065)",3709,3475,419,976,1154,568,321,36,1,,234,6578
"De 35 a 39 años (066)",3677,3493,342,704,1126,737,497,74,9,4,184,7882
"De 40 a 44 años (067)",3604,3443,305,518,956,771,664,187,34,8,161,9167
"De 45 a 49 años (068)",3103,2976,285,372,650,640,685,252,62,30,127,9030
"De 50 y más años (069)",10882,10646,620,707,1101,1363,2636,2032,1235,952,236,53100
"PEA (070)",10048,9231,2255,2019,1844,1254,1139,456,162,102,817,19837
"De 12 a 14 años (071)",78,75,74,1,,,,,,,3,1
"De 15 a 19 años (072)",508,496,442,45,8,1,,,,,12,64
"De 20 a 24 años (073)",1099,909,519,298,70,20,2,,,,190,506
"De 25 a 29 años (074)",1282,1074,359,408,212,73,21,1,,,208,1145
"De 30 a 34 años (075)",1336,1202,230,387,339,157,78,11,,,134,1932
"De 35 a 39 años (076)",1335,1246,173,295,386,230,138,21,2,1,89,2508
"De 40 a 44 años (077)",1316,1237,131,223,331,258,226,59,7,2,79,3077
"De 45 a 49 años (078)",1132,1079,136,164,246,223,209,76,17,8,53,2946
"De 50 y más años (079)",1962,1913,191,198,252,292,465,288,136,91,49,7658
"Ocupada (080)",9416,8712,1969,1908,1785,1227,1114,448,159,102,704,19339
"De 12 a 14 años (081)",66,64,63,1,,,,,,,2,1
"De 15 a 19 años (082)",425,418,371,39,7,1,,,,,7,56
"De 20 a 24 años (083)",929,774,416,272,65,19,2,,,,155,467
"De 25 a 29 años (084)",1164,988,318,380,201,69,19,1,,,176,1075
"De 30 a 34 años (085)",1262,1152,211,372,331,152,75,11,,,110,1874
"De 35 a 39 años (086)",1259,1177,154,277,367,226,131,19,2,1,82,2396
"De 40 a 44 años (087)",1275,1200,120,212,324,253,225,57,7,2,75,3021
"De 45 a 49 años (088)",1103,1053,131,159,241,217,206,75,16,8,50,2886
"De 50 y más años (089)",1933,1886,185,196,249,290,456,285,134,91,47,7563
"Desocupada (090)",632,519,286,111,59,27,25,8,3,,113,498
"De 12 a 14 años (091)",12,11,11,,,,,,,,1,
"De 15 a 19 años (092)",83,78,71,6,1,,,,,,5,8
"De 20 a 24 años (093)",170,135,103,26,5,1,,,,,35,39
"De 25 a 29 años (094)",118,86,41,28,11,4,2,,,,32,70
"De 30 a 34 años (095)",74,50,19,15,8,5,3,,,,24,58
"De 35 a 39 años (096)",76,69,19,18,19,4,7,2,,,7,112
"De 40 a 44 años (097)",41,37,11,11,7,5,1,2,,,4,56
"De 45 a 49 años (098)",29,26,5,5,5,6,3,1,1,,3,60
"De 50 y más años (099)",29,27,6,2,3,2,9,3,2,,2,95
"No PEA (100)",30541,29388,8891,4628,4622,3275,3767,2133,1180,892,1153,74081
"De 12 a 14 años (101)",2995,2980,2961,16,3,,,,,,15,22
"De 15 a 19 años (102)",4020,3934,3432,461,36,2,3,,,,86,551
"De 20 a 24 años (103)",3007,2714,1032,1180,412,81,8,1,,,293,2285
"De 25 a 29 años (104)",2625,2404,356,961,738,273,69,6,1,,221,3587
"De 30 a 34 años (105)",2373,2273,189,589,815,411,243,25,1,,100,4646
"De 35 a 39 años (106)",2342,2247,169,409,740,507,359,53,7,3,95,5374
"De 40 a 44 años (107)",2288,2206,174,295,625,513,438,128,27,6,82,6090
"De 45 a 49 años (108)",1971,1897,149,208,404,417,476,176,45,22,74,6084
"De 50 y más años (109)",8920,8733,429,509,849,1071,2171,1744,1099,861,187,45442
,,,,,,,,,,,,
"RURAL (120)",5185,4980,1514,679,683,548,702,422,238,194,205,13698
"De 12 a 14 años (121)",402,400,399,1,,,,,,,2,1
"De 15 a 19 años (122)",642,622,539,70,11,2,,,,,20,98
"De 20 a 24 años (123)",626,564,256,202,89,13,3,1,,,62,438
"De 25 a 29 años (124)",546,507,115,155,141,71,22,3,,,39,759
"De 30 a 34 años (125)",428,403,41,72,140,78,64,7,1,,25,912
"De 35 a 39 años (126)",417,398,36,54,87,92,92,32,4,1,19,1154
"De 40 a 44 años (127)",412,400,30,40,78,87,107,37,18,3,12,1344
"De 45 a 49 años (128)",426,416,33,23,58,84,126,65,22,5,10,1608
"De 50 y más años (129)",1286,1270,65,62,79,121,288,277,193,185,16,7384
"PEA (130)",732,662,254,107,76,64,92,41,20,8,70,1377
"De 12 a 14 años (131)",10,10,10,,,,,,,,,
"De 15 a 19 años (132)",74,70,66,3,1,,,,,,4,5
"De 20 a 24 años (133)",143,118,78,28,9,2,1,,,,25,57
"De 25 a 29 años (134)",116,100,48,29,16,4,3,,,,16,85
"De 30 a 34 años (135)",72,63,17,14,13,10,6,2,1,,9,119
"De 35 a 39 años (136)",76,70,9,14,9,12,23,3,,,6,189
"De 40 a 44 años (137)",59,56,9,8,6,15,11,4,3,,3,162
"De 45 a 49 años (138)",69,66,7,5,11,11,19,8,4,1,3,239
"De 50 y más años (139)",113,109,10,6,11,10,29,24,12,7,4,521
"Ocupada (140)",675,612,216,99,74,64,90,41,20,8,63,1357
"De 12 a 14 años (141)",8,8,8,,,,,,,,,
"De 15 a 19 años (142)",59,55,52,2,1,,,,,,4,4
"De 20 a 24 años (143)",124,103,66,26,8,2,1,,,,21,53
"De 25 a 29 años (144)",108,92,43,27,15,4,3,,,,16,81
"De 30 a 34 años (145)",65,57,13,13,13,10,5,2,1,,8,114
"De 35 a 39 años (146)",73,68,9,12,9,12,23,3,,,5,187
"De 40 a 44 años (147)",58,55,9,8,6,15,10,4,3,,3,158
"De 45 a 49 años (148)",67,65,6,5,11,11,19,8,4,1,2,239
"De 50 y más años (149)",113,109,10,6,11,10,29,24,12,7,4,521
"Desocupada (150)",57,50,38,8,2,,2,,,,7,20
"De 12 a 14 años (151)",2,2,2,,,,,,,,,
"De 15 a 19 años (152)",15,15,14,1,,,,,,,,1
"De 20 a 24 años (153)",19,15,12,2,1,,,,,,4,4
"De 25 a 29 años (154)",8,8,5,2,1,,,,,,,4
"De 30 a 34 años (155)",7,6,4,1,,,1,,,,1,5
"De 35 a 39 años (156)",3,2,,2,,,,,,,1,2
"De 40 a 44 años (157)",1,1,,,,,1,,,,,4
"De 45 a 49 años (158)",2,1,1,,,,,,,,1,
"No PEA (160)",4453,4318,1260,572,607,484,610,381,218,186,135,12321
"De 12 a 14 años (161)",392,390,389,1,,,,,,,2,1
"De 15 a 19 años (162)",568,552,473,67,10,2,,,,,16,93
"De 20 a 24 años (163)",483,446,178,174,80,11,2,1,,,37,381
"De 25 a 29 años (164)",430,407,67,126,125,67,19,3,,,23,674
"De 30 a 34 años (165)",356,340,24,58,127,68,58,5,,,16,793
"De 35 a 39 años (166)",341,328,27,40,78,80,69,29,4,1,13,965
"De 40 a 44 años (167)",353,344,21,32,72,72,96,33,15,3,9,1182
"De 45 a 49 años (168)",357,350,26,18,47,73,107,57,18,4,7,1369
"De 50 y más años (169)",1173,1161,55,56,68,111,259,253,181,178,12,6863
