"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 40 a 44 años (037)",2,14,12,,85.7,,
"No PEA (040)",7869,22128,19648,888,88.8,4,
"De 12 a 14 años (041)",1674,11,10,3,90.9,27.3,
"De 15 a 19 años (042)",1622,590,575,157,97.5,26.6,
"De 20 a 24 años (043)",1027,1937,1869,243,96.5,12.5,
"De 25 a 29 años (044)",907,3136,2956,227,94.3,7.2,
"De 30 a 34 años (045)",616,2992,2789,126,93.2,4.2,
"De 35 a 39 años (046)",577,3468,3146,92,90.7,2.7,
"De 40 a 44 años (047)",367,2481,2222,33,89.6,1.3,
"De 45 a 49 años (048)",319,2342,1994,7,85.1,0.3,
"De 50 y más años (049)",760,5171,4087,,79,,
,,,,,,,
"URBANA (060)",2006,5061,4696,140,92.8,2.8,
"De 12 a 14 años (061)",324,2,2,,100,,
"De 15 a 19 años (062)",373,94,94,17,100,18.1,
"De 20 a 24 años (063)",299,408,403,31,98.8,7.6,
"De 25 a 29 años (064)",253,600,584,48,97.3,8,
"De 30 a 34 años (065)",196,715,695,24,97.2,3.4,
"De 35 a 39 años (066)",165,798,755,10,94.6,1.3,
"De 40 a 44 años (067)",116,606,566,10,93.4,1.7,
"De 45 a 49 años (068)",94,630,562,,89.2,,
"De 50 y más años (069)",186,1208,1035,,85.7,,
"PEA (070)",612,1641,1563,40,95.2,2.4,
"De 12 a 14 años (071)",12,,,,,,
"De 15 a 19 años (072)",71,25,25,3,100,12,
"De 20 a 24 años (073)",118,137,135,10,98.5,7.3,
"De 25 a 29 años (074)",101,180,176,12,97.8,6.7,
"De 30 a 34 años (075)",89,267,258,9,96.6,3.4,
"De 35 a 39 años (076)",68,307,295,2,96.1,0.7,
"De 40 a 44 años (077)",55,251,233,4,92.8,1.6,
"De 45 a 49 años (078)",35,190,178,,93.7,,
"De 50 y más años (079)",63,284,263,,92.6,,
"Ocupada (080)",598,1616,1538,39,95.2,2.4,
"De 12 a 14 años (081)",12,,,,,,
"De 15 a 19 años (082)",68,24,24,3,100,12.5,
"De 20 a 24 años (083)",113,133,131,10,98.5,7.5,
"De 25 a 29 años (084)",96,165,161,12,97.6,7.3,
"De 30 a 34 años (085)",88,262,253,8,96.6,3.1,
"De 35 a 39 años (086)",68,307,295,2,96.1,0.7,
"De 40 a 44 años (087)",55,251,233,4,92.8,1.6,
"De 45 a 49 años (088)",35,190,178,,93.7,,
"De 50 y más años (089)",63,284,263,,92.6,,
"Desocupada (090)",14,25,25,1,100,4,
"De 15 a 19 años (092)",3,1,1,,100,,
"De 20 a 24 años (093)",5,4,4,,100,,
"De 25 a 29 años (094)",5,15,15,,100,,
"De 30 a 34 años (095)",1,5,5,1,100,20,
"No PEA (100)",1394,3420,3133,100,91.6,2.9,
"De 12 a 14 años (101)",312,2,2,,100,,
"De 15 a 19 años (102)",302,69,69,14,100,20.3,
"De 20 a 24 años (103)",181,271,268,21,98.9,7.7,
"De 25 a 29 años (104)",152,420,408,36,97.1,8.6,
"De 30 a 34 años (105)",107,448,437,15,97.5,3.3,
"De 35 a 39 años (106)",97,491,460,8,93.7,1.6,
"De 40 a 44 años (107)",61,355,333,6,93.8,1.7,
"De 45 a 49 años (108)",59,440,384,,87.3,,
"De 50 y más años (109)",123,924,772,,83.5,,
,,,,,,,
"RURAL (120)",10239,32682,29307,1278,89.7,3.9,
"De 12 a 14 años (121)",1445,11,10,4,90.9,36.4,
"De 15 a 19 años (122)",1951,936,910,234,97.2,25,
"De 20 a 24 años (123)",1519,3020,2908,331,96.3,11,
"De 25 a 29 años (124)",1390,4774,4524,305,94.8,6.4,
"De 30 a 34 años (125)",968,4684,4373,201,93.4,4.3,
"De 35 a 39 años (126)",942,5730,5209,147,90.9,2.6,
"De 40 a 44 años (127)",562,3730,3340,48,89.5,1.3,
"De 45 a 49 años (128)",463,3179,2753,8,86.6,0.3,
"De 50 y más años (129)",999,6618,5280,,79.8,,
"PEA (130)",3764,13974,12792,492,91.5,3.5,
"De 12 a 14 años (131)",83,2,2,1,100,50,
"De 15 a 19 años (132)",631,415,404,92,97.3,22.2,
"De 20 a 24 años (133)",673,1354,1307,109,96.5,8.1,
"De 25 a 29 años (134)",635,2058,1976,115,96,5.6,
"De 30 a 34 años (135)",459,2140,2021,90,94.4,4.2,
"De 35 a 39 años (136)",462,2753,2523,63,91.6,2.3,
"De 40 a 44 años (137)",256,1604,1451,21,90.5,1.3,
"De 45 a 49 años (138)",203,1277,1143,1,89.5,0.1,
"De 50 y más años (139)",362,2371,1965,,82.9,,
"Ocupada (140)",3724,13922,12748,489,91.6,3.5,
"De 12 a 14 años (141)",76,2,2,1,100,50,
"De 15 a 19 años (142)",615,413,402,92,97.3,22.3,
"De 20 a 24 años (143)",666,1344,1301,108,96.8,8,
"De 25 a 29 años (144)",631,2049,1967,114,96,5.6,
"De 30 a 34 años (145)",457,2129,2011,89,94.5,4.2,
"De 35 a 39 años (146)",460,2747,2518,63,91.7,2.3,
"De 40 a 44 años (147)",254,1590,1439,21,90.5,1.3,
"De 45 a 49 años (148)",203,1277,1143,1,89.5,0.1,
"De 50 y más años (149)",362,2371,1965,,82.9,,
"Desocupada (150)",40,52,44,3,84.6,5.8,
"De 12 a 14 años (151)",7,,,,,,
"De 15 a 19 años (152)",16,2,2,,100,,
"De 20 a 24 años (153)",7,10,6,1,60,10,
"De 25 a 29 años (154)",4,9,9,1,100,11.1,
"De 30 a 34 años (155)",2,11,10,1,90.9,9.1,
"De 35 a 39 años (156)",2,6,5,,83.3,,
"De 40 a 44 años (157)",2,14,12,,85.7,,
"No PEA (160)",6475,18708,16515,786,88.3,4.2,
"De 12 a 14 años (161)",1362,9,8,3,88.9,33.3,
"De 15 a 19 años (162)",1320,521,506,142,97.1,27.3,
"De 20 a 24 años (163)",846,1666,1601,222,96.1,13.3,
"De 25 a 29 años (164)",755,2716,2548,190,93.8,7,
"De 30 a 34 años (165)",509,2544,2352,111,92.5,4.4,
"De 35 a 39 años (166)",480,2977,2686,84,90.2,2.8,
"De 40 a 44 años (167)",306,2126,1889,27,88.9,1.3,
"De 45 a 49 años (168)",260,1902,1610,7,84.6,0.4,
"De 50 y más años (169)",637,4247,3315,,78.1,,
