"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Actividad economica no especificada (043)",182,138,17,13,14
"Mujeres (044)",7666,6620,533,255,258
"Agric., ganadería, caza y silvicultura (045)",4200,3951,222,22,5
"Pesca (046)",3,2,1,,
"Explotación de minas y canteras (047)",4,4,,,
"Industrias manufactureras (048)",238,212,16,6,4
"Suministro de electricidad, gas y agua (049)",2,1,,1,
"Construcción (050)",16,10,3,2,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1158,1111,37,8,2
"Venta, mant.y rep. veh.autom y motoc. (052)",9,9,,,
"Comercio al por mayor (053)",36,33,1,,2
"Comercio al por menor (054)",1113,1069,36,8,
"Hoteles y restaurantes (055)",421,395,20,6,
"Trans., almac. y comunicaciones (056)",55,48,2,3,2
"Intermediación financiera (057)",6,3,1,2,
"Activid.inmobil., empres. y alquileres (058)",89,46,13,14,16
"Admin.pub. y defensa; p. segur soc.afil (059)",93,,,,93
"Enseñanza (060)",575,157,195,182,41
"Servicios sociales y de salud (061)",139,38,9,4,88
"Otras activ. serv.comun.soc y personales (062)",145,137,5,1,2
"Hogares privados con servicio doméstico (063)",287,287,,,
"Actividad economica no especificada (065)",235,218,9,4,4
,,,,,
"URBANA (066)",12055,9630,1032,706,687
"Agric., ganadería, caza y silvicultura (067)",4634,4283,301,36,14
"Pesca (068)",11,9,2,,
"Explotación de minas y canteras (069)",122,15,4,44,59
"Industrias manufactureras (070)",1232,1133,61,20,18
"Suministro de electricidad, gas y agua (071)",20,1,1,16,2
"Construcción (072)",529,416,70,33,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1689,1568,90,24,7
"Venta, mant.y rep. veh.autom y motoc. (074)",159,135,17,3,4
"Comercio al por mayor (075)",57,47,4,3,3
"Comercio al por menor (076)",1473,1386,69,18,
"Hoteles y restaurantes (077)",526,480,34,11,1
"Trans., almac. y comunicaciones (078)",773,667,34,48,24
"Intermediación financiera (079)",11,3,,7,1
"Activid.inmobil., empres. y alquileres (080)",302,158,40,61,43
"Admin.pub. y defensa; p. segur soc.afil (081)",272,,,,272
"Enseñanza (082)",1007,202,319,372,114
"Servicios sociales y de salud (083)",188,60,12,8,108
"Otras activ. serv.comun.soc y personales (084)",254,198,40,12,4
"Hogares privados con servicio doméstico (085)",159,159,,,
"Actividad economica no especificada (087)",326,278,24,14,10
"Hombres (088)",7154,5549,647,488,470
"Agric., ganadería, caza y silvicultura (089)",2546,2356,162,19,9
"Pesca (090)",8,7,1,,
"Explotación de minas y canteras (091)",122,15,4,44,59
"Industrias manufactureras (092)",1041,956,55,16,14
"Suministro de electricidad, gas y agua (093)",19,1,1,15,2
"Construcción (094)",516,408,68,31,9
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",709,630,57,17,5
"Venta, mant.y rep. veh.autom y motoc. (096)",150,126,17,3,4
"Comercio al por mayor (097)",29,22,3,3,1
"Comercio al por menor (098)",530,482,37,11,
"Hoteles y restaurantes (099)",159,136,16,6,1
"Trans., almac. y comunicaciones (100)",734,630,34,46,24
"Intermediación financiera (101)",7,1,,5,1
"Activid.inmobil., empres. y alquileres (102)",226,120,32,47,27
"Admin.pub. y defensa; p. segur soc.afil (103)",195,,,,195
"Enseñanza (104)",521,70,162,216,73
"Servicios sociales y de salud (105)",79,27,5,5,42
"Otras activ. serv.comun.soc y personales (106)",130,82,35,11,2
"Hogares privados con servicio doméstico (107)",11,11,,,
"Actividad economica no especificada (109)",131,99,15,10,7
"Mujeres (110)",4901,4081,385,218,217
"Agric., ganadería, caza y silvicultura (111)",2088,1927,139,17,5
"Pesca (112)",3,2,1,,
"Industrias manufactureras (114)",191,177,6,4,4
"Suministro de electricidad, gas y agua (115)",1,,,1,
"Construcción (116)",13,8,2,2,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",980,938,33,7,2
"Venta, mant.y rep. veh.autom y motoc. (118)",9,9,,,
"Comercio al por mayor (119)",28,25,1,,2
"Comercio al por menor (120)",943,904,32,7,
"Hoteles y restaurantes (121)",367,344,18,5,
"Trans., almac. y comunicaciones (122)",39,37,,2,
"Intermediación financiera (123)",4,2,,2,
"Activid.inmobil., empres. y alquileres (124)",76,38,8,14,16
"Admin.pub. y defensa; p. segur soc.afil (125)",77,,,,77
"Enseñanza (126)",486,132,157,156,41
"Servicios sociales y de salud (127)",109,33,7,3,66
"Otras activ. serv.comun.soc y personales (128)",124,116,5,1,2
"Hogares privados con servicio doméstico (129)",148,148,,,
"Actividad economica no especificada (131)",195,179,9,4,3
,,,,,
"RURAL (132)",6982,6126,479,186,191
"Agric., ganadería, caza y silvicultura (133)",5003,4771,221,11,
"Pesca (134)",4,3,,1,
"Explotación de minas y canteras (135)",114,18,15,51,30
"Industrias manufactureras (136)",200,144,43,11,2
"Suministro de electricidad, gas y agua (137)",11,2,,9,
"Construcción (138)",205,158,30,10,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",373,346,22,4,1
"Venta, mant.y rep. veh.autom y motoc. (140)",49,41,6,1,1
"Comercio al por mayor (141)",12,12,,,
"Comercio al por menor (142)",312,293,16,3,
"Hoteles y restaurantes (143)",81,72,5,4,
"Trans., almac. y comunicaciones (144)",292,256,22,7,7
"Intermediación financiera (145)",3,1,2,,
"Activid.inmobil., empres. y alquileres (146)",67,35,18,5,9
"Admin.pub. y defensa; p. segur soc.afil (147)",79,,,,79
"Enseñanza (148)",208,48,83,66,11
"Servicios sociales y de salud (149)",53,13,2,1,37
"Otras activ. serv.comun.soc y personales (150)",52,35,14,3,
"Hogares privados con servicio doméstico (151)",146,146,,,
"Actividad economica no especificada (153)",91,78,2,3,8
"Hombres (154)",4217,3587,331,149,150
"Agric., ganadería, caza y silvicultura (155)",2891,2747,138,6,
"Pesca (156)",4,3,,1,
"Explotación de minas y canteras (157)",110,14,15,51,30
"Industrias manufactureras (158)",153,109,33,9,2
"Suministro de electricidad, gas y agua (159)",10,1,,9,
"Construcción (160)",202,156,29,10,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",195,173,18,3,1
"Venta, mant.y rep. veh.autom y motoc. (162)",49,41,6,1,1
"Comercio al por mayor (163)",4,4,,,
"Comercio al por menor (164)",142,128,12,2,
"Hoteles y restaurantes (165)",27,21,3,3,
"Trans., almac. y comunicaciones (166)",276,245,20,6,5
"Intermediación financiera (167)",1,,1,,
"Activid.inmobil., empres. y alquileres (168)",54,27,13,5,9
"Admin.pub. y defensa; p. segur soc.afil (169)",63,,,,63
"Enseñanza (170)",119,23,45,40,11
"Servicios sociales y de salud (171)",23,8,,,15
"Otras activ. serv.comun.soc y personales (172)",31,14,14,3,
"Hogares privados con servicio doméstico (173)",7,7,,,
"Actividad economica no especificada (175)",51,39,2,3,7
"Mujeres (176)",2765,2539,148,37,41
"Agric., ganadería, caza y silvicultura (177)",2112,2024,83,5,
"Explotación de minas y canteras (179)",4,4,,,
"Industrias manufactureras (180)",47,35,10,2,
"Suministro de electricidad, gas y agua (181)",1,1,,,
"Construcción (182)",3,2,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",178,173,4,1,
"Comercio al por mayor (185)",8,8,,,
"Comercio al por menor (186)",170,165,4,1,
"Hoteles y restaurantes (187)",54,51,2,1,
"Trans., almac. y comunicaciones (188)",16,11,2,1,2
"Intermediación financiera (189)",2,1,1,,
"Activid.inmobil., empres. y alquileres (190)",13,8,5,,
"Admin.pub. y defensa; p. segur soc.afil (191)",16,,,,16
"Enseñanza (192)",89,25,38,26,
"Servicios sociales y de salud (193)",30,5,2,1,22
"Otras activ. serv.comun.soc y personales (194)",21,21,,,
"Hogares privados con servicio doméstico (195)",139,139,,,
"Actividad economica no especificada (197)",40,39,,,1
