"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
"De 50 y más años (019)",212287,201748,14945,26804,43069,39567,45550,19791,8138,3884,10539,669507
"Ocupada (020)",1337086,1133142,304962,277522,251041,144385,108232,32014,10441,4545,203944,2022964
"De 12 a 14 años (021)",6234,6165,5981,144,40,,,,,,69,224
"De 15 a 19 años (022)",86825,84778,77452,6473,609,177,67,,,,2047,8490
"De 20 a 24 años (023)",194937,141534,90999,40435,8258,1273,316,253,,,53403,63666
"De 25 a 29 años (024)",209203,143514,48407,60074,26360,6656,1733,225,59,,65689,141904
"De 30 a 34 años (025)",194607,158454,31024,57595,45335,16836,6823,653,75,113,36153,233470
"De 35 a 39 años (026)",170773,152196,17068,40445,51026,26826,14520,1931,273,107,18577,300422
"De 40 a 44 años (027)",147208,136602,11296,26896,44353,29211,20019,3904,743,180,10606,322219
"De 45 a 49 años (028)",119328,112198,8142,19228,32844,24558,20091,5669,1315,351,7130,296420
"De 50 y más años (029)",207971,197701,14593,26232,42216,38848,44663,19379,7976,3794,10270,656149
"Desocupada (030)",51428,42484,17778,9803,7011,3840,2861,833,244,114,8944,56401
"De 12 a 14 años (031)",887,880,864,12,4,,,,,,7,20
"De 15 a 19 años (032)",7807,7602,6863,665,58,15,1,,,,205,830
"De 20 a 24 años (033)",12030,9012,5714,2595,595,85,16,7,,,3018,4153
"De 25 a 29 años (034)",8905,6036,1980,2434,1190,337,80,13,2,,2869,6256
"De 30 a 34 años (035)",6073,4728,960,1517,1329,628,266,23,4,1,1345,7373
"De 35 a 39 años (036)",4696,4054,505,976,1276,731,487,65,11,3,642,8344
"De 40 a 44 años (037)",3796,3426,323,626,991,724,608,129,18,7,370,8457
"De 45 a 49 años (038)",2918,2699,217,406,715,601,516,184,47,13,219,7610
"De 50 y más años (039)",4316,4047,352,572,853,719,887,412,162,90,269,13358
"No PEA (040)",1767803,1661230,560762,252192,287531,207083,205652,85840,39524,22646,106573,3483471
"De 12 a 14 años (041)",190783,189146,188249,736,161,,,,,,1637,1058
"De 15 a 19 años (042)",270679,265501,245059,18231,1786,314,111,,,,5178,23189
"De 20 a 24 años (043)",181652,148838,68311,58432,18410,2929,558,198,,,32814,107644
"De 25 a 29 años (044)",147785,126004,14600,53915,41447,12398,3368,199,77,,21781,189939
"De 30 a 34 años (045)",137653,127600,7579,35355,50015,23705,9884,861,104,97,10053,255583
"De 35 a 39 años (046)",121310,115062,4889,20170,42271,28255,16631,2384,361,101,6248,279575
"De 40 a 44 años (047)",106657,101942,4444,12852,31751,26490,20655,4618,879,253,4715,284298
"De 45 a 49 años (048)",94858,90788,3566,9757,23995,22786,21781,6575,1811,517,4070,283348
"De 50 y más años (049)",516426,496349,24065,42744,77695,90206,132664,71005,36292,21678,20077,2058837
,,,,,,,,,,,,
"URBANA (060)",3152892,2833601,882603,538915,545045,354946,316300,118463,50089,27240,319291,5554941
"De 12 a 14 años (061)",197612,195900,194805,890,205,,,,,,1712,1300
"De 15 a 19 años (062)",364829,357414,328987,25298,2444,506,179,,,,7415,32420
"De 20 a 24 años (063)",388188,299015,164914,101277,27204,4274,888,458,,,89173,175113
"De 25 a 29 años (064)",365473,275188,64959,116270,68879,19342,5163,437,138,,90285,337490
"De 30 a 34 años (065)",337976,290436,39548,94385,96541,41103,16931,1534,183,211,47540,495673
"De 35 a 39 años (066)",296464,271006,22445,61558,94488,55738,31561,4364,641,211,25458,587452
"De 40 a 44 años (067)",257412,241728,16047,40354,77048,56374,41202,8633,1632,438,15684,614150
"De 45 a 49 años (068)",216909,205494,11920,29377,57537,47911,42319,12393,3160,877,11415,586551
"De 50 y más años (069)",728029,697420,38978,69506,120699,129698,178057,90644,44335,25503,30609,2724792
"PEA (070)",1387280,1174474,322518,287091,257828,148071,110914,32766,10646,4640,212806,2076379
"De 12 a 14 años (071)",7110,7034,6834,156,44,,,,,,76,244
"De 15 a 19 años (072)",94510,92260,84213,7124,663,192,68,,,,2250,9298
"De 20 a 24 años (073)",206798,150406,96668,42960,8833,1354,331,260,,,56392,67693
"De 25 a 29 años (074)",217925,149397,50371,62438,27503,6978,1808,238,61,,68528,147931
"De 30 a 34 años (075)",200527,163037,31975,59083,46608,17438,7066,674,79,114,37490,240513
"De 35 a 39 años (076)",175315,156101,17560,41403,52263,27524,14968,1990,283,110,19214,308357
"De 40 a 44 años (077)",150881,139910,11609,27509,45323,29907,20595,4024,757,186,10971,330295
"De 45 a 49 años (078)",122150,114803,8357,19626,33549,25140,20578,5837,1354,362,7347,303625
"De 50 y más años (079)",212064,201526,14931,26792,43042,39538,45500,19743,8112,3868,10538,668423
"Ocupada (080)",1335880,1132016,304751,277291,250823,144231,108056,31934,10404,4526,203864,2020030
"De 12 a 14 años (081)",6223,6154,5970,144,40,,,,,,69,224
"De 15 a 19 años (082)",86708,84663,77355,6459,605,177,67,,,,2045,8468
"De 20 a 24 años (083)",194774,141399,90957,40367,8238,1269,315,253,,,53375,63542
"De 25 a 29 años (084)",209025,143366,48392,60005,26315,6641,1729,225,59,,65659,141684
"De 30 a 34 años (085)",194456,158310,31016,57566,45279,16810,6800,651,75,113,36146,233140
"De 35 a 39 años (086)",170622,152050,17056,40427,50988,26793,14482,1925,272,107,18572,300019
"De 40 a 44 años (087)",147086,136485,11286,26883,44332,29183,19988,3895,739,179,10601,321842
"De 45 a 49 años (088)",119235,112107,8140,19220,32835,24539,20062,5654,1308,349,7128,296033
"De 50 y más años (089)",207751,197482,14579,26220,42191,38819,44613,19331,7951,3778,10269,655078
"Desocupada (090)",51400,42458,17767,9800,7005,3840,2858,832,242,114,8942,56349
"De 12 a 14 años (091)",887,880,864,12,4,,,,,,7,20
"De 15 a 19 años (092)",7802,7597,6858,665,58,15,1,,,,205,830
"De 20 a 24 años (093)",12024,9007,5711,2593,595,85,16,7,,,3017,4151
"De 25 a 29 años (094)",8900,6031,1979,2433,1188,337,79,13,2,,2869,6247
"De 30 a 34 años (095)",6071,4727,959,1517,1329,628,266,23,4,1,1344,7373
"De 35 a 39 años (096)",4693,4051,504,976,1275,731,486,65,11,3,642,8338
"De 40 a 44 años (097)",3795,3425,323,626,991,724,607,129,18,7,370,8453
"De 45 a 49 años (098)",2915,2696,217,406,714,601,516,183,46,13,219,7592
"De 50 y más años (099)",4313,4044,352,572,851,719,887,412,161,90,269,13345
"No PEA (100)",1765612,1659127,560085,251824,287217,206875,205386,85697,39443,22600,106485,3478562
"De 12 a 14 años (101)",190502,188866,187971,734,161,,,,,,1636,1056
"De 15 a 19 años (102)",270319,265154,244774,18174,1781,314,111,,,,5165,23122
"De 20 a 24 años (103)",181390,148609,68246,58317,18371,2920,557,198,,,32781,107420
"De 25 a 29 años (104)",147548,125791,14588,53832,41376,12364,3355,199,77,,21757,189559
"De 30 a 34 años (105)",137449,127399,7573,35302,49933,23665,9865,860,104,97,10050,255160
"De 35 a 39 años (106)",121149,114905,4885,20155,42225,28214,16593,2374,358,101,6244,279095
"De 40 a 44 años (107)",106531,101818,4438,12845,31725,26467,20607,4609,875,252,4713,283855
"De 45 a 49 años (108)",94759,90691,3563,9751,23988,22771,21741,6556,1806,515,4068,282926
"De 50 y más años (109)",515965,495894,24047,42714,77657,90160,132557,70901,36223,21635,20071,2056369
,,,,,,,,,,,,
"RURAL (120)",3425,3255,899,602,538,362,445,224,120,65,170,7895
"De 12 a 14 años (121)",292,291,289,2,,,,,,,1,2
"De 15 a 19 años (122)",482,467,387,71,9,,,,,,15,89
"De 20 a 24 años (123)",431,369,110,185,59,13,2,,,,62,350
"De 25 a 29 años (124)",420,366,28,153,118,49,18,,,,54,609
"De 30 a 34 años (125)",357,346,15,82,138,66,42,3,,,11,753
"De 35 a 39 años (126)",315,306,17,33,85,74,77,16,4,,9,889
"De 40 a 44 años (127)",249,242,16,20,47,51,80,18,8,2,7,824
"De 45 a 49 años (128)",195,191,5,14,17,34,69,35,13,4,4,827
"De 50 y más años (129)",684,677,32,42,65,75,157,152,95,59,7,3552
"PEA (130)",1234,1152,222,234,224,154,179,81,39,19,82,2986
"De 12 a 14 años (131)",11,11,11,,,,,,,,,
"De 15 a 19 años (132)",122,120,102,14,4,,,,,,2,22
"De 20 a 24 años (133)",169,140,45,70,20,4,1,,,,29,126
"De 25 a 29 años (134)",183,153,16,70,47,15,5,,,,30,229
"De 30 a 34 años (135)",153,145,9,29,56,26,23,2,,,8,330
"De 35 a 39 años (136)",154,149,13,18,39,33,39,6,1,,5,409
"De 40 a 44 años (137)",123,118,10,13,21,28,32,9,4,1,5,381
"De 45 a 49 años (138)",96,94,2,8,10,19,29,16,8,2,2,405
"De 50 y más años (139)",223,222,14,12,27,29,50,48,26,16,1,1084
"Ocupada (140)",1206,1126,211,231,218,154,176,80,37,19,80,2934
"De 12 a 14 años (141)",11,11,11,,,,,,,,,
"De 15 a 19 años (142)",117,115,97,14,4,,,,,,2,22
"De 20 a 24 años (143)",163,135,42,68,20,4,1,,,,28,124
"De 25 a 29 años (144)",178,148,15,69,45,15,4,,,,30,220
"De 30 a 34 años (145)",151,144,8,29,56,26,23,2,,,7,330
"De 35 a 39 años (146)",151,146,12,18,38,33,38,6,1,,5,403
"De 40 a 44 años (147)",122,117,10,13,21,28,31,9,4,1,5,377
"De 45 a 49 años (148)",93,91,2,8,9,19,29,15,7,2,2,387
"De 50 y más años (149)",220,219,14,12,25,29,50,48,25,16,1,1071
"Desocupada (150)",28,26,11,3,6,,3,1,2,,2,52
"De 15 a 19 años (152)",5,5,5,,,,,,,,,
"De 20 a 24 años (153)",6,5,3,2,,,,,,,1,2
"De 25 a 29 años (154)",5,5,1,1,2,,1,,,,,9
"De 30 a 34 años (155)",2,1,1,,,,,,,,1,
"De 35 a 39 años (156)",3,3,1,,1,,1,,,,,6
"De 40 a 44 años (157)",1,1,,,,,1,,,,,4
"De 45 a 49 años (158)",3,3,,,1,,,1,1,,,18
"De 50 y más años (159)",3,3,,,2,,,,1,,,13
"No PEA (160)",2191,2103,677,368,314,208,266,143,81,46,88,4909
"De 12 a 14 años (161)",281,280,278,2,,,,,,,1,2
"De 15 a 19 años (162)",360,347,285,57,5,,,,,,13,67
"De 20 a 24 años (163)",262,229,65,115,39,9,1,,,,33,224
"De 25 a 29 años (164)",237,213,12,83,71,34,13,,,,24,380
"De 30 a 34 años (165)",204,201,6,53,82,40,19,1,,,3,423
"De 35 a 39 años (166)",161,157,4,15,46,41,38,10,3,,4,480
"De 40 a 44 años (167)",126,124,6,7,26,23,48,9,4,1,2,443
"De 45 a 49 años (168)",99,97,3,6,7,15,40,19,5,2,2,422
"De 50 y más años (169)",461,455,18,30,38,46,107,104,69,43,6,2468
