"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Secundaria (034)",56,1,42,9,4,
"Superior no univ. incompleta (035)",1,,,,1,
"Superior no univ. completa (036)",10,,6,4,,
"Superior univ. incompleta (037)",4,,4,,,
"Superior univ. completa (038)",1,,,1,,
"No PEA (040)",15888,6819,4236,2157,1778,898
"Sin nivel (041)",2706,195,313,618,952,628
"Educación inicial (042)",486,474,5,7,,
"Primaria (043)",9381,5576,1687,1168,707,243
"Secundaria (044)",2986,574,2014,289,92,17
"Superior no univ. incompleta (045)",79,,67,9,2,1
"Superior no univ. completa (046)",67,,30,22,9,6
"Superior univ. incompleta (047)",141,,110,27,3,1
"Superior univ. completa (048)",42,,10,17,13,2
,,,,,,
"URBANA (060)",3524,1011,1009,801,497,206
"Sin nivel (061)",255,6,25,43,87,94
"Educación inicial (062)",59,58,,1,,
"Primaria (063)",1507,772,192,241,213,89
"Secundaria (064)",1068,175,596,193,91,13
"Superior no univ. incompleta (065)",65,,27,28,10,
"Superior no univ. completa (066)",218,,43,128,43,4
"Superior univ. incompleta (067)",152,,87,50,13,2
"Superior univ. completa (068)",200,,39,117,40,4
"PEA (070)",1252,18,345,521,295,73
"Sin nivel (071)",65,,11,13,22,19
"Primaria (073)",371,14,80,113,119,45
"Secundaria (074)",339,4,158,110,62,5
"Superior no univ. incompleta (075)",45,,13,22,10,
"Superior no univ. completa (076)",188,,31,119,38,
"Superior univ. incompleta (077)",67,,18,36,12,1
"Superior univ. completa (078)",177,,34,108,32,3
"Ocupada (080)",1217,18,327,509,291,72
"Sin nivel (081)",64,,11,12,22,19
"Primaria (083)",356,14,75,106,117,44
"Secundaria (084)",329,4,150,109,61,5
"Superior no univ. incompleta (085)",44,,13,22,9,
"Superior no univ. completa (086)",185,,30,117,38,
"Superior univ. incompleta (087)",63,,14,36,12,1
"Superior univ. completa (088)",176,,34,107,32,3
"Desocupada (090)",35,,18,12,4,1
"Sin nivel (091)",1,,,1,,
"Primaria (093)",15,,5,7,2,1
"Secundaria (094)",10,,8,1,1,
"Superior no univ. incompleta (095)",1,,,,1,
"Superior no univ. completa (096)",3,,1,2,,
"Superior univ. incompleta (097)",4,,4,,,
"Superior univ. completa (098)",1,,,1,,
"No PEA (100)",2272,993,664,280,202,133
"Sin nivel (101)",190,6,14,30,65,75
"Educación inicial (102)",59,58,,1,,
"Primaria (103)",1136,758,112,128,94,44
"Secundaria (104)",729,171,438,83,29,8
"Superior no univ. incompleta (105)",20,,14,6,,
"Superior no univ. completa (106)",30,,12,9,5,4
"Superior univ. incompleta (107)",85,,69,14,1,1
"Superior univ. completa (108)",23,,5,9,8,1
,,,,,,
"RURAL (120)",18753,5902,5334,3603,2837,1077
"Sin nivel (121)",3165,202,388,757,1140,678
"Educación inicial (122)",435,416,10,9,,
"Primaria (123)",11146,4870,2413,2064,1434,365
"Secundaria (124)",3543,414,2311,583,208,27
"Superior no univ. incompleta (125)",105,,70,22,12,1
"Superior no univ. completa (126)",184,,70,90,21,3
"Superior univ. incompleta (127)",90,,54,28,7,1
"Superior univ. completa (128)",85,,18,50,15,2
"PEA (130)",5137,76,1762,1726,1261,312
"Sin nivel (131)",649,13,89,169,253,125
"Educación inicial (132)",8,,5,3,,
"Primaria (133)",2901,52,838,1024,821,166
"Secundaria (134)",1286,11,735,377,145,18
"Superior no univ. incompleta (135)",46,,17,19,10,
"Superior no univ. completa (136)",147,,52,77,17,1
"Superior univ. incompleta (137)",34,,13,15,5,1
"Superior univ. completa (138)",66,,13,42,10,1
"Ocupada (140)",4963,70,1665,1679,1240,309
"Sin nivel (141)",629,12,83,161,250,123
"Educación inicial (142)",8,,5,3,,
"Primaria (143)",2800,48,786,995,806,165
"Secundaria (144)",1240,10,701,369,142,18
"Superior no univ. incompleta (145)",46,,17,19,10,
"Superior no univ. completa (146)",140,,47,75,17,1
"Superior univ. incompleta (147)",34,,13,15,5,1
"Superior univ. completa (148)",66,,13,42,10,1
"Desocupada (150)",174,6,97,47,21,3
"Sin nivel (151)",20,1,6,8,3,2
"Primaria (153)",101,4,52,29,15,1
"Secundaria (154)",46,1,34,8,3,
"Superior no univ. completa (156)",7,,5,2,,
"No PEA (160)",13616,5826,3572,1877,1576,765
"Sin nivel (161)",2516,189,299,588,887,553
"Educación inicial (162)",427,416,5,6,,
"Primaria (163)",8245,4818,1575,1040,613,199
"Secundaria (164)",2257,403,1576,206,63,9
"Superior no univ. incompleta (165)",59,,53,3,2,1
"Superior no univ. completa (166)",37,,18,13,4,2
"Superior univ. incompleta (167)",56,,41,13,2,
"Superior univ. completa (168)",19,,5,8,5,1
