"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Enseñanza (038)",4508,,456,2090,1884,78
"Servicios sociales y de salud (039)",934,,131,386,398,19
"Otras activ. serv.comun.soc y personales (040)",1027,31,465,308,188,35
"Hogares privados con servicio doméstico (041)",66,6,31,16,11,2
"Organiz. y organos extraterritoriales (042)",6,,,3,3,
"Actividad economica no especificada (043)",644,4,231,193,159,57
"Mujeres (045)",41294,552,11910,14400,11079,3353
"Agric., ganadería, caza y silvicultura (046)",15127,243,3631,3946,4762,2545
"Pesca (047)",201,3,87,67,36,8
"Explotación de minas y canteras (048)",21,,7,10,4,
"Industrias manufactureras (049)",4544,59,1591,1771,978,145
"Suministro de electricidad, gas y agua (050)",38,,13,12,13,
"Construcción (051)",104,1,38,45,19,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",7729,128,2095,2885,2169,452
"Venta, mant.y rep. veh.autom.y motoc. (053)",104,,53,34,15,2
"Comercio al por mayor (054)",215,,62,101,42,10
"Comercio al por menor (055)",7410,128,1980,2750,2112,440
"Hoteles y restaurantes (056)",2188,52,830,754,506,46
"Trans., almac. y comunicaciones (057)",912,8,487,278,124,15
"Intermediación financiera (058)",214,,103,93,18,
"Activid.inmobil., empres. y alquileres (059)",828,,355,326,143,4
"Admin.pub. y defensa; p. segur.soc.afil (060)",1492,,555,598,336,3
"Enseñanza (061)",3710,,571,2170,959,10
"Servicios sociales y de salud (062)",1454,,297,640,511,6
"Otras activ. serv.comun.soc y personales (063)",972,17,405,338,193,19
"Hogares privados con servicio doméstico (064)",964,38,578,211,121,16
"Organiz. y organos extraterritoriales (065)",4,,,3,1,
"Actividad economica no especificada (066)",792,3,267,253,186,83
,,,,,,
"URBANA (067)",53800,617,15727,21197,14340,1919
"Agric., ganadería, caza y silvicultura (068)",3803,61,918,1086,1195,543
"Pesca (069)",88,,33,28,21,6
"Explotación de minas y canteras (070)",255,,99,113,40,3
"Industrias manufactureras (071)",4393,46,1447,1711,1032,157
"Suministro de electricidad, gas y agua (072)",219,,59,91,66,3
"Construcción (073)",3509,21,1014,1477,877,120
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",10632,226,2996,3914,2898,598
"Venta, mant.y rep. veh.autom.y motoc. (075)",763,9,290,288,162,14
"Comercio al por mayor (076)",370,3,124,165,68,10
"Comercio al por menor (077)",9499,214,2582,3461,2668,574
"Hoteles y restaurantes (078)",3227,95,1316,1051,691,74
"Trans., almac. y comunicaciones (079)",5366,76,2309,1854,1027,100
"Intermediación financiera (080)",483,,183,225,74,1
"Activid.inmobil., empres. y alquileres (081)",2835,,1009,1194,593,39
"Admin.pub. y defensa; p. segur.soc.afil (082)",5225,,1335,2280,1565,45
"Enseñanza (083)",7729,,934,4050,2667,78
"Servicios sociales y de salud (084)",2295,,397,994,883,21
"Otras activ. serv.comun.soc y personales (085)",1815,47,777,587,357,47
"Hogares privados con servicio doméstico (086)",911,38,546,200,112,15
"Organiz. y organos extraterritoriales (087)",10,,,6,4,
"Actividad economica no especificada (088)",1005,7,355,336,238,69
"Hombres (089)",30155,352,8685,11655,8334,1129
"Agric., ganadería, caza y silvicultura (090)",2222,40,521,629,676,356
"Pesca (091)",55,,20,16,14,5
"Explotación de minas y canteras (092)",242,,95,107,37,3
"Industrias manufactureras (093)",2222,27,826,746,518,105
"Suministro de electricidad, gas y agua (094)",181,,46,79,53,3
"Construcción (095)",3424,20,983,1439,863,119
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",3579,115,1092,1266,904,202
"Venta, mant.y rep. veh.autom.y motoc. (097)",667,9,243,255,148,12
"Comercio al por mayor (098)",180,3,70,74,29,4
"Comercio al por menor (099)",2732,103,779,937,727,186
"Hoteles y restaurantes (100)",1180,43,556,344,207,30
"Trans., almac. y comunicaciones (101)",4489,69,1840,1582,913,85
"Intermediación financiera (102)",269,,80,132,56,1
"Activid.inmobil., empres. y alquileres (103)",2025,,665,873,451,36
"Admin.pub. y defensa; p. segur.soc.afil (104)",3838,,834,1721,1241,42
"Enseñanza (105)",4126,,414,1920,1723,69
"Servicios sociales y de salud (106)",880,,118,369,377,16
"Otras activ. serv.comun.soc y personales (107)",882,30,395,258,171,28
"Hogares privados con servicio doméstico (108)",53,4,27,14,8,
"Organiz. y organos extraterritoriales (109)",6,,,3,3,
"Actividad economica no especificada (110)",482,4,173,157,119,29
"Mujeres (112)",23645,265,7042,9542,6006,790
"Agric., ganadería, caza y silvicultura (113)",1581,21,397,457,519,187
"Pesca (114)",33,,13,12,7,1
"Explotación de minas y canteras (115)",13,,4,6,3,
"Industrias manufactureras (116)",2171,19,621,965,514,52
"Suministro de electricidad, gas y agua (117)",38,,13,12,13,
"Construcción (118)",85,1,31,38,14,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",7053,111,1904,2648,1994,396
"Venta, mant.y rep. veh.autom.y motoc. (120)",96,,47,33,14,2
"Comercio al por mayor (121)",190,,54,91,39,6
"Comercio al por menor (122)",6767,111,1803,2524,1941,388
"Hoteles y restaurantes (123)",2047,52,760,707,484,44
"Trans., almac. y comunicaciones (124)",877,7,469,272,114,15
"Intermediación financiera (125)",214,,103,93,18,
"Activid.inmobil., empres. y alquileres (126)",810,,344,321,142,3
"Admin.pub. y defensa; p. segur.soc.afil (127)",1387,,501,559,324,3
"Enseñanza (128)",3603,,520,2130,944,9
"Servicios sociales y de salud (129)",1415,,279,625,506,5
"Otras activ. serv.comun.soc y personales (130)",933,17,382,329,186,19
"Hogares privados con servicio doméstico (131)",858,34,519,186,104,15
"Organiz. y organos extraterritoriales (132)",4,,,3,1,
"Actividad economica no especificada (133)",523,3,182,179,119,40
,,,,,,
"RURAL (134)",39880,564,10298,11177,11487,6354
"Agric., ganadería, caza y silvicultura (135)",30191,441,6693,7865,9321,5871
"Pesca (136)",687,14,266,238,136,33
"Explotación de minas y canteras (137)",246,,124,90,29,3
"Industrias manufactureras (138)",3325,68,1361,1091,648,157
"Suministro de electricidad, gas y agua (139)",9,,2,4,3,
"Construcción (140)",1190,1,372,435,323,59
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",1141,26,344,379,301,91
"Venta, mant.y rep. veh.autom.y motoc. (142)",103,,60,29,14,
"Comercio al por mayor (143)",56,,15,25,11,5
"Comercio al por menor (144)",982,26,269,325,276,86
"Hoteles y restaurantes (145)",225,1,104,79,37,4
"Trans., almac. y comunicaciones (146)",840,6,348,299,170,17
"Intermediación financiera (147)",3,,2,1,,
"Activid.inmobil., empres. y alquileres (148)",132,,63,35,24,10
"Admin.pub. y defensa; p. segur.soc.afil (149)",575,,196,223,142,14
"Enseñanza (150)",489,,93,210,176,10
"Servicios sociales y de salud (151)",93,,31,32,26,4
"Otras activ. serv.comun.soc y personales (152)",184,1,93,59,24,7
"Hogares privados con servicio doméstico (153)",119,6,63,27,20,3
"Actividad economica no especificada (155)",431,,143,110,107,71
"Hombres (156)",22231,277,5430,6319,6414,3791
"Agric., ganadería, caza y silvicultura (157)",16645,219,3459,4376,5078,3513
"Pesca (158)",519,11,192,183,107,26
"Explotación de minas y canteras (159)",238,,121,86,28,3
"Industrias manufactureras (160)",952,28,391,285,184,64
"Suministro de electricidad, gas y agua (161)",9,,2,4,3,
"Construcción (162)",1171,1,365,428,318,59
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",465,9,153,142,126,35
"Venta, mant.y rep. veh.autom.y motoc. (164)",95,,54,28,13,
"Comercio al por mayor (165)",31,,7,15,8,1
"Comercio al por menor (166)",339,9,92,99,105,34
"Hoteles y restaurantes (167)",84,1,34,32,15,2
"Trans., almac. y comunicaciones (168)",805,5,330,293,160,17
"Intermediación financiera (169)",3,,2,1,,
"Activid.inmobil., empres. y alquileres (170)",114,,52,30,23,9
"Admin.pub. y defensa; p. segur.soc.afil (171)",470,,142,184,130,14
"Enseñanza (172)",382,,42,170,161,9
"Servicios sociales y de salud (173)",54,,13,17,21,3
"Otras activ. serv.comun.soc y personales (174)",145,1,70,50,17,7
"Hogares privados con servicio doméstico (175)",13,2,4,2,3,2
"Actividad economica no especificada (177)",162,,58,36,40,28
"Mujeres (179)",17649,287,4868,4858,5073,2563
"Agric., ganadería, caza y silvicultura (180)",13546,222,3234,3489,4243,2358
"Pesca (181)",168,3,74,55,29,7
"Explotación de minas y canteras (182)",8,,3,4,1,
"Industrias manufactureras (183)",2373,40,970,806,464,93
"Construcción (185)",19,,7,7,5,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",676,17,191,237,175,56
"Venta, mant.y rep. veh.autom.y motoc. (187)",8,,6,1,1,
"Comercio al por mayor (188)",25,,8,10,3,4
"Comercio al por menor (189)",643,17,177,226,171,52
"Hoteles y restaurantes (190)",141,,70,47,22,2
"Trans., almac. y comunicaciones (191)",35,1,18,6,10,
"Activid.inmobil., empres. y alquileres (193)",18,,11,5,1,1
"Admin.pub. y defensa; p. segur.soc.afil (194)",105,,54,39,12,
"Enseñanza (195)",107,,51,40,15,1
"Servicios sociales y de salud (196)",39,,18,15,5,1
"Otras activ. serv.comun.soc y personales (197)",39,,23,9,7,
"Hogares privados con servicio doméstico (198)",106,4,59,25,17,1
"Actividad economica no especificada (200)",269,,85,74,67,43
