"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Sin nivel (061)",324,282,25,9,8
"Educación inicial (062)",3,2,1,,
"Primaria (063)",1363,1115,122,75,51
"Secundaria (064)",1794,1207,246,188,153
"Superior no univ. incompleta (065)",451,263,75,42,71
"Superior no univ. completa (066)",1308,549,283,253,223
"Superior univ. incompleta (067)",200,93,39,38,30
"Superior univ. completa (068)",765,294,164,176,131
"De 06 a 14 años (070)",55,51,2,2,
"Sin nivel (071)",1,1,,,
"Primaria (073)",32,29,2,1,
"Secundaria (074)",22,21,,1,
"De 15 a 29 años (080)",1787,1054,298,214,221
"Sin nivel (081)",23,17,3,2,1
"Educación inicial (082)",3,2,1,,
"Primaria (083)",168,122,22,14,10
"Secundaria (084)",780,511,120,83,66
"Superior no univ. incompleta (085)",216,139,35,17,25
"Superior no univ. completa (086)",357,166,64,52,75
"Superior univ. incompleta (087)",74,36,14,12,12
"Superior univ. completa (088)",166,61,39,34,32
"De 30 a 44 años (090)",2337,1267,426,357,287
"Sin nivel (091)",91,77,6,5,3
"Primaria (093)",381,296,44,24,17
"Secundaria (094)",609,408,83,64,54
"Superior no univ. incompleta (095)",159,78,32,18,31
"Superior no univ. completa (096)",659,245,168,142,104
"Superior univ. incompleta (097)",82,38,17,15,12
"Superior univ. completa (098)",356,125,76,89,66
"De 45 a 64 años (100)",1578,1025,209,195,149
"Sin nivel (101)",114,103,10,,1
"Primaria (103)",529,434,44,29,22
"Secundaria (104)",331,222,41,38,30
"Superior no univ. incompleta (105)",69,39,8,7,15
"Superior no univ. completa (106)",263,112,50,58,43
"Superior univ. incompleta (107)",43,18,8,11,6
"Superior univ. completa (108)",229,97,48,52,32
"De 65 y más años (110)",451,408,20,13,10
"Sin nivel (111)",95,84,6,2,3
"Primaria (113)",253,234,10,7,2
"Secundaria (114)",52,45,2,2,3
"Superior no univ. incompleta (115)",7,7,,,
"Superior no univ. completa (116)",29,26,1,1,1
"Superior univ. incompleta (117)",1,1,,,
"Superior univ. completa (118)",14,11,1,1,1
,,,,,
"RURAL (120)",9535,5899,931,1106,1599
"Sin nivel (121)",1512,1319,108,52,33
"Educación inicial (122)",12,12,,,
"Primaria (123)",3153,2508,275,217,153
"Secundaria (124)",2555,1465,294,310,486
"Superior no univ. incompleta (125)",529,158,50,97,224
"Superior no univ. completa (126)",1085,338,137,234,376
"Superior univ. incompleta (127)",226,27,27,62,110
"Superior univ. completa (128)",463,72,40,134,217
"De 06 a 14 años (130)",46,41,4,1,
"Sin nivel (131)",3,3,,,
"Educación inicial (132)",2,2,,,
"Primaria (133)",34,30,3,1,
"Secundaria (134)",7,6,1,,
"De 15 a 29 años (140)",3045,1763,299,401,582
"Sin nivel (141)",126,108,8,7,3
"Educación inicial (142)",6,6,,,
"Primaria (143)",682,542,62,49,29
"Secundaria (144)",1385,836,145,152,252
"Superior no univ. incompleta (145)",249,95,25,46,83
"Superior no univ. completa (146)",412,138,42,95,137
"Superior univ. incompleta (147)",63,14,10,19,20
"Superior univ. completa (148)",122,24,7,33,58
"De 30 a 44 años (150)",3362,1758,349,509,746
"Sin nivel (151)",411,348,34,15,14
"Educación inicial (152)",4,4,,,
"Primaria (153)",974,752,83,83,56
"Secundaria (154)",814,431,97,121,165
"Superior no univ. incompleta (155)",225,37,19,47,122
"Superior no univ. completa (156)",537,143,79,121,194
"Superior univ. incompleta (157)",125,9,14,34,68
"Superior univ. completa (158)",272,34,23,88,127
"De 45 a 64 años (160)",2264,1618,228,161,257
"Sin nivel (161)",623,551,44,19,9
"Primaria (163)",1030,806,101,62,61
"Secundaria (164)",328,174,49,36,69
"Superior no univ. incompleta (165)",51,22,6,4,19
"Superior no univ. completa (166)",125,47,15,18,45
"Superior univ. incompleta (167)",38,4,3,9,22
"Superior univ. completa (168)",69,14,10,13,32
"De 65 y más años (170)",818,719,51,34,14
"Sin nivel (171)",349,309,22,11,7
"Primaria (173)",433,378,26,22,7
"Secundaria (174)",21,18,2,1,
"Superior no univ. incompleta (175)",4,4,,,
"Superior no univ. completa (176)",11,10,1,,
