"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",166,,,2,11,8,22,9,114
"Profes., científicos e intelectuales (038)",10361,,,,144,296,1827,454,7640
"Técnicos de nivel medio ytrab.asimilados (039)",3738,6,,73,400,527,1087,984,661
"Jefes y empleados de oficina (040)",2985,,,11,471,255,643,553,1052
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",12008,611,6,2388,5174,874,1041,1048,866
"Agricult.trabaj. calif.agrop. y pesquros (042)",2810,326,5,1189,1012,55,70,70,83
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",5391,166,10,1151,2635,381,478,338,232
"Obreros. construc., conf., papel, fab., instr (044)",6402,91,1,1243,3672,382,347,466,200
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",12004,1036,19,3906,5251,606,428,488,270
"Otra (046)",707,,,,146,58,263,95,145
"Ocupación no especificada (047)",1423,81,1,298,539,92,83,144,185
"Hombres (048)",33456,609,19,5460,12698,1995,3000,3105,6570
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",113,,,1,10,5,11,5,81
"Profes., científicos e intelectuales (050)",5380,,,,54,121,686,302,4217
"Técnicos de nivel medio ytrab.asimilados (051)",2439,1,,35,283,389,590,714,427
"Jefes y empleados de oficina (052)",1505,,,6,278,107,213,303,598
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",4204,33,,518,2098,303,300,539,413
"Agricult.trabaj. calif.agrop. y pesquros (054)",2191,159,2,922,875,48,52,63,70
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",4343,83,9,915,2200,289,373,291,183
"Obreros. construc., conf., papel, fab., instr (056)",6176,77,1,1188,3588,365,324,449,184
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",5620,234,6,1705,2832,265,166,268,144
"Otra (058)",647,,,,139,51,240,83,134
"Ocupación no especificada (059)",838,22,1,170,341,52,45,88,119
"Mujeres (060)",24539,1708,23,4801,6757,1539,3289,1544,4878
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",53,,,1,1,3,11,4,33
"Profes., científicos e intelectuales (062)",4981,,,,90,175,1141,152,3423
"Técnicos de nivel medio ytrab.asimilados (063)",1299,5,,38,117,138,497,270,234
"Jefes y empleados de oficina (064)",1480,,,5,193,148,430,250,454
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",7804,578,6,1870,3076,571,741,509,453
"Agricult.trabaj. calif.agrop. y pesquros (066)",619,167,3,267,137,7,18,7,13
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",1048,83,1,236,435,92,105,47,49
"Obreros. construc., conf., papel, fab., instr (068)",226,14,,55,84,17,23,17,16
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",6384,802,13,2201,2419,341,262,220,126
"Otra (070)",60,,,,7,7,23,12,11
"Ocupación no especificada (071)",585,59,,128,198,40,38,56,66
,,,,,,,,,
"RURAL (072)",13288,2179,78,6504,4053,132,129,88,125
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",12,,,2,5,,1,,4
"Profes., científicos e intelectuales (074)",208,,,,72,19,39,12,66
"Técnicos de nivel medio ytrab.asimilados (075)",58,,,6,16,8,17,11,
"Jefes y empleados de oficina (076)",54,,,1,35,1,6,2,9
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",514,100,3,188,195,14,7,5,2
"Agricult.trabaj. calif.agrop. y pesquros (078)",6366,1059,14,3348,1826,36,26,30,27
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",310,32,1,142,116,10,5,3,1
"Obreros. construc., conf., papel, fab., instr (080)",485,15,,204,247,6,2,9,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",4568,763,17,2308,1406,33,19,12,10
"Otra (082)",1,,,,1,,,,
"Ocupación no especificada (083)",712,210,43,305,134,5,7,4,4
"Hombres (084)",9923,1158,53,4973,3402,82,88,73,94
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",9,,,2,4,,1,,2
"Profes., científicos e intelectuales (086)",121,,,,33,4,27,9,48
"Técnicos de nivel medio ytrab.asimilados (087)",37,,,4,12,5,7,9,
"Jefes y empleados de oficina (088)",44,,,1,30,,4,2,7
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",149,12,,48,78,5,5,1,
"Agricult.trabaj. calif.agrop. y pesquros (090)",5645,791,12,3023,1713,31,22,30,23
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",263,24,1,116,110,6,4,1,1
"Obreros. construc., conf., papel, fab., instr (092)",479,13,,202,245,6,2,9,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",2841,257,6,1435,1091,22,12,9,9
"Otra (094)",1,,,,1,,,,
"Ocupación no especificada (095)",334,61,34,142,85,3,4,3,2
"Mujeres (096)",3365,1021,25,1531,651,50,41,15,31
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",3,,,,1,,,,2
"Profes., científicos e intelectuales (098)",87,,,,39,15,12,3,18
"Técnicos de nivel medio ytrab.asimilados (099)",21,,,2,4,3,10,2,
"Jefes y empleados de oficina (100)",10,,,,5,1,2,,2
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",365,88,3,140,117,9,2,4,2
"Agricult.trabaj. calif.agrop. y pesquros (102)",721,268,2,325,113,5,4,,4
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",47,8,,26,6,4,1,2,
"Obreros. construc., conf., papel, fab., instr (104)",6,2,,2,2,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",1727,506,11,873,315,11,7,3,1
"Ocupación no especificada (107)",378,149,9,163,49,2,3,1,2
