"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Otro(a) pariente (043)",7527,441,158,1423,2662,549,520,946,828
"Trabajador(a) del hogar (044)",342,14,,71,211,24,11,6,5
"Pensionista (045)",102,1,,4,36,21,11,19,10
"Otro(a) no pariente (046)",1953,83,19,317,678,168,157,243,288
"Hombres (048)",61239,3496,1669,12437,18976,2999,4635,6708,10319
"Jefe o Jefa (049)",25367,398,4,3275,7789,1319,3077,2477,7028
"Esposa(o)/ compa¤era(o) (050)",1494,25,,138,538,112,179,169,333
"Hijo(a)/ hijastro(a) (051)",26257,2384,1353,7260,8116,1104,860,3165,2015
"Yerno/ nuera (052)",923,1,2,21,282,65,157,117,278
"Nieto(a) (053)",1905,434,216,716,357,33,17,97,35
"Padres/ suegros (054)",409,70,,189,89,4,17,6,34
"Otro(a) pariente (055)",3872,157,87,705,1423,272,256,536,436
"Trabajador(a) del hogar (056)",17,1,,1,10,,1,2,2
"Pensionista (057)",55,,,1,19,12,8,7,8
"Otro(a) no pariente (058)",940,26,7,131,353,78,63,132,150
"Mujeres (060)",65106,6171,1662,15698,19208,3252,5354,5145,8616
"Jefe o Jefa (061)",12664,1325,6,2684,3453,670,1407,966,2153
"Esposa(o)/ compa¤era(o) (062)",18718,1178,11,4088,5900,884,2257,979,3421
"Hijo(a)/ hijastro(a) (063)",24918,2381,1367,6859,7262,1189,1117,2498,2245
"Yerno/ nuera (064)",881,2,1,53,324,73,155,80,193
"Nieto(a) (065)",1745,378,194,678,333,28,19,80,35
"Padres/ suegros (066)",1140,552,,359,154,8,28,5,34
"Otro(a) pariente (067)",3655,284,71,718,1239,277,264,410,392
"Trabajador(a) del hogar (068)",325,13,,70,201,24,10,4,3
"Pensionista (069)",47,1,,3,17,9,3,12,2
"Otro(a) no pariente (070)",1013,57,12,186,325,90,94,111,138
,,,,,,,,,
"RURAL (072)",87497,16926,1862,35884,28214,1571,1324,847,869
"Jefe o Jefa (073)",29572,5979,10,12696,9212,405,603,227,440
"Esposa(o)/ compa¤era(o) (074)",16755,4720,10,7647,4060,97,107,48,66
"Hijo(a)/ hijastro(a) (075)",34290,4428,1594,13116,12909,946,507,493,297
"Yerno/ nuera (076)",974,18,1,230,605,29,42,21,28
"Nieto(a) (077)",2340,583,172,995,524,34,12,16,4
"Padres/ suegros (078)",809,630,,168,7,1,2,,1
"Otro(a) pariente (079)",2492,510,72,942,815,47,44,35,27
"Trabajador(a) del hogar (080)",19,6,,5,7,,,1,
"Pensionista (081)",6,4,,1,,,,1,
"Otro(a) no pariente (082)",240,48,3,84,75,12,7,5,6
"Hombres (084)",43343,5198,945,17499,16500,1028,925,586,662
"Jefe o Jefa (085)",21144,2232,6,9615,7795,367,535,200,394
"Esposa(o)/ compa¤era(o) (086)",658,73,,214,299,12,22,14,24
"Hijo(a)/ hijastro(a) (087)",18273,2263,810,6482,7303,585,301,326,203
"Yerno/ nuera (088)",393,3,1,55,266,9,28,11,20
"Nieto(a) (089)",1214,294,88,495,300,22,5,9,1
"Padres/ suegros (090)",237,119,,111,5,1,1,,
"Otro(a) pariente (091)",1285,193,38,484,484,24,27,21,14
"Trabajador(a) del hogar (092)",9,2,,2,4,,,1,
"Pensionista (093)",3,1,,1,,,,1,
"Otro(a) no pariente (094)",127,18,2,40,44,8,6,3,6
"Mujeres (096)",44154,11728,917,18385,11714,543,399,261,207
"Jefe o Jefa (097)",8428,3747,4,3081,1417,38,68,27,46
"Esposa(o)/ compa¤era(o) (098)",16097,4647,10,7433,3761,85,85,34,42
"Hijo(a)/ hijastro(a) (099)",16017,2165,784,6634,5606,361,206,167,94
"Yerno/ nuera (100)",581,15,,175,339,20,14,10,8
"Nieto(a) (101)",1126,289,84,500,224,12,7,7,3
"Padres/ suegros (102)",572,511,,57,2,,1,,1
"Otro(a) pariente (103)",1207,317,34,458,331,23,17,14,13
"Trabajador(a) del hogar (104)",10,4,,3,3,,,,
"Pensionista (105)",3,3,,,,,,,
"Otro(a) no pariente (106)",113,30,1,44,31,4,1,2,
