"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Otras activ. serv.comun.soc y personales (041)",141,15,58,39,21,8
"Hogares privados con servicio doméstico (042)",19,6,10,1,1,1
"Actividad economica no especificada (044)",274,3,128,74,50,19
"Desocupado (045)",1364,63,738,354,173,36
"Mujeres (046)",7823,411,3143,2466,1442,361
"Agric., ganadería, caza y silvicultura (047)",2334,265,1051,484,387,147
"Pesca (048)",1,,,,1,
"Explotación de minas y canteras (049)",11,,7,4,,
"Industrias manufactureras (050)",448,16,174,134,90,34
"Suministro de electricidad, gas y agua (051)",2,,1,1,,
"Construcción (052)",35,,18,12,5,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",1230,17,356,445,342,70
"Venta, mant.y rep. veh.autom.y motoc. (054)",11,,7,2,2,
"Comercio al por mayor (055)",48,,19,18,11,
"Comercio al por menor (056)",1171,17,330,425,329,70
"Hoteles y restaurantes (057)",660,21,225,219,159,36
"Trans., almac. y comunicaciones (058)",41,1,28,12,,
"Intermediación financiera (059)",25,,18,7,,
"Activid.inmobil., empres. y alquileres (060)",84,,54,20,10,
"Admin.pub. y defensa; p. segur.soc afil (061)",121,,53,43,25,
"Enseñanza (062)",832,,186,505,139,2
"Servicios sociales y de salud (063)",140,,48,62,30,
"Otras activ. serv.comun.soc y personales (064)",286,11,71,138,57,9
"Hogares privados con servicio doméstico (065)",602,41,386,113,54,8
"Actividad economica no especificada (067)",600,,220,199,131,50
"Desocupado (068)",371,39,247,68,12,5
,,,,,,
"URBANA (069)",11676,212,4118,4314,2544,488
"Agric., ganadería, caza y silvicultura (070)",1843,33,486,605,527,192
"Pesca (071)",2,,,,2,
"Explotación de minas y canteras (072)",458,1,262,134,57,4
"Industrias manufactureras (073)",819,13,269,269,209,59
"Suministro de electricidad, gas y agua (074)",22,,8,7,5,2
"Construcción (075)",898,13,316,353,201,15
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",2048,51,639,738,505,115
"Venta, mant.y rep. veh.autom.y motoc. (077)",193,8,95,59,28,3
"Comercio al por mayor (078)",119,2,43,44,29,1
"Comercio al por menor (079)",1736,41,501,635,448,111
"Hoteles y restaurantes (080)",601,24,208,204,138,27
"Trans., almac. y comunicaciones (081)",791,6,380,256,144,5
"Intermediación financiera (082)",49,,35,12,2,
"Activid.inmobil., empres. y alquileres (083)",255,1,108,91,51,4
"Admin.pub. y defensa; p. segur.soc afil (084)",459,,143,202,112,2
"Enseñanza (085)",1295,,223,790,276,6
"Servicios sociales y de salud (086)",201,,48,96,55,2
"Otras activ. serv.comun.soc y personales (087)",360,22,104,156,65,13
"Hogares privados con servicio doméstico (088)",474,31,307,92,38,6
"Actividad economica no especificada (090)",341,1,146,109,66,19
"Desocupado (091)",760,16,436,200,91,17
"Hombres (092)",7594,138,2684,2710,1713,349
"Agric., ganadería, caza y silvicultura (093)",1680,30,450,551,475,174
"Pesca (094)",1,,,,1,
"Explotación de minas y canteras (095)",450,1,258,130,57,4
"Industrias manufactureras (096)",665,11,235,205,167,47
"Suministro de electricidad, gas y agua (097)",21,,7,7,5,2
"Construcción (098)",869,13,301,342,198,15
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",993,38,341,349,211,54
"Venta, mant.y rep. veh.autom.y motoc. (100)",183,8,89,57,26,3
"Comercio al por mayor (101)",75,2,27,27,18,1
"Comercio al por menor (102)",735,28,225,265,167,50
"Hoteles y restaurantes (103)",106,9,42,31,18,6
"Trans., almac. y comunicaciones (104)",755,5,357,244,144,5
"Intermediación financiera (105)",24,,17,5,2,
"Activid.inmobil., empres. y alquileres (106)",179,1,60,73,41,4
"Admin.pub. y defensa; p. segur.soc afil (107)",348,,95,164,87,2
"Enseñanza (108)",578,,76,348,150,4
"Servicios sociales y de salud (109)",78,,11,39,26,2
"Otras activ. serv.comun.soc y personales (110)",116,15,45,31,17,8
"Hogares privados con servicio doméstico (111)",12,3,6,1,1,1
"Actividad economica no especificada (113)",145,1,66,42,29,7
"Desocupado (114)",574,11,317,148,84,14
"Mujeres (115)",4082,74,1434,1604,831,139
"Agric., ganadería, caza y silvicultura (116)",163,3,36,54,52,18
"Pesca (117)",1,,,,1,
"Explotación de minas y canteras (118)",8,,4,4,,
"Industrias manufactureras (119)",154,2,34,64,42,12
"Suministro de electricidad, gas y agua (120)",1,,1,,,
"Construcción (121)",29,,15,11,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",1055,13,298,389,294,61
"Venta, mant.y rep. veh.autom.y motoc. (123)",10,,6,2,2,
"Comercio al por mayor (124)",44,,16,17,11,
"Comercio al por menor (125)",1001,13,276,370,281,61
"Hoteles y restaurantes (126)",495,15,166,173,120,21
"Trans., almac. y comunicaciones (127)",36,1,23,12,,
"Intermediación financiera (128)",25,,18,7,,
"Activid.inmobil., empres. y alquileres (129)",76,,48,18,10,
"Admin.pub. y defensa; p. segur.soc afil (130)",111,,48,38,25,
"Enseñanza (131)",717,,147,442,126,2
"Servicios sociales y de salud (132)",123,,37,57,29,
"Otras activ. serv.comun.soc y personales (133)",244,7,59,125,48,5
"Hogares privados con servicio doméstico (134)",462,28,301,91,37,5
"Actividad economica no especificada (136)",196,,80,67,37,12
"Desocupado (137)",186,5,119,52,7,3
,,,,,,
"RURAL (138)",25475,1006,9998,7268,5224,1979
"Agric., ganadería, caza y silvicultura (139)",20877,835,7930,5874,4464,1774
"Pesca (140)",6,,3,3,,
"Explotación de minas y canteras (141)",317,4,199,88,21,5
"Industrias manufactureras (142)",793,24,310,230,162,67
"Suministro de electricidad, gas y agua (143)",11,,4,3,4,
"Construcción (144)",575,7,222,219,112,15
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",463,17,163,149,113,21
"Venta, mant.y rep. veh.autom.y motoc. (146)",25,4,16,4,1,
"Comercio al por mayor (147)",47,2,17,17,10,1
"Comercio al por menor (148)",391,11,130,128,102,20
"Hoteles y restaurantes (149)",184,6,69,52,42,15
"Trans., almac. y comunicaciones (150)",172,5,102,49,16,
"Activid.inmobil., empres. y alquileres (152)",35,,20,9,6,
"Admin.pub. y defensa; p. segur.soc afil (153)",59,,27,22,10,
"Enseñanza (154)",231,,70,128,32,1
"Servicios sociales y de salud (155)",30,,14,13,3,
"Otras activ. serv.comun.soc y personales (156)",67,4,25,21,13,4
"Hogares privados con servicio doméstico (157)",147,16,89,22,17,3
"Actividad economica no especificada (159)",533,2,202,164,115,50
"Desocupado (160)",975,86,549,222,94,24
"Hombres (161)",21734,669,8289,6406,4613,1757
"Agric., ganadería, caza y silvicultura (162)",18706,573,6915,5444,4129,1645
"Pesca (163)",6,,3,3,,
"Explotación de minas y canteras (164)",314,4,196,88,21,5
"Industrias manufactureras (165)",499,10,170,160,114,45
"Suministro de electricidad, gas y agua (166)",10,,4,2,4,
"Construcción (167)",569,7,219,218,110,15
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",288,13,105,93,65,12
"Venta, mant.y rep. veh.autom.y motoc. (169)",24,4,15,4,1,
"Comercio al por mayor (170)",43,2,14,16,10,1
"Comercio al por menor (171)",221,7,76,73,54,11
"Hoteles y restaurantes (172)",19,,10,6,3,
"Trans., almac. y comunicaciones (173)",167,5,97,49,16,
"Activid.inmobil., empres. y alquileres (175)",27,,14,7,6,
"Admin.pub. y defensa; p. segur.soc afil (176)",49,,22,17,10,
"Enseñanza (177)",116,,31,65,19,1
"Servicios sociales y de salud (178)",13,,3,8,2,
"Otras activ. serv.comun.soc y personales (179)",25,,13,8,4,
"Hogares privados con servicio doméstico (180)",7,3,4,,,
"Actividad economica no especificada (182)",129,2,62,32,21,12
"Desocupado (183)",790,52,421,206,89,22
"Mujeres (184)",3741,337,1709,862,611,222
"Agric., ganadería, caza y silvicultura (185)",2171,262,1015,430,335,129
"Explotación de minas y canteras (187)",3,,3,,,
"Industrias manufactureras (188)",294,14,140,70,48,22
"Suministro de electricidad, gas y agua (189)",1,,,1,,
"Construcción (190)",6,,3,1,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",175,4,58,56,48,9
"Venta, mant.y rep. veh.autom.y motoc. (192)",1,,1,,,
"Comercio al por mayor (193)",4,,3,1,,
"Comercio al por menor (194)",170,4,54,55,48,9
"Hoteles y restaurantes (195)",165,6,59,46,39,15
"Trans., almac. y comunicaciones (196)",5,,5,,,
"Activid.inmobil., empres. y alquileres (198)",8,,6,2,,
"Admin.pub. y defensa; p. segur.soc afil (199)",10,,5,5,,
"Enseñanza (200)",115,,39,63,13,
"Servicios sociales y de salud (201)",17,,11,5,1,
"Otras activ. serv.comun.soc y personales (202)",42,4,12,13,9,4
"Hogares privados con servicio doméstico (203)",140,13,85,22,17,3
"Actividad economica no especificada (205)",404,,140,132,94,38
"Desocupado (206)",185,34,128,16,5,2
