"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hijo(a)/ hijastro(a) (051)",448,83,37,171,110,13,14,14,6
"Yerno/ nuera (052)",7,,,,2,1,2,,2
"Nieto(a) (053)",23,6,1,13,3,,,,
"Padres/ suegros (054)",9,6,,2,,,1,,
"Otro(a) pariente (055)",60,9,1,11,27,2,7,2,1
"Pensionista (057)",6,,,1,4,,1,,
"Otro(a) no pariente (058)",30,3,2,2,10,6,3,1,3
"Mujeres (060)",1019,186,38,293,278,25,101,34,64
"Jefe o Jefa (061)",144,39,,39,27,3,15,5,16
"Esposa(o)/ compa¤era(o) (062)",338,38,1,73,115,8,64,11,28
"Hijo(a)/ hijastro(a) (063)",382,64,30,140,107,11,11,9,10
"Yerno/ nuera (064)",4,,,1,1,,1,,1
"Nieto(a) (065)",21,7,4,5,5,,,,
"Padres/ suegros (066)",31,20,,10,,,1,,
"Otro(a) pariente (067)",53,11,2,18,15,2,2,3,
"Trabajador(a) del hogar (068)",7,1,,2,4,,,,
"Pensionista (069)",6,,,,2,,2,,2
"Otro(a) no pariente (070)",33,6,1,5,2,1,5,6,7
,,,,,,,,,
"RURAL (072)",6380,2083,212,2344,1504,61,106,27,43
"Jefe o Jefa (073)",1800,859,3,566,259,25,62,9,17
"Esposa(o)/ compa¤era(o) (074)",1127,591,2,344,164,1,13,3,9
"Hijo(a)/ hijastro(a) (075)",2834,359,178,1258,961,29,22,14,13
"Yerno/ nuera (076)",83,7,,24,47,1,2,,2
"Nieto(a) (077)",180,55,22,67,33,2,1,,
"Padres/ suegros (078)",118,108,,9,1,,,,
"Otro(a) pariente (079)",208,94,6,62,38,3,4,1,
"Trabajador(a) del hogar (080)",6,2,,4,,,,,
"Pensionista (081)",3,1,,,,,,,2
"Otro(a) no pariente (082)",21,7,1,10,1,,2,,
"Hombres (084)",3024,705,118,1242,804,38,81,16,20
"Jefe o Jefa (085)",1220,429,3,474,219,20,58,6,11
"Esposa(o)/ compa¤era(o) (086)",72,20,,33,14,1,2,1,1
"Hijo(a)/ hijastro(a) (087)",1457,162,101,648,504,15,13,9,5
"Yerno/ nuera (088)",44,3,,11,26,,2,,2
"Nieto(a) (089)",89,25,11,32,20,,1,,
"Padres/ suegros (090)",27,21,,5,1,,,,
"Otro(a) pariente (091)",99,39,2,33,19,2,4,,
"Trabajador(a) del hogar (092)",1,1,,,,,,,
"Pensionista (093)",2,1,,,,,,,1
"Otro(a) no pariente (094)",13,4,1,6,1,,1,,
"Mujeres (096)",3356,1378,94,1102,700,23,25,11,23
"Jefe o Jefa (097)",580,430,,92,40,5,4,3,6
"Esposa(o)/ compa¤era(o) (098)",1055,571,2,311,150,,11,2,8
"Hijo(a)/ hijastro(a) (099)",1377,197,77,610,457,14,9,5,8
"Yerno/ nuera (100)",39,4,,13,21,1,,,
"Nieto(a) (101)",91,30,11,35,13,2,,,
"Padres/ suegros (102)",91,87,,4,,,,,
"Otro(a) pariente (103)",109,55,4,29,19,1,,1,
"Trabajador(a) del hogar (104)",5,1,,4,,,,,
"Pensionista (105)",1,,,,,,,,1
"Otro(a) no pariente (106)",8,3,,4,,,1,,
