"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefe o Jefa (049)",2475,60,2,1043,681,97,355,48,189
"Esposa(o)/ compa¤era(o) (050)",123,1,,55,39,8,10,4,6
"Hijo(a)/ hijastro(a) (051)",2401,242,94,778,917,108,135,60,67
"Yerno/ nuera (052)",118,1,,15,42,7,36,5,12
"Nieto(a) (053)",389,69,34,158,109,7,5,6,1
"Padres/ suegros (054)",58,6,,45,4,,2,,1
"Otro(a) pariente (055)",397,39,7,142,147,10,28,8,16
"Pensionista (057)",6,,,,3,,1,2,
"Otro(a) no pariente (058)",94,2,1,35,30,4,12,3,7
"Mujeres (060)",6250,611,157,2510,1700,253,675,100,244
"Jefe o Jefa (061)",1071,110,1,512,236,28,114,13,57
"Esposa(o)/ compa¤era(o) (062)",1889,125,3,872,475,56,254,18,86
"Hijo(a)/ hijastro(a) (063)",2202,214,101,681,723,128,232,60,63
"Yerno/ nuera (064)",103,1,,22,44,4,20,2,10
"Nieto(a) (065)",350,66,41,136,80,10,11,3,3
"Padres/ suegros (066)",141,47,,83,5,2,3,,1
"Otro(a) pariente (067)",382,43,11,158,110,18,28,4,10
"Trabajador(a) del hogar (068)",34,1,,26,7,,,,
"Pensionista (069)",7,,,,1,1,3,,2
"Otro(a) no pariente (070)",71,4,,20,19,6,10,,12
,,,,,,,,,
"RURAL (072)",16869,2634,355,10895,2515,147,233,40,50
"Jefe o Jefa (073)",4712,480,2,3462,627,36,75,8,22
"Esposa(o)/ compa¤era(o) (074)",3048,502,2,2147,342,13,32,4,6
"Hijo(a)/ hijastro(a) (075)",6872,1101,270,4062,1215,84,100,23,17
"Yerno/ nuera (076)",279,11,,174,79,5,6,2,2
"Nieto(a) (077)",921,272,64,448,121,4,9,3,
"Padres/ suegros (078)",198,93,,102,3,,,,
"Otro(a) pariente (079)",758,155,17,452,117,5,10,,2
"Trabajador(a) del hogar (080)",3,,,2,1,,,,
"Pensionista (081)",2,,,,,,1,,1
"Otro(a) no pariente (082)",76,20,,46,10,,,,
"Hombres (084)",8746,1038,165,5777,1509,84,129,15,29
"Jefe o Jefa (085)",3812,257,1,2879,558,32,65,4,16
"Esposa(o)/ compa¤era(o) (086)",83,10,,49,19,,3,1,1
"Hijo(a)/ hijastro(a) (087)",3724,551,125,2207,724,47,53,8,9
"Yerno/ nuera (088)",117,2,,73,38,2,1,,1
"Nieto(a) (089)",485,137,31,230,80,1,4,2,
"Padres/ suegros (090)",48,11,,35,2,,,,
"Otro(a) pariente (091)",429,61,8,272,81,2,3,,2
"Trabajador(a) del hogar (092)",1,,,1,,,,,
"Otro(a) no pariente (094)",47,9,,31,7,,,,
"Mujeres (096)",8123,1596,190,5118,1006,63,104,25,21
"Jefe o Jefa (097)",900,223,1,583,69,4,10,4,6
"Esposa(o)/ compa¤era(o) (098)",2965,492,2,2098,323,13,29,3,5
"Hijo(a)/ hijastro(a) (099)",3148,550,145,1855,491,37,47,15,8
"Yerno/ nuera (100)",162,9,,101,41,3,5,2,1
"Nieto(a) (101)",436,135,33,218,41,3,5,1,
"Padres/ suegros (102)",150,82,,67,1,,,,
"Otro(a) pariente (103)",329,94,9,180,36,3,7,,
"Trabajador(a) del hogar (104)",2,,,1,1,,,,
"Pensionista (105)",2,,,,,,1,,1
"Otro(a) no pariente (106)",29,11,,15,3,,,,
