"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 15 a 19 años (022)",86,67,,59,6,2,,,,,19,77
"De 20 a 24 años (023)",504,368,3,250,94,13,7,1,,,136,513
"De 25 a 29 años (024)",730,584,2,308,197,57,19,1,,,146,958
"De 30 a 34 años (025)",884,803,7,266,294,151,75,9,1,,81,1695
"De 35 a 39 años (026)",1057,1030,2,218,344,265,168,30,3,,27,2630
"De 40 a 44 años (027)",914,886,1,145,282,235,156,55,11,1,28,2536
"De 45 a 49 años (028)",758,739,,84,189,173,205,66,18,4,19,2504
"De 50 y más años (029)",1305,1285,6,138,187,250,356,220,93,35,20,5410
"Desocupada (030)",219,168,1,62,46,27,24,4,3,1,51,395
"De 15 a 19 años (032)",8,7,,6,,1,,,,,1,9
"De 20 a 24 años (033)",40,21,,14,7,,,,,,19,28
"De 25 a 29 años (034)",40,24,1,14,9,,,,,,16,32
"De 30 a 34 años (035)",38,32,,11,15,5,,1,,,6,62
"De 35 a 39 años (036)",30,26,,7,5,9,5,,,,4,66
"De 40 a 44 años (037)",21,20,,3,3,6,7,1,,,1,62
"De 45 a 49 años (038)",19,16,,4,5,,6,1,,,3,46
"De 50 y más años (039)",23,22,,3,2,6,6,1,3,1,1,90
"No PEA (040)",14988,14275,42,3148,3182,2608,2919,1475,658,243,713,47774
"De 12 a 14 años (041)",24,10,1,8,1,,,,,,14,10
"De 15 a 19 años (042)",466,406,3,363,36,4,,,,,60,447
"De 20 a 24 años (043)",1504,1304,5,880,337,65,14,3,,,200,1825
"De 25 a 29 años (044)",1762,1620,4,662,601,270,83,,,,142,3021
"De 30 a 34 años (045)",1764,1690,2,402,635,422,207,19,3,,74,3955
"De 35 a 39 años (046)",1565,1523,5,211,476,437,350,35,9,,42,4285
"De 40 a 44 años (047)",1438,1396,1,139,340,392,380,121,20,3,42,4611
"De 45 a 49 años (048)",1184,1145,3,105,217,271,374,132,31,12,39,4217
"De 50 y más años (049)",5281,5181,18,378,539,747,1511,1165,595,228,100,25403
,,,,,,,,,,,,
"URBANA (060)",17839,16794,54,3999,4132,3176,3181,1441,601,210,1045,52258
"De 12 a 14 años (061)",19,7,1,6,,,,,,,12,6
"De 15 a 19 años (062)",441,373,1,339,28,5,,,,,68,410
"De 20 a 24 años (063)",1613,1319,7,908,333,55,12,4,,,294,1813
"De 25 a 29 años (064)",2048,1792,6,840,654,232,59,1,,,256,3094
"De 30 a 34 años (065)",2236,2101,9,607,815,445,201,23,1,,135,4578
"De 35 a 39 años (066)",2256,2196,6,394,728,603,410,47,8,,60,5786
"De 40 a 44 años (067)",1996,1934,1,262,553,551,420,123,23,1,62,5801
"De 45 a 49 años (068)",1657,1604,3,177,367,391,487,142,30,7,53,5455
"De 50 y más años (069)",5573,5468,20,466,654,894,1592,1101,539,202,105,25315
"PEA (070)",5863,5393,21,1428,1508,1084,880,332,107,33,470,14902
"De 12 a 14 años (071)",3,,,,,,,,,,3,
"De 15 a 19 años (072)",81,63,,56,4,3,,,,,18,73
"De 20 a 24 años (073)",467,336,3,235,79,12,6,1,,,131,460
"De 25 a 29 años (074)",678,534,3,296,177,45,12,1,,,144,840
"De 30 a 34 años (075)",851,773,7,265,287,140,64,10,,,78,1597
"De 35 a 39 años (076)",999,971,2,215,330,252,149,21,2,,28,2417
"De 40 a 44 años (077)",845,819,1,140,267,220,140,42,8,1,26,2274
"De 45 a 49 años (078)",716,694,,85,183,167,186,56,14,3,22,2280
"De 50 y más años (079)",1223,1203,5,136,181,245,323,201,83,29,20,4961
"Ocupada (080)",5669,5243,20,1369,1467,1059,862,330,104,32,426,14564
"De 12 a 14 años (081)",3,,,,,,,,,,3,
"De 15 a 19 años (082)",73,56,,50,4,2,,,,,17,64
"De 20 a 24 años (083)",429,316,3,221,73,12,6,1,,,113,434
"De 25 a 29 años (084)",643,511,2,282,169,45,12,1,,,132,810
"De 30 a 34 años (085)",819,746,7,255,275,136,64,9,,,73,1545
"De 35 a 39 años (086)",970,946,2,208,325,243,145,21,2,,24,2355
"De 40 a 44 años (087)",829,804,1,138,264,215,135,42,8,1,25,2231
"De 45 a 49 años (088)",700,681,,82,178,167,181,56,14,3,19,2246
"De 50 y más años (089)",1203,1183,5,133,179,239,319,200,80,28,20,4879
"Desocupada (090)",194,150,1,59,41,25,18,2,3,1,44,338
"De 15 a 19 años (092)",8,7,,6,,1,,,,,1,9
"De 20 a 24 años (093)",38,20,,14,6,,,,,,18,26
"De 25 a 29 años (094)",35,23,1,14,8,,,,,,12,30
"De 30 a 34 años (095)",32,27,,10,12,4,,1,,,5,52
"De 35 a 39 años (096)",29,25,,7,5,9,4,,,,4,62
"De 40 a 44 años (097)",16,15,,2,3,5,5,,,,1,43
"De 45 a 49 años (098)",16,13,,3,5,,5,,,,3,34
"De 50 y más años (099)",20,20,,3,2,6,4,1,3,1,,82
"No PEA (100)",11976,11401,33,2571,2624,2092,2301,1109,494,177,575,37356
"De 12 a 14 años (101)",16,7,1,6,,,,,,,9,6
"De 15 a 19 años (102)",360,310,1,283,24,2,,,,,50,337
"De 20 a 24 años (103)",1146,983,4,673,254,43,6,3,,,163,1353
"De 25 a 29 años (104)",1370,1258,3,544,477,187,47,,,,112,2254
"De 30 a 34 años (105)",1385,1328,2,342,528,305,137,13,1,,57,2981
"De 35 a 39 años (106)",1257,1225,4,179,398,351,261,26,6,,32,3369
"De 40 a 44 años (107)",1151,1115,,122,286,331,280,81,15,,36,3527
"De 45 a 49 años (108)",941,910,3,92,184,224,301,86,16,4,31,3175
"De 50 y más años (109)",4350,4265,15,330,473,649,1269,900,456,173,85,20354
,,,,,,,,,,,,
"RURAL (120)",3610,3412,10,680,689,605,748,420,186,74,198,12235
"De 12 a 14 años (121)",9,4,,3,1,,,,,,5,5
"De 15 a 19 años (122)",119,107,2,89,14,2,,,,,12,123
"De 20 a 24 años (123)",435,374,1,236,105,23,9,,,,61,553
"De 25 a 29 años (124)",484,436,1,144,153,95,43,,,,48,917
"De 30 a 34 años (125)",450,424,,72,129,133,81,6,3,,26,1134
"De 35 a 39 años (126)",396,383,1,42,97,108,113,18,4,,13,1195
"De 40 a 44 años (127)",377,368,1,25,72,82,123,54,8,3,9,1408
"De 45 a 49 años (128)",304,296,,16,44,53,98,57,19,9,8,1312
"De 50 y más años (129)",1036,1020,4,53,74,109,281,285,152,62,16,5588
"PEA (130)",598,538,1,103,131,89,130,54,22,8,60,1817
"De 12 a 14 años (131)",1,1,,1,,,,,,,,1
"De 15 a 19 años (132)",13,11,,9,2,,,,,,2,13
"De 20 a 24 años (133)",77,53,,29,22,1,1,,,,24,81
"De 25 a 29 años (134)",92,74,,26,29,12,7,,,,18,150
"De 30 a 34 años (135)",71,62,,12,22,16,11,,1,,9,160
"De 35 a 39 años (136)",88,85,,10,19,22,24,9,1,,3,279
"De 40 a 44 años (137)",90,87,,8,18,21,23,14,3,,3,324
"De 45 a 49 años (138)",61,61,,3,11,6,25,11,4,1,,270
"De 50 y más años (139)",105,104,1,5,8,11,39,20,13,7,1,539
"Ocupada (140)",573,520,1,100,126,87,124,52,22,8,53,1760
"De 12 a 14 años (141)",1,1,,1,,,,,,,,1
"De 15 a 19 años (142)",13,11,,9,2,,,,,,2,13
"De 20 a 24 años (143)",75,52,,29,21,1,1,,,,23,79
"De 25 a 29 años (144)",87,73,,26,28,12,7,,,,14,148
"De 30 a 34 años (145)",65,57,,11,19,15,11,,1,,8,150
"De 35 a 39 años (146)",87,84,,10,19,22,23,9,1,,3,275
"De 40 a 44 años (147)",85,82,,7,18,20,21,13,3,,3,305
"De 45 a 49 años (148)",58,58,,2,11,6,24,10,4,1,,258
"De 50 y más años (149)",102,102,1,5,8,11,37,20,13,7,,531
"Desocupada (150)",25,18,,3,5,2,6,2,,,7,57
"De 20 a 24 años (153)",2,1,,,1,,,,,,1,2
"De 25 a 29 años (154)",5,1,,,1,,,,,,4,2
"De 30 a 34 años (155)",6,5,,1,3,1,,,,,1,10
"De 35 a 39 años (156)",1,1,,,,,1,,,,,4
"De 40 a 44 años (157)",5,5,,1,,1,2,1,,,,19
"De 45 a 49 años (158)",3,3,,1,,,1,1,,,,12
"De 50 y más años (159)",3,2,,,,,2,,,,1,8
"No PEA (160)",3012,2874,9,577,558,516,618,366,164,66,138,10418
"De 12 a 14 años (161)",8,3,,2,1,,,,,,5,4
"De 15 a 19 años (162)",106,96,2,80,12,2,,,,,10,110
"De 20 a 24 años (163)",358,321,1,207,83,22,8,,,,37,472
"De 25 a 29 años (164)",392,362,1,118,124,83,36,,,,30,767
"De 30 a 34 años (165)",379,362,,60,107,117,70,6,2,,17,974
"De 35 a 39 años (166)",308,298,1,32,78,86,89,9,3,,10,916
"De 40 a 44 años (167)",287,281,1,17,54,61,100,40,5,3,6,1084
"De 45 a 49 años (168)",243,235,,13,33,47,73,46,15,8,8,1042
"De 50 y más años (169)",931,916,3,48,66,98,242,265,139,55,15,5049
