"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Secundaria (064)",443,322,45,38,38
"Superior no univ. incompleta (065)",85,40,13,12,20
"Superior no univ. completa (066)",189,78,37,48,26
"Superior univ. incompleta (067)",67,29,8,3,27
"Superior univ. completa (068)",207,58,48,66,35
"De 06 a 14 años (070)",5,5,,,
"Educación inicial (072)",1,1,,,
"Primaria (073)",3,3,,,
"Secundaria (074)",1,1,,,
"De 15 a 29 años (080)",375,232,45,38,60
"Sin nivel (081)",2,1,1,,
"Primaria (083)",37,36,1,,
"Secundaria (084)",195,136,16,25,18
"Superior no univ. incompleta (085)",43,19,6,5,13
"Superior no univ. completa (086)",48,21,9,5,13
"Superior univ. incompleta (087)",26,13,2,1,10
"Superior univ. completa (088)",24,6,10,2,6
"De 30 a 44 años (090)",453,253,69,73,58
"Sin nivel (091)",15,14,,1,
"Educación inicial (092)",1,1,,,
"Primaria (093)",44,38,5,,1
"Secundaria (094)",149,113,19,9,8
"Superior no univ. incompleta (095)",31,14,5,5,7
"Superior no univ. completa (096)",93,38,15,29,11
"Superior univ. incompleta (097)",21,4,4,1,12
"Superior univ. completa (098)",99,31,21,28,19
"De 45 a 64 años (100)",318,182,51,56,29
"Sin nivel (101)",18,16,1,,1
"Primaria (103)",65,57,6,,2
"Secundaria (104)",82,57,10,3,12
"Superior no univ. incompleta (105)",9,5,2,2,
"Superior no univ. completa (106)",47,18,13,14,2
"Superior univ. incompleta (107)",19,11,2,1,5
"Superior univ. completa (108)",78,18,17,36,7
"De 65 y más años (110)",84,75,2,2,5
"Sin nivel (111)",7,7,,,
"Primaria (113)",51,46,2,1,2
"Secundaria (114)",16,15,,1,
"Superior no univ. incompleta (115)",2,2,,,
"Superior no univ. completa (116)",1,1,,,
"Superior univ. incompleta (117)",1,1,,,
"Superior univ. completa (118)",6,3,,,3
,,,,,
"RURAL (120)",2046,1735,186,75,50
"Sin nivel (121)",234,225,5,3,1
"Educación inicial (122)",1,1,,,
"Primaria (123)",958,878,58,10,12
"Secundaria (124)",648,539,65,20,24
"Superior no univ. incompleta (125)",43,32,5,3,3
"Superior no univ. completa (126)",89,31,33,21,4
"Superior univ. incompleta (127)",21,10,3,4,4
"Superior univ. completa (128)",52,19,17,14,2
"De 06 a 14 años (130)",10,9,1,,
"Primaria (133)",9,8,1,,
"Secundaria (134)",1,1,,,
"De 15 a 29 años (140)",598,503,52,27,16
"Sin nivel (141)",17,15,,2,
"Primaria (143)",175,165,9,,1
"Secundaria (144)",330,279,30,13,8
"Superior no univ. incompleta (145)",26,20,2,2,2
"Superior no univ. completa (146)",30,13,10,5,2
"Superior univ. incompleta (147)",7,4,,2,1
"Superior univ. completa (148)",13,7,1,3,2
"De 30 a 44 años (150)",624,507,78,23,16
"Sin nivel (151)",40,37,3,,
"Educación inicial (152)",1,1,,,
"Primaria (153)",274,251,19,2,2
"Secundaria (154)",223,180,27,5,11
"Superior no univ. incompleta (155)",12,11,1,,
"Superior no univ. completa (156)",45,15,17,12,1
"Superior univ. incompleta (157)",8,6,,,2
"Superior univ. completa (158)",21,6,11,4,
"De 45 a 64 años (160)",583,495,48,24,16
"Sin nivel (161)",104,102,,1,1
"Primaria (163)",350,311,25,7,7
"Secundaria (164)",87,73,7,2,5
"Superior no univ. incompleta (165)",5,1,2,1,1
"Superior no univ. completa (166)",14,3,6,4,1
"Superior univ. incompleta (167)",6,,3,2,1
"Superior univ. completa (168)",17,5,5,7,
"De 65 y más años (170)",231,221,7,1,2
"Sin nivel (171)",73,71,2,,
"Primaria (173)",150,143,4,1,2
"Secundaria (174)",7,6,1,,
"Superior univ. completa (178)",1,1,,,
