"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Otro(a) no pariente (046)",1115,64,9,420,429,36,44,44,69
"Hombres (048)",35593,3092,975,16478,11546,793,946,598,1165
"Jefe o Jefa (049)",14261,574,13,7180,4403,369,638,273,811
"Esposa(o)/ compa¤era(o) (050)",599,23,,265,223,18,19,17,34
"Hijo(a)/ hijastro(a) (051)",15501,1837,792,6787,5236,275,183,224,167
"Yerno/ nuera (052)",388,4,,116,179,19,27,18,25
"Nieto(a) (053)",1288,310,109,577,260,18,4,6,4
"Padres/ suegros (054)",256,52,,175,22,2,1,,4
"Otro(a) pariente (055)",2589,253,56,1124,928,73,50,34,71
"Trabajador(a) del hogar (056)",21,2,,11,6,,1,,1
"Pensionista (057)",69,8,,18,25,2,2,4,10
"Otro(a) no pariente (058)",621,29,5,225,264,17,21,22,38
"Mujeres (060)",34137,4412,915,16297,9269,762,988,523,971
"Jefe o Jefa (061)",4128,615,8,2031,942,81,185,68,198
"Esposa(o)/ compa¤era(o) (062)",11683,1228,26,6052,3091,244,480,137,425
"Hijo(a)/ hijastro(a) (063)",13593,1723,708,6169,4000,319,220,229,225
"Yerno/ nuera (064)",472,14,1,148,245,20,13,12,19
"Nieto(a) (065)",1104,262,113,511,178,10,9,10,11
"Padres/ suegros (066)",499,251,,213,26,1,5,,3
"Otro(a) pariente (067)",1969,272,54,885,549,64,50,38,57
"Trabajador(a) del hogar (068)",166,12,1,83,66,2,1,,1
"Pensionista (069)",29,,,10,7,2,2,7,1
"Otro(a) no pariente (070)",494,35,4,195,165,19,23,22,31
,,,,,,,,,
"RURAL (072)",27207,4532,664,16868,4796,150,99,52,46
"Jefe o Jefa (073)",6523,744,5,4427,1238,39,44,13,13
"Esposa(o)/ compa¤era(o) (074)",5007,1003,7,3332,623,20,14,2,6
"Hijo(a)/ hijastro(a) (075)",12347,2156,558,7126,2363,71,25,28,20
"Yerno/ nuera (076)",297,12,1,169,104,3,4,2,2
"Nieto(a) (077)",810,217,57,452,80,,1,2,1
"Padres/ suegros (078)",224,118,,99,7,,,,
"Otro(a) pariente (079)",1757,259,35,1109,324,14,9,4,3
"Trabajador(a) del hogar (080)",11,1,,6,4,,,,
"Pensionista (081)",15,,,9,6,,,,
"Otro(a) no pariente (082)",216,22,1,139,47,3,2,1,1
"Hombres (084)",14555,1803,340,9173,3024,89,62,34,30
"Jefe o Jefa (085)",5608,419,4,3938,1154,34,39,10,10
"Esposa(o)/ compa¤era(o) (086)",173,9,,128,30,5,1,,
"Hijo(a)/ hijastro(a) (087)",6862,1108,292,3922,1459,33,15,20,13
"Yerno/ nuera (088)",118,5,,64,43,2,1,1,2
"Nieto(a) (089)",422,98,28,249,44,,1,1,1
"Padres/ suegros (090)",74,19,,52,3,,,,
"Otro(a) pariente (091)",1107,131,16,693,247,12,4,1,3
"Trabajador(a) del hogar (092)",4,,,2,2,,,,
"Pensionista (093)",14,,,8,6,,,,
"Otro(a) no pariente (094)",173,14,,117,36,3,1,1,1
"Mujeres (096)",12652,2729,324,7695,1772,61,37,18,16
"Jefe o Jefa (097)",915,325,1,489,84,5,5,3,3
"Esposa(o)/ compa¤era(o) (098)",4834,994,7,3204,593,15,13,2,6
"Hijo(a)/ hijastro(a) (099)",5485,1048,266,3204,904,38,10,8,7
"Yerno/ nuera (100)",179,7,1,105,61,1,3,1,
"Nieto(a) (101)",388,119,29,203,36,,,1,
"Padres/ suegros (102)",150,99,,47,4,,,,
"Otro(a) pariente (103)",650,128,19,416,77,2,5,3,
"Trabajador(a) del hogar (104)",7,1,,4,2,,,,
"Pensionista (105)",1,,,1,,,,,
"Otro(a) no pariente (106)",43,8,1,22,11,,1,,
