"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hombres (048)",13869,1156,401,4250,5317,557,691,571,926
"Jefe o Jefa (049)",5356,269,1,1628,2041,239,381,243,554
"Esposa(o)/ compa¤era(o) (050)",472,20,,138,191,29,42,10,42
"Hijo(a)/ hijastro(a) (051)",5520,548,299,1689,2160,218,176,216,214
"Yerno/ nuera (052)",348,2,,47,174,22,34,20,49
"Nieto(a) (053)",894,178,69,364,235,13,2,28,5
"Padres/ suegros (054)",124,41,,64,14,,1,2,2
"Otro(a) pariente (055)",926,82,30,269,412,23,35,40,35
"Trabajador(a) del hogar (056)",3,1,,2,,,,,
"Pensionista (057)",26,,,4,10,2,3,,7
"Otro(a) no pariente (058)",200,15,2,45,80,11,17,12,18
"Mujeres (060)",13697,1879,358,4105,4383,589,944,558,881
"Jefe o Jefa (061)",2212,397,3,663,634,79,185,61,190
"Esposa(o)/ compa¤era(o) (062)",4234,564,3,1167,1457,191,387,115,350
"Hijo(a)/ hijastro(a) (063)",5056,531,257,1575,1662,232,263,298,238
"Yerno/ nuera (064)",311,11,,45,158,21,39,16,21
"Nieto(a) (065)",730,126,65,309,179,10,7,19,15
"Padres/ suegros (066)",230,138,,77,14,,1,,
"Otro(a) pariente (067)",722,87,26,212,230,49,38,39,41
"Trabajador(a) del hogar (068)",19,1,,7,9,,2,,
"Pensionista (069)",15,1,,4,2,1,3,1,3
"Otro(a) no pariente (070)",168,23,4,46,38,6,19,9,23
,,,,,,,,,
"RURAL (072)",12077,2218,250,5259,3788,157,181,107,117
"Jefe o Jefa (073)",3264,629,1,1559,923,27,47,35,43
"Esposa(o)/ compa¤era(o) (074)",2279,639,1,1015,527,24,37,12,24
"Hijo(a)/ hijastro(a) (075)",5040,630,196,2094,1872,81,81,48,38
"Yerno/ nuera (076)",199,9,,54,119,7,5,2,3
"Nieto(a) (077)",615,130,43,284,140,8,4,5,1
"Padres/ suegros (078)",107,76,,30,1,,,,
"Otro(a) pariente (079)",486,81,8,196,177,9,5,4,6
"Trabajador(a) del hogar (080)",5,3,,2,,,,,
"Pensionista (081)",1,,,1,,,,,
"Otro(a) no pariente (082)",81,21,1,24,29,1,2,1,2
"Hombres (084)",6363,819,130,2911,2212,86,93,53,59
"Jefe o Jefa (085)",2625,360,1,1311,821,24,43,32,33
"Esposa(o)/ compa¤era(o) (086)",146,14,,86,39,1,4,1,1
"Hijo(a)/ hijastro(a) (087)",2816,315,102,1167,1114,44,38,15,21
"Yerno/ nuera (088)",73,3,,17,44,3,3,1,2
"Nieto(a) (089)",316,55,23,168,59,6,3,2,
"Padres/ suegros (090)",37,21,,15,1,,,,
"Otro(a) pariente (091)",293,37,4,128,114,7,1,1,1
"Pensionista (093)",1,,,1,,,,,
"Otro(a) no pariente (094)",56,14,,18,20,1,1,1,1
"Mujeres (096)",5714,1399,120,2348,1576,71,88,54,58
"Jefe o Jefa (097)",639,269,,248,102,3,4,3,10
"Esposa(o)/ compa¤era(o) (098)",2133,625,1,929,488,23,33,11,23
"Hijo(a)/ hijastro(a) (099)",2224,315,94,927,758,37,43,33,17
"Yerno/ nuera (100)",126,6,,37,75,4,2,1,1
"Nieto(a) (101)",299,75,20,116,81,2,1,3,1
"Padres/ suegros (102)",70,55,,15,,,,,
"Otro(a) pariente (103)",193,44,4,68,63,2,4,3,5
"Trabajador(a) del hogar (104)",5,3,,2,,,,,
"Otro(a) no pariente (106)",25,7,1,6,9,,1,,1
