"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Obrero (058)",5,4,1,,
"Trabajador independiente (059)",4,4,,,
"Trabajador familiar no remunerado (061)",51,41,10,,
"Trabajador del hogar (062)",1,1,,,
"De 15 a 29 años (064)",583,423,54,28,78
"Empleado (065)",123,25,16,17,65
"Obrero (066)",86,52,12,9,13
"Trabajador independiente (067)",228,214,14,,
"Empleador o patrono (068)",4,1,2,1,
"Trabajador familiar no remunerado (069)",125,114,10,1,
"Trabajador del hogar (070)",17,17,,,
"De 30 a 44 años (072)",794,532,60,57,145
"Empleado (073)",239,33,25,48,133
"Obrero (074)",70,47,4,7,12
"Trabajador independiente (075)",376,355,21,,
"Empleador o patrono (076)",5,2,1,2,
"Trabajador familiar no remunerado (077)",87,78,9,,
"Trabajador del hogar (078)",17,17,,,
"De 45 a 64 años (080)",546,369,34,50,93
"Empleado (081)",161,11,14,47,89
"Obrero (082)",41,32,3,2,4
"Trabajador independiente (083)",271,259,12,,
"Empleador o patrono (084)",2,2,,,
"Trabajador familiar no remunerado (085)",59,53,5,1,
"Trabajador del hogar (086)",12,12,,,
"De 65 y más años (088)",160,151,5,,4
"Empleado (089)",4,1,,,3
"Obrero (090)",10,9,,,1
"Trabajador independiente (091)",125,121,4,,
"Trabajador familiar no remunerado (093)",19,18,1,,
"Trabajador del hogar (094)",2,2,,,
,,,,,
"RURAL (096)",7212,5246,402,164,1400
"Empleado (097)",567,55,55,64,393
"Obrero (098)",1779,590,120,85,984
"Trabajador independiente (099)",3443,3300,143,,
"Empleador o patrono (100)",65,33,27,5,
"Trabajador familiar no remunerado (101)",1283,1193,57,10,23
"Trabajador del hogar (102)",75,75,,,
"De 06 a 14 años (104)",171,164,7,,
"Obrero (106)",14,12,2,,
"Trabajador independiente (107)",3,3,,,
"Trabajador familiar no remunerado (109)",153,148,5,,
"Trabajador del hogar (110)",1,1,,,
"De 15 a 29 años (112)",2176,1477,132,57,510
"Empleado (113)",188,23,15,18,132
"Obrero (114)",670,224,44,35,367
"Trabajador independiente (115)",743,708,35,,
"Empleador o patrono (116)",14,6,6,2,
"Trabajador familiar no remunerado (117)",534,489,32,2,11
"Trabajador del hogar (118)",27,27,,,
"De 30 a 44 años (120)",2523,1689,138,58,638
"Empleado (121)",232,18,21,25,168
"Obrero (122)",737,193,48,30,466
"Trabajador independiente (123)",1221,1170,51,,
"Empleador o patrono (124)",19,11,8,,
"Trabajador familiar no remunerado (125)",288,271,10,3,4
"Trabajador del hogar (126)",26,26,,,
"De 45 a 64 años (128)",1770,1383,97,45,245
"Empleado (129)",139,11,18,21,89
"Obrero (130)",313,126,19,19,149
"Trabajador independiente (131)",1047,1007,40,,
"Empleador o patrono (132)",27,13,12,2,
"Trabajador familiar no remunerado (133)",227,209,8,3,7
"Trabajador del hogar (134)",17,17,,,
"De 65 y más años (136)",572,533,28,4,7
"Empleado (137)",8,3,1,,4
"Obrero (138)",45,35,7,1,2
"Trabajador independiente (139)",429,412,17,,
"Empleador o patrono (140)",5,3,1,1,
"Trabajador familiar no remunerado (141)",81,76,2,2,1
"Trabajador del hogar (142)",4,4,,,
