"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Activid.inmobil., empres. y alquileres (037)",3710,2,1354,1419,845,90
"Admin.pub. y defensa; p. segur.soc afil (038)",2835,,770,1337,700,28
"Enseñanza (039)",3167,,490,1619,1017,41
"Servicios sociales y de salud (040)",870,,177,392,263,38
"Otras activ. serv.comun.soc y personales (041)",2042,121,745,638,438,100
"Hogares privados con servicio doméstico (042)",250,20,121,59,33,17
"Organiz. y organos extraterritoriales (043)",8,,,4,4,
"Actividad economica no especificada (044)",3358,65,1333,1076,727,157
"Desocupado (045)",3089,103,1528,821,505,132
"Mujeres (046)",42654,944,15001,16079,9406,1224
"Agric., ganadería, caza y silvicultura (047)",4542,187,1438,1355,1235,327
"Pesca (048)",66,,17,26,18,5
"Explotación de minas y canteras (049)",26,,6,14,5,1
"Industrias manufactureras (050)",2536,39,790,923,711,73
"Suministro de electricidad, gas y agua (051)",31,,6,13,12,
"Construcción (052)",222,2,72,111,35,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",11749,299,3764,4556,2749,381
"Venta, mant.y rep. veh.autom.y motoc. (054)",306,8,167,91,38,2
"Comercio al por mayor (055)",371,6,153,150,58,4
"Comercio al por menor (056)",11072,285,3444,4315,2653,375
"Hoteles y restaurantes (057)",5237,171,1808,1814,1284,160
"Trans., almac. y comunicaciones (058)",613,7,340,178,85,3
"Intermediación financiera (059)",157,,87,57,13,
"Activid.inmobil., empres. y alquileres (060)",1796,,913,631,243,9
"Admin.pub. y defensa; p. segur.soc afil (061)",1297,,500,528,266,3
"Enseñanza (062)",3972,1,707,2321,931,12
"Servicios sociales y de salud (063)",1273,,306,648,308,11
"Otras activ. serv.comun.soc y personales (064)",1558,34,554,589,338,43
"Hogares privados con servicio doméstico (065)",3609,140,1736,1032,603,98
"Organiz. y organos extraterritoriales (066)",2,,,1,1,
"Actividad economica no especificada (067)",2315,11,966,840,426,72
"Desocupado (068)",1653,53,991,442,143,24
,,,,,,
"URBANA (069)",107439,2423,38407,38226,24679,3704
"Agric., ganadería, caza y silvicultura (070)",8382,272,2418,2387,2439,866
"Pesca (071)",956,15,248,338,295,60
"Explotación de minas y canteras (072)",218,2,59,86,68,3
"Industrias manufactureras (073)",10836,249,4401,3354,2470,362
"Suministro de electricidad, gas y agua (074)",284,10,80,86,95,13
"Construcción (075)",5313,49,1772,1895,1456,141
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",25855,909,8612,8970,6304,1060
"Venta, mant.y rep. veh.autom.y motoc. (077)",3153,108,1368,987,623,67
"Comercio al por mayor (078)",1337,22,545,468,270,32
"Comercio al por menor (079)",21365,779,6699,7515,5411,961
"Hoteles y restaurantes (080)",6887,300,2517,2190,1643,237
"Trans., almac. y comunicaciones (081)",13502,117,5764,5008,2445,168
"Intermediación financiera (082)",414,,184,166,61,3
"Activid.inmobil., empres. y alquileres (083)",5452,2,2241,2030,1080,99
"Admin.pub. y defensa; p. segur.soc afil (084)",4045,,1237,1832,945,31
"Enseñanza (085)",6764,1,1106,3745,1864,48
"Servicios sociales y de salud (086)",2078,,468,1009,555,46
"Otras activ. serv.comun.soc y personales (087)",3523,154,1279,1197,753,140
"Hogares privados con servicio doméstico (088)",3628,153,1752,1015,604,104
"Organiz. y organos extraterritoriales (089)",10,,,5,5,
"Actividad economica no especificada (090)",4943,63,1974,1723,998,185
"Desocupado (091)",4349,127,2295,1190,599,138
"Hombres (092)",69375,1671,25129,23609,16262,2704
"Agric., ganadería, caza y silvicultura (093)",6766,230,2021,1907,1897,711
"Pesca (094)",894,15,232,313,278,56
"Explotación de minas y canteras (095)",201,2,57,76,64,2
"Industrias manufactureras (096)",8669,217,3752,2573,1827,300
"Suministro de electricidad, gas y agua (097)",253,10,74,73,83,13
"Construcción (098)",5092,47,1700,1785,1421,139
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",14372,618,4938,4509,3615,692
"Venta, mant.y rep. veh.autom.y motoc. (100)",2848,100,1201,897,585,65
"Comercio al por mayor (101)",970,16,393,320,213,28
"Comercio al por menor (102)",10554,502,3344,3292,2817,599
"Hoteles y restaurantes (103)",1814,139,782,428,386,79
"Trans., almac. y comunicaciones (104)",12893,110,5426,4831,2361,165
"Intermediación financiera (105)",257,,97,109,48,3
"Activid.inmobil., empres. y alquileres (106)",3665,2,1332,1403,838,90
"Admin.pub. y defensa; p. segur.soc afil (107)",2757,,742,1307,680,28
"Enseñanza (108)",2936,,439,1501,958,38
"Servicios sociales y de salud (109)",839,,170,376,256,37
"Otras activ. serv.comun.soc y personales (110)",1984,121,734,613,418,98
"Hogares privados con servicio doméstico (111)",224,20,107,54,31,12
"Organiz. y organos extraterritoriales (112)",8,,,4,4,
"Actividad economica no especificada (113)",2951,52,1157,983,633,126
"Desocupado (114)",2800,88,1369,764,464,115
"Mujeres (115)",38064,752,13278,14617,8417,1000
"Agric., ganadería, caza y silvicultura (116)",1616,42,397,480,542,155
"Pesca (117)",62,,16,25,17,4
"Explotación de minas y canteras (118)",17,,2,10,4,1
"Industrias manufactureras (119)",2167,32,649,781,643,62
"Suministro de electricidad, gas y agua (120)",31,,6,13,12,
"Construcción (121)",221,2,72,110,35,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",11483,291,3674,4461,2689,368
"Venta, mant.y rep. veh.autom.y motoc. (123)",305,8,167,90,38,2
"Comercio al por mayor (124)",367,6,152,148,57,4
"Comercio al por menor (125)",10811,277,3355,4223,2594,362
"Hoteles y restaurantes (126)",5073,161,1735,1762,1257,158
"Trans., almac. y comunicaciones (127)",609,7,338,177,84,3
"Intermediación financiera (128)",157,,87,57,13,
"Activid.inmobil., empres. y alquileres (129)",1787,,909,627,242,9
"Admin.pub. y defensa; p. segur.soc afil (130)",1288,,495,525,265,3
"Enseñanza (131)",3828,1,667,2244,906,10
"Servicios sociales y de salud (132)",1239,,298,633,299,9
"Otras activ. serv.comun.soc y personales (133)",1539,33,545,584,335,42
"Hogares privados con servicio doméstico (134)",3404,133,1645,961,573,92
"Organiz. y organos extraterritoriales (135)",2,,,1,1,
"Actividad economica no especificada (136)",1992,11,817,740,365,59
"Desocupado (137)",1549,39,926,426,135,23
,,,,,,
"RURAL (138)",18405,617,6660,5675,4251,1202
"Agric., ganadería, caza y silvicultura (139)",14299,504,4980,4294,3468,1053
"Pesca (140)",200,11,62,76,42,9
"Explotación de minas y canteras (141)",47,2,26,12,7,
"Industrias manufactureras (142)",734,13,299,273,134,15
"Suministro de electricidad, gas y agua (143)",2,,1,1,,
"Construcción (144)",139,2,61,37,35,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",573,19,190,210,121,33
"Venta, mant.y rep. veh.autom.y motoc. (146)",31,,16,8,4,3
"Comercio al por mayor (147)",17,,5,8,4,
"Comercio al por menor (148)",525,19,169,194,113,30
"Hoteles y restaurantes (149)",191,12,87,59,31,2
"Trans., almac. y comunicaciones (150)",207,4,115,61,25,2
"Intermediación financiera (151)",1,,,1,,
"Activid.inmobil., empres. y alquileres (152)",54,,26,20,8,
"Admin.pub. y defensa; p. segur.soc afil (153)",87,,33,33,21,
"Enseñanza (154)",375,,91,195,84,5
"Servicios sociales y de salud (155)",65,,15,31,16,3
"Otras activ. serv.comun.soc y personales (156)",77,1,20,30,23,3
"Hogares privados con servicio doméstico (157)",231,7,105,76,32,11
"Actividad economica no especificada (159)",730,13,325,193,155,44
"Desocupado (160)",393,29,224,73,49,18
"Hombres (161)",13815,425,4937,4213,3262,978
"Agric., ganadería, caza y silvicultura (162)",11373,359,3939,3419,2775,881
"Pesca (163)",196,11,61,75,41,8
"Explotación de minas y canteras (164)",38,2,22,8,6,
"Industrias manufactureras (165)",365,6,158,131,66,4
"Suministro de electricidad, gas y agua (166)",2,,1,1,,
"Construcción (167)",138,2,61,36,35,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",307,11,100,115,61,20
"Venta, mant.y rep. veh.autom.y motoc. (169)",30,,16,7,4,3
"Comercio al por mayor (170)",13,,4,6,3,
"Comercio al por menor (171)",264,11,80,102,54,17
"Hoteles y restaurantes (172)",27,2,14,7,4,
"Trans., almac. y comunicaciones (173)",203,4,113,60,24,2
"Intermediación financiera (174)",1,,,1,,
"Activid.inmobil., empres. y alquileres (175)",45,,22,16,7,
"Admin.pub. y defensa; p. segur.soc afil (176)",78,,28,30,20,
"Enseñanza (177)",231,,51,118,59,3
"Servicios sociales y de salud (178)",31,,7,16,7,1
"Otras activ. serv.comun.soc y personales (179)",58,,11,25,20,2
"Hogares privados con servicio doméstico (180)",26,,14,5,2,5
"Actividad economica no especificada (182)",407,13,176,93,94,31
"Desocupado (183)",289,15,159,57,41,17
"Mujeres (184)",4590,192,1723,1462,989,224
"Agric., ganadería, caza y silvicultura (185)",2926,145,1041,875,693,172
"Pesca (186)",4,,1,1,1,1
"Explotación de minas y canteras (187)",9,,4,4,1,
"Industrias manufactureras (188)",369,7,141,142,68,11
"Construcción (190)",1,,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",266,8,90,95,60,13
"Venta, mant.y rep. veh.autom.y motoc. (192)",1,,,1,,
"Comercio al por mayor (193)",4,,1,2,1,
"Comercio al por menor (194)",261,8,89,92,59,13
"Hoteles y restaurantes (195)",164,10,73,52,27,2
"Trans., almac. y comunicaciones (196)",4,,2,1,1,
"Activid.inmobil., empres. y alquileres (198)",9,,4,4,1,
"Admin.pub. y defensa; p. segur.soc afil (199)",9,,5,3,1,
"Enseñanza (200)",144,,40,77,25,2
"Servicios sociales y de salud (201)",34,,8,15,9,2
"Otras activ. serv.comun.soc y personales (202)",19,1,9,5,3,1
"Hogares privados con servicio doméstico (203)",205,7,91,71,30,6
"Actividad economica no especificada (205)",323,,149,100,61,13
"Desocupado (206)",104,14,65,16,8,1
