"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Otro(a) no pariente (046)",731,32,10,101,317,44,96,50,81
"Hombres (048)",23069,1238,632,5617,9782,1449,1902,1016,1433
"Jefe o Jefa (049)",9256,127,1,1664,4295,680,1089,500,900
"Esposa(o)/ compa¤era(o) (050)",731,8,,135,403,49,65,29,42
"Hijo(a)/ hijastro(a) (051)",9111,760,472,2810,3454,492,472,358,293
"Yerno/ nuera (052)",380,,,25,180,44,69,21,41
"Nieto(a) (053)",1160,212,115,444,314,22,21,26,6
"Padres/ suegros (054)",192,28,,109,46,2,2,2,3
"Otro(a) pariente (055)",1665,85,38,363,827,115,107,37,93
"Trabajador(a) del hogar (056)",46,1,,8,29,3,3,2,
"Pensionista (057)",59,,,6,29,10,5,5,4
"Otro(a) no pariente (058)",469,17,6,53,205,32,69,36,51
"Mujeres (060)",23241,1794,618,6027,8822,1502,2342,737,1399
"Jefe o Jefa (061)",4404,356,7,1171,1609,294,523,128,316
"Esposa(o)/ compa¤era(o) (062)",6689,242,1,1314,2989,475,953,179,536
"Hijo(a)/ hijastro(a) (063)",8569,731,454,2511,2956,550,633,336,398
"Yerno/ nuera (064)",371,1,,24,201,47,51,15,32
"Nieto(a) (065)",1062,172,105,444,273,23,23,19,3
"Padres/ suegros (066)",389,161,,154,52,2,10,1,9
"Otro(a) pariente (067)",1420,115,47,351,583,92,118,43,71
"Trabajador(a) del hogar (068)",49,,,8,33,4,3,,1
"Pensionista (069)",26,1,,2,14,3,1,2,3
"Otro(a) no pariente (070)",262,15,4,48,112,12,27,14,30
,,,,,,,,,
"RURAL (072)",6606,775,124,2289,2712,246,283,81,96
"Jefe o Jefa (073)",2066,223,1,821,791,65,101,26,38
"Esposa(o)/ compa¤era(o) (074)",1143,186,,395,471,31,44,8,8
"Hijo(a)/ hijastro(a) (075)",2389,216,92,710,1087,116,99,33,36
"Yerno/ nuera (076)",86,,,7,61,4,9,2,3
"Nieto(a) (077)",233,41,16,109,54,3,3,4,3
"Padres/ suegros (078)",65,33,,28,3,1,,,
"Otro(a) pariente (079)",441,50,15,158,167,20,18,7,6
"Trabajador(a) del hogar (080)",8,,,5,3,,,,
"Pensionista (081)",4,2,,1,1,,,,
"Otro(a) no pariente (082)",171,24,,55,74,6,9,1,2
"Hombres (084)",3594,267,56,1282,1583,133,161,53,59
"Jefe o Jefa (085)",1577,103,1,641,647,56,84,19,26
"Esposa(o)/ compa¤era(o) (086)",91,8,,30,43,1,5,4,
"Hijo(a)/ hijastro(a) (087)",1373,100,41,409,671,62,48,18,24
"Yerno/ nuera (088)",42,,,2,32,2,4,1,1
"Nieto(a) (089)",123,20,7,57,32,1,,3,3
"Padres/ suegros (090)",23,7,,15,1,,,,
"Otro(a) pariente (091)",267,20,7,99,107,10,13,7,4
"Trabajador(a) del hogar (092)",3,,,1,2,,,,
"Pensionista (093)",3,1,,1,1,,,,
"Otro(a) no pariente (094)",92,8,,27,47,1,7,1,1
"Mujeres (096)",3012,508,68,1007,1129,113,122,28,37
"Jefe o Jefa (097)",489,120,,180,144,9,17,7,12
"Esposa(o)/ compa¤era(o) (098)",1052,178,,365,428,30,39,4,8
"Hijo(a)/ hijastro(a) (099)",1016,116,51,301,416,54,51,15,12
"Yerno/ nuera (100)",44,,,5,29,2,5,1,2
"Nieto(a) (101)",110,21,9,52,22,2,3,1,
"Padres/ suegros (102)",42,26,,13,2,1,,,
"Otro(a) pariente (103)",174,30,8,59,60,10,5,,2
"Trabajador(a) del hogar (104)",5,,,4,1,,,,
"Pensionista (105)",1,1,,,,,,,
"Otro(a) no pariente (106)",79,16,,28,27,5,2,,1
