"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Explotación de minas y canteras (047)",1,1,,,
"Industrias manufactureras (048)",5,5,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",121,119,2,,
"Comercio al por mayor (053)",3,3,,,
"Comercio al por menor (054)",118,116,2,,
"Hoteles y restaurantes (055)",32,30,2,,
"Trans., almac. y comunicaciones (056)",5,5,,,
"Activid.inmobil., empres. y alquileres (058)",2,,1,1,
"Admin.pub. y defensa; p. segur soc.afil (059)",13,,,,13
"Enseñanza (060)",157,75,38,35,9
"Servicios sociales y de salud (061)",17,,,,17
"Otras activ. serv.comun.soc y personales (062)",10,10,,,
"Hogares privados con servicio doméstico (063)",66,66,,,
"Actividad economica no especificada (065)",72,70,2,,
,,,,,
"URBANA (066)",1069,746,105,98,120
"Agric., ganadería, caza y silvicultura (067)",353,337,15,1,
"Explotación de minas y canteras (069)",1,,,,1
"Industrias manufactureras (070)",28,25,3,,
"Construcción (072)",46,20,6,20,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",145,141,4,,
"Venta, mant.y rep. veh.autom y motoc. (074)",1,1,,,
"Comercio al por mayor (075)",9,9,,,
"Comercio al por menor (076)",135,131,4,,
"Hoteles y restaurantes (077)",25,24,1,,
"Trans., almac. y comunicaciones (078)",23,21,1,1,
"Intermediación financiera (079)",2,,,,2
"Activid.inmobil., empres. y alquileres (080)",10,4,2,4,
"Admin.pub. y defensa; p. segur soc.afil (081)",94,,,,94
"Enseñanza (082)",234,92,70,71,1
"Servicios sociales y de salud (083)",23,1,,,22
"Otras activ. serv.comun.soc y personales (084)",8,6,2,,
"Hogares privados con servicio doméstico (085)",42,42,,,
"Actividad economica no especificada (087)",35,33,1,1,
"Hombres (088)",766,515,79,71,101
"Agric., ganadería, caza y silvicultura (089)",332,316,15,1,
"Explotación de minas y canteras (091)",1,,,,1
"Industrias manufactureras (092)",27,24,3,,
"Construcción (094)",46,20,6,20,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",69,65,4,,
"Venta, mant.y rep. veh.autom y motoc. (096)",1,1,,,
"Comercio al por mayor (097)",6,6,,,
"Comercio al por menor (098)",62,58,4,,
"Hoteles y restaurantes (099)",3,3,,,
"Trans., almac. y comunicaciones (100)",18,16,1,1,
"Intermediación financiera (101)",2,,,,2
"Activid.inmobil., empres. y alquileres (102)",10,4,2,4,
"Admin.pub. y defensa; p. segur soc.afil (103)",84,,,,84
"Enseñanza (104)",136,46,46,44,
"Servicios sociales y de salud (105)",15,1,,,14
"Otras activ. serv.comun.soc y personales (106)",2,,2,,
"Hogares privados con servicio doméstico (107)",8,8,,,
"Actividad economica no especificada (109)",13,12,,1,
"Mujeres (110)",303,231,26,27,19
"Agric., ganadería, caza y silvicultura (111)",21,21,,,
"Industrias manufactureras (114)",1,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",76,76,,,
"Comercio al por mayor (119)",3,3,,,
"Comercio al por menor (120)",73,73,,,
"Hoteles y restaurantes (121)",22,21,1,,
"Trans., almac. y comunicaciones (122)",5,5,,,
"Admin.pub. y defensa; p. segur soc.afil (125)",10,,,,10
"Enseñanza (126)",98,46,24,27,1
"Servicios sociales y de salud (127)",8,,,,8
"Otras activ. serv.comun.soc y personales (128)",6,6,,,
"Hogares privados con servicio doméstico (129)",34,34,,,
"Actividad economica no especificada (131)",22,21,1,,
,,,,,
"RURAL (132)",3354,3124,126,43,61
"Agric., ganadería, caza y silvicultura (133)",2785,2718,60,5,2
"Pesca (134)",2,2,,,
"Explotación de minas y canteras (135)",9,7,2,,
"Industrias manufactureras (136)",31,31,,,
"Suministro de electricidad, gas y agua (137)",1,,1,,
"Construcción (138)",94,67,13,14,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",103,101,2,,
"Venta, mant.y rep. veh.autom y motoc. (140)",1,1,,,
"Comercio al por mayor (141)",4,4,,,
"Comercio al por menor (142)",98,96,2,,
"Hoteles y restaurantes (143)",12,11,1,,
"Trans., almac. y comunicaciones (144)",11,11,,,
"Activid.inmobil., empres. y alquileres (146)",3,1,1,1,
"Admin.pub. y defensa; p. segur soc.afil (147)",31,,,,31
"Enseñanza (148)",152,70,44,23,15
"Servicios sociales y de salud (149)",14,1,,,13
"Otras activ. serv.comun.soc y personales (150)",6,6,,,
"Hogares privados con servicio doméstico (151)",41,41,,,
"Actividad economica no especificada (153)",59,57,2,,
"Hombres (154)",2904,2728,102,33,41
"Agric., ganadería, caza y silvicultura (155)",2554,2493,55,4,2
"Pesca (156)",2,2,,,
"Explotación de minas y canteras (157)",8,6,2,,
"Industrias manufactureras (158)",27,27,,,
"Suministro de electricidad, gas y agua (159)",1,,1,,
"Construcción (160)",94,67,13,14,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",58,58,,,
"Venta, mant.y rep. veh.autom y motoc. (162)",1,1,,,
"Comercio al por mayor (163)",4,4,,,
"Comercio al por menor (164)",53,53,,,
"Hoteles y restaurantes (165)",2,2,,,
"Trans., almac. y comunicaciones (166)",11,11,,,
"Activid.inmobil., empres. y alquileres (168)",1,1,,,
"Admin.pub. y defensa; p. segur soc.afil (169)",28,,,,28
"Enseñanza (170)",93,41,30,15,7
"Servicios sociales y de salud (171)",5,1,,,4
"Otras activ. serv.comun.soc y personales (172)",2,2,,,
"Hogares privados con servicio doméstico (173)",9,9,,,
"Actividad economica no especificada (175)",9,8,1,,
"Mujeres (176)",450,396,24,10,20
"Agric., ganadería, caza y silvicultura (177)",231,225,5,1,
"Explotación de minas y canteras (179)",1,1,,,
"Industrias manufactureras (180)",4,4,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",45,43,2,,
"Comercio al por menor (186)",45,43,2,,
"Hoteles y restaurantes (187)",10,9,1,,
"Activid.inmobil., empres. y alquileres (190)",2,,1,1,
"Admin.pub. y defensa; p. segur soc.afil (191)",3,,,,3
"Enseñanza (192)",59,29,14,8,8
"Servicios sociales y de salud (193)",9,,,,9
"Otras activ. serv.comun.soc y personales (194)",4,4,,,
"Hogares privados con servicio doméstico (195)",32,32,,,
"Actividad economica no especificada (197)",50,49,1,,
