"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Servicios sociales y de salud (040)",77,,22,37,16,2
"Otras activ. serv.comun.soc y personales (041)",297,1,122,111,52,11
"Hogares privados con servicio doméstico (042)",76,19,43,6,7,1
"Organiz. y organos extraterritoriales (043)",2,,1,,,1
"Actividad economica no especificada (044)",443,3,156,144,112,28
"Desocupado (045)",372,7,181,96,74,14
"Mujeres (046)",6467,99,2310,2332,1370,356
"Agric., ganadería, caza y silvicultura (047)",945,28,214,298,284,121
"Pesca (048)",1,,,1,,
"Explotación de minas y canteras (049)",2,,1,,1,
"Industrias manufactureras (050)",383,9,163,135,61,15
"Suministro de electricidad, gas y agua (051)",9,1,3,2,3,
"Construcción (052)",29,,14,6,9,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",1895,26,555,770,441,103
"Venta, mant.y rep. veh.autom.y motoc. (054)",10,,6,3,1,
"Comercio al por mayor (055)",41,,13,14,12,2
"Comercio al por menor (056)",1844,26,536,753,428,101
"Hoteles y restaurantes (057)",1062,13,446,323,226,54
"Trans., almac. y comunicaciones (058)",166,,101,52,12,1
"Intermediación financiera (059)",12,,7,5,,
"Activid.inmobil., empres. y alquileres (060)",90,,54,26,10,
"Admin.pub. y defensa; p. segur.soc afil (061)",120,,57,50,13,
"Enseñanza (062)",585,,138,321,121,5
"Servicios sociales y de salud (063)",122,,55,49,18,
"Otras activ. serv.comun.soc y personales (064)",125,2,56,45,18,4
"Hogares privados con servicio doméstico (065)",307,14,196,55,35,7
"Organiz. y organos extraterritoriales (066)",1,,,,1,
"Actividad economica no especificada (067)",460,3,152,151,108,46
"Desocupado (068)",153,3,98,43,9,
,,,,,,
"URBANA (069)",11520,196,3978,4146,2582,618
"Agric., ganadería, caza y silvicultura (070)",1636,72,347,436,519,262
"Pesca (071)",1,,,1,,
"Explotación de minas y canteras (072)",12,,3,4,3,2
"Industrias manufactureras (073)",632,16,224,221,132,39
"Suministro de electricidad, gas y agua (074)",37,1,12,10,13,1
"Construcción (075)",953,5,321,382,216,29
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",2160,41,641,835,518,125
"Venta, mant.y rep. veh.autom.y motoc. (077)",107,,54,40,13,
"Comercio al por mayor (078)",60,,22,19,16,3
"Comercio al por menor (079)",1993,41,565,776,489,122
"Hoteles y restaurantes (080)",1683,18,813,527,269,56
"Trans., almac. y comunicaciones (081)",1004,3,410,410,167,14
"Intermediación financiera (082)",19,,7,6,5,1
"Activid.inmobil., empres. y alquileres (083)",322,,116,132,69,5
"Admin.pub. y defensa; p. segur.soc afil (084)",482,,136,200,132,14
"Enseñanza (085)",911,,171,479,250,11
"Servicios sociales y de salud (086)",167,,60,75,31,1
"Otras activ. serv.comun.soc y personales (087)",341,3,146,123,56,13
"Hogares privados con servicio doméstico (088)",289,28,190,40,27,4
"Organiz. y organos extraterritoriales (089)",3,,1,,1,1
"Actividad economica no especificada (090)",533,4,192,181,122,34
"Desocupado (091)",335,5,188,84,52,6
"Hombres (092)",6927,122,2292,2457,1648,408
"Agric., ganadería, caza y silvicultura (093)",1339,56,278,356,425,224
"Pesca (094)",1,,,1,,
"Explotación de minas y canteras (095)",10,,2,4,2,2
"Industrias manufactureras (096)",398,9,138,138,85,28
"Suministro de electricidad, gas y agua (097)",30,,10,8,11,1
"Construcción (098)",929,5,311,377,207,29
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",638,18,205,206,171,38
"Venta, mant.y rep. veh.autom.y motoc. (100)",99,,50,37,12,
"Comercio al por mayor (101)",30,,11,9,9,1
"Comercio al por menor (102)",509,18,144,160,150,37
"Hoteles y restaurantes (103)",814,7,438,270,87,12
"Trans., almac. y comunicaciones (104)",857,3,320,364,157,13
"Intermediación financiera (105)",10,,2,2,5,1
"Activid.inmobil., empres. y alquileres (106)",242,,70,108,59,5
"Admin.pub. y defensa; p. segur.soc afil (107)",383,,92,156,121,14
"Enseñanza (108)",402,,56,198,141,7
"Servicios sociales y de salud (109)",64,,18,31,14,1
"Otras activ. serv.comun.soc y personales (110)",230,1,95,83,42,9
"Hogares privados con servicio doméstico (111)",62,16,35,5,5,1
"Organiz. y organos extraterritoriales (112)",2,,1,,,1
"Actividad economica no especificada (113)",309,3,114,104,72,16
"Desocupado (114)",207,4,107,46,44,6
"Mujeres (115)",4593,74,1686,1689,934,210
"Agric., ganadería, caza y silvicultura (116)",297,16,69,80,94,38
"Explotación de minas y canteras (118)",2,,1,,1,
"Industrias manufactureras (119)",234,7,86,83,47,11
"Suministro de electricidad, gas y agua (120)",7,1,2,2,2,
"Construcción (121)",24,,10,5,9,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",1522,23,436,629,347,87
"Venta, mant.y rep. veh.autom.y motoc. (123)",8,,4,3,1,
"Comercio al por mayor (124)",30,,11,10,7,2
"Comercio al por menor (125)",1484,23,421,616,339,85
"Hoteles y restaurantes (126)",869,11,375,257,182,44
"Trans., almac. y comunicaciones (127)",147,,90,46,10,1
"Intermediación financiera (128)",9,,5,4,,
"Activid.inmobil., empres. y alquileres (129)",80,,46,24,10,
"Admin.pub. y defensa; p. segur.soc afil (130)",99,,44,44,11,
"Enseñanza (131)",509,,115,281,109,4
"Servicios sociales y de salud (132)",103,,42,44,17,
"Otras activ. serv.comun.soc y personales (133)",111,2,51,40,14,4
"Hogares privados con servicio doméstico (134)",227,12,155,35,22,3
"Organiz. y organos extraterritoriales (135)",1,,,,1,
"Actividad economica no especificada (136)",224,1,78,77,50,18
"Desocupado (137)",128,1,81,38,8,
,,,,,,
"RURAL (138)",8690,105,2540,3069,2268,708
"Agric., ganadería, caza y silvicultura (139)",5164,81,1188,1759,1559,577
"Pesca (140)",6,,1,3,1,1
"Explotación de minas y canteras (141)",9,,4,4,1,
"Industrias manufactureras (142)",330,4,144,114,57,11
"Suministro de electricidad, gas y agua (143)",7,,3,2,1,1
"Construcción (144)",739,1,256,316,147,19
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",499,3,172,178,121,25
"Venta, mant.y rep. veh.autom.y motoc. (146)",26,,16,7,3,
"Comercio al por mayor (147)",22,,5,10,7,
"Comercio al por menor (148)",451,3,151,161,111,25
"Hoteles y restaurantes (149)",341,4,152,113,62,10
"Trans., almac. y comunicaciones (150)",504,,211,200,90,3
"Intermediación financiera (151)",4,,3,1,,
"Activid.inmobil., empres. y alquileres (152)",60,,25,23,9,3
"Admin.pub. y defensa; p. segur.soc afil (153)",106,,39,44,23,
"Enseñanza (154)",154,,37,78,36,3
"Servicios sociales y de salud (155)",32,,17,11,3,1
"Otras activ. serv.comun.soc y personales (156)",81,,32,33,14,2
"Hogares privados con servicio doméstico (157)",94,5,49,21,15,4
"Actividad economica no especificada (159)",370,2,116,114,98,40
"Desocupado (160)",190,5,91,55,31,8
"Hombres (161)",6816,80,1916,2426,1832,562
"Agric., ganadería, caza y silvicultura (162)",4516,69,1043,1541,1369,494
"Pesca (163)",5,,1,2,1,1
"Explotación de minas y canteras (164)",9,,4,4,1,
"Industrias manufactureras (165)",181,2,67,62,43,7
"Suministro de electricidad, gas y agua (166)",5,,2,2,,1
"Construcción (167)",734,1,252,315,147,19
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",126,,53,37,27,9
"Venta, mant.y rep. veh.autom.y motoc. (169)",24,,14,7,3,
"Comercio al por mayor (170)",11,,3,6,2,
"Comercio al por menor (171)",91,,36,24,22,9
"Hoteles y restaurantes (172)",148,2,81,47,18,
"Trans., almac. y comunicaciones (173)",485,,200,194,88,3
"Intermediación financiera (174)",1,,1,,,
"Activid.inmobil., empres. y alquileres (175)",50,,17,21,9,3
"Admin.pub. y defensa; p. segur.soc afil (176)",85,,26,38,21,
"Enseñanza (177)",78,,14,38,24,2
"Servicios sociales y de salud (178)",13,,4,6,2,1
"Otras activ. serv.comun.soc y personales (179)",67,,27,28,10,2
"Hogares privados con servicio doméstico (180)",14,3,8,1,2,
"Actividad economica no especificada (182)",134,,42,40,40,12
"Desocupado (183)",165,3,74,50,30,8
"Mujeres (184)",1874,25,624,643,436,146
"Agric., ganadería, caza y silvicultura (185)",648,12,145,218,190,83
"Pesca (186)",1,,,1,,
"Industrias manufactureras (188)",149,2,77,52,14,4
"Suministro de electricidad, gas y agua (189)",2,,1,,1,
"Construcción (190)",5,,4,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",373,3,119,141,94,16
"Venta, mant.y rep. veh.autom.y motoc. (192)",2,,2,,,
"Comercio al por mayor (193)",11,,2,4,5,
"Comercio al por menor (194)",360,3,115,137,89,16
"Hoteles y restaurantes (195)",193,2,71,66,44,10
"Trans., almac. y comunicaciones (196)",19,,11,6,2,
"Intermediación financiera (197)",3,,2,1,,
"Activid.inmobil., empres. y alquileres (198)",10,,8,2,,
"Admin.pub. y defensa; p. segur.soc afil (199)",21,,13,6,2,
"Enseñanza (200)",76,,23,40,12,1
"Servicios sociales y de salud (201)",19,,13,5,1,
"Otras activ. serv.comun.soc y personales (202)",14,,5,5,4,
"Hogares privados con servicio doméstico (203)",80,2,41,20,13,4
"Actividad economica no especificada (205)",236,2,74,74,58,28
"Desocupado (206)",25,2,17,5,1,
