"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Otro(a) no pariente (046)",710,58,6,233,276,43,45,12,37
"Hombres (048)",21700,1820,611,9004,7333,724,912,402,894
"Jefe o Jefa (049)",8868,349,2,3757,2892,346,617,212,693
"Esposa(o)/ compa¤era(o) (050)",367,11,1,149,134,18,26,14,14
"Hijo(a)/ hijastro(a) (051)",9216,1055,480,3798,3236,258,161,119,109
"Yerno/ nuera (052)",248,4,,56,132,13,12,14,17
"Nieto(a) (053)",1017,244,93,426,225,15,8,2,4
"Padres/ suegros (054)",148,16,,104,19,,7,2,
"Otro(a) pariente (055)",1398,111,32,568,523,53,48,31,32
"Trabajador(a) del hogar (056)",15,1,,3,9,,1,,1
"Pensionista (057)",40,1,,12,11,2,7,3,4
"Otro(a) no pariente (058)",383,28,3,131,152,19,25,5,20
"Mujeres (060)",21267,2742,564,9014,6258,743,982,306,658
"Jefe o Jefa (061)",2999,480,1,1256,738,110,207,62,145
"Esposa(o)/ compa¤era(o) (062)",7078,754,4,3169,2071,245,426,83,326
"Hijo(a)/ hijastro(a) (063)",8083,957,440,3392,2537,264,252,121,120
"Yerno/ nuera (064)",311,8,,94,159,16,17,7,10
"Nieto(a) (065)",878,193,77,415,169,11,3,8,2
"Padres/ suegros (066)",266,149,,99,8,2,4,2,2
"Otro(a) pariente (067)",1184,164,39,426,393,66,50,14,32
"Trabajador(a) del hogar (068)",123,6,,59,52,3,1,2,
"Pensionista (069)",18,1,,2,7,2,2,,4
"Otro(a) no pariente (070)",327,30,3,102,124,24,20,7,17
,,,,,,,,,
"RURAL (072)",57285,10568,1470,33644,10498,343,407,156,199
"Jefe o Jefa (073)",14157,2060,6,9276,2395,92,185,45,98
"Esposa(o)/ compa¤era(o) (074)",10583,2610,11,6369,1421,49,70,17,36
"Hijo(a)/ hijastro(a) (075)",26463,4454,1232,14872,5536,167,88,75,39
"Yerno/ nuera (076)",700,42,,374,249,10,15,4,6
"Nieto(a) (077)",2322,628,169,1203,309,4,4,3,2
"Padres/ suegros (078)",387,244,,132,7,1,2,1,
"Otro(a) pariente (079)",2253,464,48,1214,477,15,20,6,9
"Trabajador(a) del hogar (080)",21,3,,12,6,,,,
"Pensionista (081)",19,5,,4,5,,2,1,2
"Otro(a) no pariente (082)",380,58,4,188,93,5,21,4,7
"Hombres (084)",30218,4093,741,18320,6446,171,230,98,119
"Jefe o Jefa (085)",12093,1194,5,8329,2232,77,140,42,74
"Esposa(o)/ compa¤era(o) (086)",217,22,1,129,54,1,7,1,2
"Hijo(a)/ hijastro(a) (087)",14588,2249,620,8067,3457,76,48,45,26
"Yerno/ nuera (088)",276,9,,154,98,3,7,1,4
"Nieto(a) (089)",1223,306,86,634,191,1,2,1,2
"Padres/ suegros (090)",125,40,,78,3,1,2,1,
"Otro(a) pariente (091)",1396,228,28,775,332,10,12,5,6
"Trabajador(a) del hogar (092)",4,1,,2,1,,,,
"Pensionista (093)",14,3,,4,5,,1,1,
"Otro(a) no pariente (094)",282,41,1,148,73,2,11,1,5
"Mujeres (096)",27067,6475,729,15324,4052,172,177,58,80
"Jefe o Jefa (097)",2064,866,1,947,163,15,45,3,24
"Esposa(o)/ compa¤era(o) (098)",10366,2588,10,6240,1367,48,63,16,34
"Hijo(a)/ hijastro(a) (099)",11875,2205,612,6805,2079,91,40,30,13
"Yerno/ nuera (100)",424,33,,220,151,7,8,3,2
"Nieto(a) (101)",1099,322,83,569,118,3,2,2,
"Padres/ suegros (102)",262,204,,54,4,,,,
"Otro(a) pariente (103)",857,236,20,439,145,5,8,1,3
"Trabajador(a) del hogar (104)",17,2,,10,5,,,,
"Pensionista (105)",5,2,,,,,1,,2
"Otro(a) no pariente (106)",98,17,3,40,20,3,10,3,2
