"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Esposa(o)/ compa¤era(o) (050)",134,12,,48,57,5,3,5,4
"Hijo(a)/ hijastro(a) (051)",1651,250,127,655,513,53,28,14,11
"Yerno/ nuera (052)",26,1,,1,14,4,2,1,3
"Nieto(a) (053)",89,24,9,37,19,,,,
"Padres/ suegros (054)",29,13,,12,3,,,1,
"Otro(a) pariente (055)",157,17,5,67,56,3,4,4,1
"Trabajador(a) del hogar (056)",6,,,1,5,,,,
"Pensionista (057)",1,,,,1,,,,
"Otro(a) no pariente (058)",94,7,1,36,35,4,5,,6
"Mujeres (060)",3884,804,147,1656,956,93,144,30,54
"Jefe o Jefa (061)",739,219,6,284,156,18,30,4,22
"Esposa(o)/ compa¤era(o) (062)",1135,252,9,494,270,27,60,8,15
"Hijo(a)/ hijastro(a) (063)",1562,236,112,679,426,39,43,17,10
"Yerno/ nuera (064)",46,,1,14,18,2,7,1,3
"Nieto(a) (065)",91,22,11,45,11,1,,,1
"Padres/ suegros (066)",46,34,,9,3,,,,
"Otro(a) pariente (067)",166,27,7,83,42,4,2,,1
"Trabajador(a) del hogar (068)",23,2,,13,8,,,,
"Otro(a) no pariente (070)",76,12,1,35,22,2,2,,2
,,,,,,,,,
"RURAL (072)",34126,9958,1326,18367,4230,80,81,28,56
"Jefe o Jefa (073)",9178,2589,35,5423,1016,31,40,14,30
"Esposa(o)/ compa¤era(o) (074)",6595,3067,61,3030,407,13,6,2,9
"Hijo(a)/ hijastro(a) (075)",15820,3336,1110,8826,2482,34,17,9,6
"Yerno/ nuera (076)",188,34,1,93,55,,1,2,2
"Nieto(a) (077)",633,193,66,326,48,,,,
"Padres/ suegros (078)",471,386,,78,7,,,,
"Otro(a) pariente (079)",1062,309,50,516,169,2,10,,6
"Trabajador(a) del hogar (080)",16,8,,3,5,,,,
"Pensionista (081)",3,1,,1,1,,,,
"Otro(a) no pariente (082)",160,35,3,71,40,,7,1,3
"Hombres (084)",17212,3522,609,10082,2843,54,50,21,31
"Jefe o Jefa (085)",7300,1455,23,4818,920,24,28,11,21
"Esposa(o)/ compa¤era(o) (086)",423,78,1,254,80,5,2,,3
"Hijo(a)/ hijastro(a) (087)",8283,1643,527,4446,1624,23,9,8,3
"Yerno/ nuera (088)",60,8,1,30,18,,1,1,1
"Nieto(a) (089)",327,98,32,163,34,,,,
"Padres/ suegros (090)",139,86,,50,3,,,,
"Otro(a) pariente (091)",555,130,23,264,125,2,8,,3
"Trabajador(a) del hogar (092)",7,2,,2,3,,,,
"Pensionista (093)",2,1,,,1,,,,
"Otro(a) no pariente (094)",116,21,2,55,35,,2,1,
"Mujeres (096)",16914,6436,717,8285,1387,26,31,7,25
"Jefe o Jefa (097)",1878,1134,12,605,96,7,12,3,9
"Esposa(o)/ compa¤era(o) (098)",6172,2989,60,2776,327,8,4,2,6
"Hijo(a)/ hijastro(a) (099)",7537,1693,583,4380,858,11,8,1,3
"Yerno/ nuera (100)",128,26,,63,37,,,1,1
"Nieto(a) (101)",306,95,34,163,14,,,,
"Padres/ suegros (102)",332,300,,28,4,,,,
"Otro(a) pariente (103)",507,179,27,252,44,,2,,3
"Trabajador(a) del hogar (104)",9,6,,1,2,,,,
"Pensionista (105)",1,,,1,,,,,
"Otro(a) no pariente (106)",44,14,1,16,5,,5,,3
