"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (042)",13,,6,5,1,1
"Actividad economica no especificada (044)",83,,33,24,14,12
"Desocupado (045)",126,2,55,28,34,7
"Mujeres (046)",1777,28,548,681,449,71
"Agric., ganadería, caza y silvicultura (047)",618,13,199,232,146,28
"Explotación de minas y canteras (049)",25,1,14,7,3,
"Industrias manufactureras (050)",40,,12,16,9,3
"Suministro de electricidad, gas y agua (051)",1,,,1,,
"Construcción (052)",3,1,1,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",367,5,86,130,120,26
"Venta, mant.y rep. veh.autom.y motoc. (054)",6,,2,3,1,
"Comercio al por mayor (055)",9,,2,3,3,1
"Comercio al por menor (056)",352,5,82,124,116,25
"Hoteles y restaurantes (057)",146,4,55,52,34,1
"Trans., almac. y comunicaciones (058)",21,,14,5,2,
"Intermediación financiera (059)",8,,7,1,,
"Activid.inmobil., empres. y alquileres (060)",28,,14,8,6,
"Admin.pub. y defensa; p. segur.soc afil (061)",44,,10,19,15,
"Enseñanza (062)",188,,38,102,46,2
"Servicios sociales y de salud (063)",68,,14,34,19,1
"Otras activ. serv.comun.soc y personales (064)",37,2,8,15,11,1
"Hogares privados con servicio doméstico (065)",74,2,23,29,17,3
"Actividad economica no especificada (067)",58,,14,21,17,6
"Desocupado (068)",51,,39,8,4,
,,,,,,
"URBANA (069)",3494,74,1090,1228,911,191
"Agric., ganadería, caza y silvicultura (070)",1204,37,406,395,280,86
"Pesca (071)",4,,1,2,1,
"Explotación de minas y canteras (072)",112,1,56,41,14,
"Industrias manufactureras (073)",124,4,45,34,34,7
"Suministro de electricidad, gas y agua (074)",7,,,3,3,1
"Construcción (075)",139,1,37,55,40,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",598,17,141,207,188,45
"Venta, mant.y rep. veh.autom.y motoc. (077)",58,1,23,21,11,2
"Comercio al por mayor (078)",28,,9,9,7,3
"Comercio al por menor (079)",512,16,109,177,170,40
"Hoteles y restaurantes (080)",162,8,58,52,37,7
"Trans., almac. y comunicaciones (081)",208,,85,69,50,4
"Intermediación financiera (082)",11,,7,3,1,
"Activid.inmobil., empres. y alquileres (083)",95,,25,38,29,3
"Admin.pub. y defensa; p. segur.soc afil (084)",128,,32,50,42,4
"Enseñanza (085)",227,,35,123,64,5
"Servicios sociales y de salud (086)",105,,18,46,40,1
"Otras activ. serv.comun.soc y personales (087)",78,3,25,25,23,2
"Hogares privados con servicio doméstico (088)",60,2,20,20,16,2
"Actividad economica no especificada (090)",112,,39,39,22,12
"Desocupado (091)",120,1,60,26,27,6
"Hombres (092)",2191,49,686,730,581,145
"Agric., ganadería, caza y silvicultura (093)",846,26,277,257,209,77
"Pesca (094)",4,,1,2,1,
"Explotación de minas y canteras (095)",107,1,53,40,13,
"Industrias manufactureras (096)",88,4,34,20,26,4
"Suministro de electricidad, gas y agua (097)",7,,,3,3,1
"Construcción (098)",136,,36,54,40,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",276,12,63,99,80,22
"Venta, mant.y rep. veh.autom.y motoc. (100)",53,1,21,19,10,2
"Comercio al por mayor (101)",19,,7,6,4,2
"Comercio al por menor (102)",204,11,35,74,66,18
"Hoteles y restaurantes (103)",42,4,9,12,11,6
"Trans., almac. y comunicaciones (104)",190,,72,66,48,4
"Intermediación financiera (105)",3,,,2,1,
"Activid.inmobil., empres. y alquileres (106)",76,,17,33,23,3
"Admin.pub. y defensa; p. segur.soc afil (107)",90,,23,35,28,4
"Enseñanza (108)",82,,12,36,31,3
"Servicios sociales y de salud (109)",42,,5,15,22,
"Otras activ. serv.comun.soc y personales (110)",46,1,18,13,13,1
"Hogares privados con servicio doméstico (111)",5,,3,1,1,
"Actividad economica no especificada (113)",63,,27,21,7,8
"Desocupado (114)",88,1,36,21,24,6
"Mujeres (115)",1303,25,404,498,330,46
"Agric., ganadería, caza y silvicultura (116)",358,11,129,138,71,9
"Explotación de minas y canteras (118)",5,,3,1,1,
"Industrias manufactureras (119)",36,,11,14,8,3
"Construcción (121)",3,1,1,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",322,5,78,108,108,23
"Venta, mant.y rep. veh.autom.y motoc. (123)",5,,2,2,1,
"Comercio al por mayor (124)",9,,2,3,3,1
"Comercio al por menor (125)",308,5,74,103,104,22
"Hoteles y restaurantes (126)",120,4,49,40,26,1
"Trans., almac. y comunicaciones (127)",18,,13,3,2,
"Intermediación financiera (128)",8,,7,1,,
"Activid.inmobil., empres. y alquileres (129)",19,,8,5,6,
"Admin.pub. y defensa; p. segur.soc afil (130)",38,,9,15,14,
"Enseñanza (131)",145,,23,87,33,2
"Servicios sociales y de salud (132)",63,,13,31,18,1
"Otras activ. serv.comun.soc y personales (133)",32,2,7,12,10,1
"Hogares privados con servicio doméstico (134)",55,2,17,19,15,2
"Actividad economica no especificada (136)",49,,12,18,15,4
"Desocupado (137)",32,,24,5,3,
,,,,,,
"RURAL (138)",1853,17,593,606,505,132
"Agric., ganadería, caza y silvicultura (139)",1199,9,355,361,361,113
"Pesca (140)",1,,,,1,
"Explotación de minas y canteras (141)",191,5,79,69,35,3
"Industrias manufactureras (142)",9,,4,3,2,
"Suministro de electricidad, gas y agua (143)",1,,,1,,
"Construcción (144)",36,1,12,16,7,
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",80,,18,38,20,4
"Venta, mant.y rep. veh.autom.y motoc. (146)",6,,2,4,,
"Comercio al por mayor (147)",2,,1,,1,
"Comercio al por menor (148)",72,,15,34,19,4
"Hoteles y restaurantes (149)",33,1,8,12,11,1
"Trans., almac. y comunicaciones (150)",50,,22,16,11,1
"Intermediación financiera (151)",1,,1,,,
"Activid.inmobil., empres. y alquileres (152)",35,,14,16,5,
"Admin.pub. y defensa; p. segur.soc afil (153)",20,,3,10,6,1
"Enseñanza (154)",54,,17,19,18,
"Servicios sociales y de salud (155)",13,,6,6,1,
"Otras activ. serv.comun.soc y personales (156)",17,,3,9,5,
"Hogares privados con servicio doméstico (157)",27,,9,14,2,2
"Actividad economica no especificada (159)",29,,8,6,9,6
"Desocupado (160)",57,1,34,10,11,1
"Hombres (161)",1379,14,449,423,386,107
"Agric., ganadería, caza y silvicultura (162)",939,7,285,267,286,94
"Pesca (163)",1,,,,1,
"Explotación de minas y canteras (164)",171,4,68,63,33,3
"Industrias manufactureras (165)",5,,3,1,1,
"Construcción (167)",36,1,12,16,7,
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",35,,10,16,8,1
"Venta, mant.y rep. veh.autom.y motoc. (169)",5,,2,3,,
"Comercio al por mayor (170)",2,,1,,1,
"Comercio al por menor (171)",28,,7,13,7,1
"Hoteles y restaurantes (172)",7,1,2,,3,1
"Trans., almac. y comunicaciones (173)",47,,21,14,11,1
"Intermediación financiera (174)",1,,1,,,
"Activid.inmobil., empres. y alquileres (175)",26,,8,13,5,
"Admin.pub. y defensa; p. segur.soc afil (176)",14,,2,6,5,1
"Enseñanza (177)",11,,2,4,5,
"Servicios sociales y de salud (178)",8,,5,3,,
"Otras activ. serv.comun.soc y personales (179)",12,,2,6,4,
"Hogares privados con servicio doméstico (180)",8,,3,4,,1
"Actividad economica no especificada (182)",20,,6,3,7,4
"Desocupado (183)",38,1,19,7,10,1
"Mujeres (184)",474,3,144,183,119,25
"Agric., ganadería, caza y silvicultura (185)",260,2,70,94,75,19
"Explotación de minas y canteras (187)",20,1,11,6,2,
"Industrias manufactureras (188)",4,,1,2,1,
"Suministro de electricidad, gas y agua (189)",1,,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",45,,8,22,12,3
"Venta, mant.y rep. veh.autom.y motoc. (192)",1,,,1,,
"Comercio al por menor (194)",44,,8,21,12,3
"Hoteles y restaurantes (195)",26,,6,12,8,
"Trans., almac. y comunicaciones (196)",3,,1,2,,
"Activid.inmobil., empres. y alquileres (198)",9,,6,3,,
"Admin.pub. y defensa; p. segur.soc afil (199)",6,,1,4,1,
"Enseñanza (200)",43,,15,15,13,
"Servicios sociales y de salud (201)",5,,1,3,1,
"Otras activ. serv.comun.soc y personales (202)",5,,1,3,1,
"Hogares privados con servicio doméstico (203)",19,,6,10,2,1
"Actividad economica no especificada (205)",9,,2,3,2,2
"Desocupado (206)",19,,15,3,1,
