"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Pensionista (045)",37,4,,5,19,2,,3,4
"Otro(a) no pariente (046)",614,63,14,232,188,38,43,12,24
"Hombres (048)",23586,2107,639,7209,8373,1384,1777,804,1293
"Jefe o Jefa (049)",9148,507,5,2549,3460,542,1077,221,787
"Esposa(o)/ compa¤era(o) (050)",356,15,,102,135,27,27,14,36
"Hijo(a)/ hijastro(a) (051)",10007,1046,433,3165,3507,621,476,424,335
"Yerno/ nuera (052)",421,1,,62,203,24,65,21,45
"Nieto(a) (053)",1795,333,159,677,464,61,34,53,14
"Padres/ suegros (054)",145,31,,88,22,2,1,1,
"Otro(a) pariente (055)",1421,147,36,472,476,87,76,66,61
"Trabajador(a) del hogar (056)",4,,,1,3,,,,
"Pensionista (057)",20,,,3,13,2,,,2
"Otro(a) no pariente (058)",269,27,6,90,90,18,21,4,13
"Mujeres (060)",24804,2953,660,7989,7632,1368,2326,754,1122
"Jefe o Jefa (061)",3337,484,4,1127,908,153,368,67,226
"Esposa(o)/ compa¤era(o) (062)",7472,794,3,2440,2463,407,896,114,355
"Hijo(a)/ hijastro(a) (063)",9625,966,482,2952,2981,609,787,420,428
"Yerno/ nuera (064)",574,14,,96,290,48,68,23,35
"Nieto(a) (065)",1695,334,119,671,419,49,36,55,12
"Padres/ suegros (066)",330,161,,132,21,,12,3,1
"Otro(a) pariente (067)",1370,155,44,410,433,82,134,60,52
"Trabajador(a) del hogar (068)",39,5,,17,13,,3,1,
"Pensionista (069)",17,4,,2,6,,,3,2
"Otro(a) no pariente (070)",345,36,8,142,98,20,22,8,11
,,,,,,,,,
"RURAL (072)",40831,10906,1694,18464,8258,551,574,163,221
"Jefe o Jefa (073)",9786,2606,31,4545,2059,140,249,50,106
"Esposa(o)/ compa¤era(o) (074)",7115,2948,45,3008,986,44,66,1,17
"Hijo(a)/ hijastro(a) (075)",18576,3737,1346,8672,4166,303,196,96,60
"Yerno/ nuera (076)",719,120,6,294,263,13,15,3,5
"Nieto(a) (077)",1964,528,183,897,315,19,14,5,3
"Padres/ suegros (078)",389,321,,63,5,,,,
"Otro(a) pariente (079)",2022,569,79,903,400,25,22,7,17
"Trabajador(a) del hogar (080)",35,19,,9,7,,,,
"Pensionista (081)",25,8,,7,7,1,1,,1
"Otro(a) no pariente (082)",200,50,4,66,50,6,11,1,12
"Hombres (084)",20529,3800,820,9736,5182,338,370,122,161
"Jefe o Jefa (085)",7937,1498,28,4014,1919,125,222,45,86
"Esposa(o)/ compa¤era(o) (086)",292,65,1,153,61,3,6,,3
"Hijo(a)/ hijastro(a) (087)",9760,1672,652,4448,2595,171,113,65,44
"Yerno/ nuera (088)",203,17,,70,96,5,10,1,4
"Nieto(a) (089)",1046,268,95,463,196,13,5,4,2
"Padres/ suegros (090)",81,49,,28,4,,,,
"Otro(a) pariente (091)",1056,200,41,509,262,15,10,6,13
"Trabajador(a) del hogar (092)",10,5,,3,2,,,,
"Pensionista (093)",15,5,,4,5,1,,,
"Otro(a) no pariente (094)",129,21,3,44,42,5,4,1,9
"Mujeres (096)",20302,7106,874,8728,3076,213,204,41,60
"Jefe o Jefa (097)",1849,1108,3,531,140,15,27,5,20
"Esposa(o)/ compa¤era(o) (098)",6823,2883,44,2855,925,41,60,1,14
"Hijo(a)/ hijastro(a) (099)",8816,2065,694,4224,1571,132,83,31,16
"Yerno/ nuera (100)",516,103,6,224,167,8,5,2,1
"Nieto(a) (101)",918,260,88,434,119,6,9,1,1
"Padres/ suegros (102)",308,272,,35,1,,,,
"Otro(a) pariente (103)",966,369,38,394,138,10,12,1,4
"Trabajador(a) del hogar (104)",25,14,,6,5,,,,
"Pensionista (105)",10,3,,3,2,,1,,1
"Otro(a) no pariente (106)",71,29,1,22,8,1,7,,3
