"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Superior univ. completa (058)",42,25,4,6,7
,,,,,
"URBANA (060)",33711,24793,3560,2794,2564
"Sin nivel (061)",995,889,73,17,16
"Educación inicial (062)",34,22,8,3,1
"Primaria (063)",9516,8316,782,231,187
"Secundaria (064)",12492,10197,1231,534,530
"Superior no univ. incompleta (065)",1841,1307,198,164,172
"Superior no univ. completa (066)",3530,1703,509,719,599
"Superior univ. incompleta (067)",1242,742,178,150,172
"Superior univ. completa (068)",4061,1617,581,976,887
"De 06 a 14 años (070)",767,671,81,13,2
"Sin nivel (071)",11,9,2,,
"Educación inicial (072)",3,2,1,,
"Primaria (073)",501,427,63,9,2
"Secundaria (074)",252,233,15,4,
"De 15 a 29 años (080)",11397,8639,1368,797,593
"Sin nivel (081)",108,95,10,2,1
"Educación inicial (082)",15,9,5,1,
"Primaria (083)",1912,1664,167,44,37
"Secundaria (084)",5679,4670,621,241,147
"Superior no univ. incompleta (085)",909,675,103,72,59
"Superior no univ. completa (086)",1190,654,196,205,135
"Superior univ. incompleta (087)",603,404,96,50,53
"Superior univ. completa (088)",981,468,170,182,161
"De 30 a 44 años (090)",12470,8550,1329,1361,1230
"Sin nivel (091)",217,181,22,9,5
"Educación inicial (092)",16,11,2,2,1
"Primaria (093)",2969,2575,242,90,62
"Secundaria (094)",4406,3527,417,215,247
"Superior no univ. incompleta (095)",672,462,74,71,65
"Superior no univ. completa (096)",1682,774,230,372,306
"Superior univ. incompleta (097)",461,258,60,70,73
"Superior univ. completa (098)",2047,762,282,532,471
"De 45 a 64 años (100)",7675,5676,693,602,704
"Sin nivel (101)",427,387,32,3,5
"Primaria (103)",3195,2796,244,79,76
"Secundaria (104)",2006,1641,167,72,126
"Superior no univ. incompleta (105)",247,158,20,21,48
"Superior no univ. completa (106)",631,256,82,140,153
"Superior univ. incompleta (107)",170,73,21,30,46
"Superior univ. completa (108)",999,365,127,257,250
"De 65 y más años (110)",1402,1257,89,21,35
"Sin nivel (111)",232,217,7,3,5
"Primaria (113)",939,854,66,9,10
"Secundaria (114)",149,126,11,2,10
"Superior no univ. incompleta (115)",13,12,1,,
"Superior no univ. completa (116)",27,19,1,2,5
"Superior univ. incompleta (117)",8,7,1,,
"Superior univ. completa (118)",34,22,2,5,5
,,,,,
"RURAL (120)",28473,26576,1247,220,430
"Sin nivel (121)",2926,2846,74,3,3
"Educación inicial (122)",36,35,1,,
"Primaria (123)",17239,16542,595,55,47
"Secundaria (124)",6931,6440,339,57,95
"Superior no univ. incompleta (125)",274,195,34,12,33
"Superior no univ. completa (126)",538,266,102,45,125
"Superior univ. incompleta (127)",122,82,16,6,18
"Superior univ. completa (128)",407,170,86,42,109
"De 06 a 14 años (130)",771,743,28,,
"Sin nivel (131)",41,39,2,,
"Educación inicial (132)",9,9,,,
"Primaria (133)",600,583,17,,
"Secundaria (134)",121,112,9,,
"De 15 a 29 años (140)",10524,9858,476,79,111
"Sin nivel (141)",383,371,10,1,1
"Educación inicial (142)",15,14,1,,
"Primaria (143)",5748,5522,196,19,11
"Secundaria (144)",3931,3677,198,29,27
"Superior no univ. incompleta (145)",119,90,11,7,11
"Superior no univ. completa (146)",174,98,33,9,34
"Superior univ. incompleta (147)",48,39,8,1,
"Superior univ. completa (148)",106,47,19,13,27
"De 30 a 44 años (150)",8852,8132,447,88,185
"Sin nivel (151)",672,645,26,,1
"Educación inicial (152)",12,12,,,
"Primaria (153)",5293,5056,205,15,17
"Secundaria (154)",2257,2093,93,26,45
"Superior no univ. incompleta (155)",116,84,17,5,10
"Superior no univ. completa (156)",261,132,51,23,55
"Superior univ. incompleta (157)",48,33,7,3,5
"Superior univ. completa (158)",193,77,48,16,52
"De 45 a 64 años (160)",6206,5791,241,47,127
"Sin nivel (161)",1021,997,22,1,1
"Primaria (163)",4345,4170,141,17,17
"Secundaria (164)",579,520,36,2,21
"Superior no univ. incompleta (165)",36,19,6,,11
"Superior no univ. completa (166)",99,32,18,13,36
"Superior univ. incompleta (167)",26,10,1,2,13
"Superior univ. completa (168)",100,43,17,12,28
"De 65 y más años (170)",2120,2052,55,6,7
"Sin nivel (171)",809,794,14,1,
"Primaria (173)",1253,1211,36,4,2
"Secundaria (174)",43,38,3,,2
"Superior no univ. incompleta (175)",3,2,,,1
"Superior no univ. completa (176)",4,4,,,
"Superior univ. completa (178)",8,3,2,1,2
