"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador del hogar (054)",373,373,,,
"De 06 a 14 años (056)",122,114,4,4,
"Empleado (057)",15,14,,1,
"Obrero (058)",13,12,1,,
"Trabajador independiente (059)",25,24,1,,
"Trabajador familiar no remunerado (061)",46,41,2,3,
"Trabajador del hogar (062)",23,23,,,
"De 15 a 29 años (064)",3053,2379,272,124,278
"Empleado (065)",950,445,153,107,245
"Obrero (066)",433,352,36,12,33
"Trabajador independiente (067)",1129,1063,66,,
"Empleador o patrono (068)",43,38,3,2,
"Trabajador familiar no remunerado (069)",280,263,14,3,
"Trabajador del hogar (070)",218,218,,,
"De 30 a 44 años (072)",4548,2841,668,398,641
"Empleado (073)",2102,602,522,366,612
"Obrero (074)",407,314,42,24,27
"Trabajador independiente (075)",1678,1595,83,,
"Empleador o patrono (076)",68,52,12,4,
"Trabajador familiar no remunerado (077)",226,211,9,4,2
"Trabajador del hogar (078)",67,67,,,
"De 45 a 64 años (080)",3062,2077,338,238,409
"Empleado (081)",1062,216,252,219,375
"Obrero (082)",325,253,23,17,32
"Trabajador independiente (083)",1386,1334,52,,
"Empleador o patrono (084)",61,54,5,1,1
"Trabajador familiar no remunerado (085)",180,172,6,1,1
"Trabajador del hogar (086)",48,48,,,
"De 65 y más años (088)",790,738,28,8,16
"Empleado (089)",41,19,7,5,10
"Obrero (090)",86,74,4,3,5
"Trabajador independiente (091)",554,543,11,,
"Empleador o patrono (092)",24,22,2,,
"Trabajador familiar no remunerado (093)",68,63,4,,1
"Trabajador del hogar (094)",17,17,,,
,,,,,
"RURAL (096)",33821,31513,1098,349,861
"Empleado (097)",1313,487,237,104,485
"Obrero (098)",7129,6088,461,222,358
"Trabajador independiente (099)",18385,18136,249,,
"Empleador o patrono (100)",389,354,21,7,7
"Trabajador familiar no remunerado (101)",6316,6159,130,16,11
"Trabajador del hogar (102)",289,289,,,
"De 06 a 14 años (104)",644,617,26,1,
"Empleado (105)",10,8,2,,
"Obrero (106)",102,91,11,,
"Trabajador independiente (107)",121,119,2,,
"Empleador o patrono (108)",1,1,,,
"Trabajador familiar no remunerado (109)",396,384,11,1,
"Trabajador del hogar (110)",14,14,,,
"De 15 a 29 años (112)",11352,10531,376,125,320
"Empleado (113)",446,171,70,32,173
"Obrero (114)",2570,2156,189,86,139
"Trabajador independiente (115)",4739,4690,49,,
"Empleador o patrono (116)",113,99,8,2,4
"Trabajador familiar no remunerado (117)",3330,3261,60,5,4
"Trabajador del hogar (118)",154,154,,,
"De 30 a 44 años (120)",10527,9580,418,146,383
"Empleado (121)",636,220,128,55,233
"Obrero (122)",2343,1969,145,84,145
"Trabajador independiente (123)",5995,5893,102,,
"Empleador o patrono (124)",126,113,10,1,2
"Trabajador familiar no remunerado (125)",1360,1318,33,6,3
"Trabajador del hogar (126)",67,67,,,
"De 45 a 64 años (128)",7875,7433,220,71,151
"Empleado (129)",207,79,37,15,76
"Obrero (130)",1575,1361,94,49,71
"Trabajador independiente (131)",5071,4997,74,,
"Empleador o patrono (132)",107,100,2,4,1
"Trabajador familiar no remunerado (133)",871,852,13,3,3
"Trabajador del hogar (134)",44,44,,,
"De 65 y más años (136)",3423,3352,58,6,7
"Empleado (137)",14,9,,2,3
"Obrero (138)",539,511,22,3,3
"Trabajador independiente (139)",2459,2437,22,,
"Empleador o patrono (140)",42,41,1,,
"Trabajador familiar no remunerado (141)",359,344,13,1,1
"Trabajador del hogar (142)",10,10,,,
