"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Sin nivel (061)",250,214,15,14,7
"Educación inicial (062)",8,8,,,
"Primaria (063)",1826,1419,114,166,127
"Secundaria (064)",7421,3979,885,1375,1182
"Superior no univ. incompleta (065)",1672,859,215,343,255
"Superior no univ. completa (066)",2122,909,316,464,433
"Superior univ. incompleta (067)",930,457,123,177,173
"Superior univ. completa (068)",2032,654,292,491,595
"De 06 a 14 años (070)",86,79,5,1,1
"Sin nivel (071)",1,1,,,
"Primaria (073)",44,41,2,1,
"Secundaria (074)",41,37,3,,1
"De 15 a 29 años (080)",4835,2676,699,705,755
"Sin nivel (081)",23,21,,2,
"Educación inicial (082)",2,2,,,
"Primaria (083)",253,198,19,24,12
"Secundaria (084)",2299,1356,323,289,331
"Superior no univ. incompleta (085)",662,392,93,104,73
"Superior no univ. completa (086)",747,350,121,131,145
"Superior univ. incompleta (087)",306,167,45,45,49
"Superior univ. completa (088)",543,190,98,110,145
"De 30 a 44 años (090)",6681,3285,789,1363,1244
"Sin nivel (091)",76,60,7,6,3
"Educación inicial (092)",6,6,,,
"Primaria (093)",545,402,41,56,46
"Secundaria (094)",3076,1590,341,613,532
"Superior no univ. incompleta (095)",662,320,81,145,116
"Superior no univ. completa (096)",969,410,142,226,191
"Superior univ. incompleta (097)",411,202,51,73,85
"Superior univ. completa (098)",936,295,126,244,271
"De 45 a 64 años (100)",4252,2103,452,947,750
"Sin nivel (101)",95,81,4,6,4
"Primaria (103)",766,570,50,83,63
"Secundaria (104)",1925,930,214,472,309
"Superior no univ. incompleta (105)",337,140,41,92,64
"Superior no univ. completa (106)",397,144,52,105,96
"Superior univ. incompleta (107)",204,84,27,57,36
"Superior univ. completa (108)",528,154,64,132,178
"De 65 y más años (110)",407,356,15,14,22
"Sin nivel (111)",55,51,4,,
"Primaria (113)",218,208,2,2,6
"Secundaria (114)",80,66,4,1,9
"Superior no univ. incompleta (115)",11,7,,2,2
"Superior no univ. completa (116)",9,5,1,2,1
"Superior univ. incompleta (117)",9,4,,2,3
"Superior univ. completa (118)",25,15,4,5,1
,,,,,
"RURAL (120)",2535,1586,273,411,265
"Sin nivel (121)",101,91,6,3,1
"Primaria (123)",718,595,44,46,33
"Secundaria (124)",1108,656,130,201,121
"Superior no univ. incompleta (125)",179,93,24,40,22
"Superior no univ. completa (126)",207,73,38,56,40
"Superior univ. incompleta (127)",56,22,6,19,9
"Superior univ. completa (128)",166,56,25,46,39
"De 06 a 14 años (130)",17,17,,,
"Primaria (133)",13,13,,,
"Secundaria (134)",4,4,,,
"De 15 a 29 años (140)",835,471,107,163,94
"Sin nivel (141)",9,6,2,1,
"Primaria (143)",103,82,7,8,6
"Secundaria (144)",452,263,59,87,43
"Superior no univ. incompleta (145)",91,52,8,19,12
"Superior no univ. completa (146)",100,35,19,26,20
"Superior univ. incompleta (147)",28,16,1,8,3
"Superior univ. completa (148)",52,17,11,14,10
"De 30 a 44 años (150)",896,479,98,188,131
"Sin nivel (151)",18,16,,1,1
"Primaria (153)",189,140,13,23,13
"Secundaria (154)",441,235,53,85,68
"Superior no univ. incompleta (155)",63,27,11,18,7
"Superior no univ. completa (156)",80,28,12,24,16
"Superior univ. incompleta (157)",21,4,3,11,3
"Superior univ. completa (158)",84,29,6,26,23
"De 45 a 64 años (160)",644,485,64,57,38
"Sin nivel (161)",43,39,3,1,
"Primaria (163)",316,269,21,14,12
"Secundaria (164)",198,143,18,27,10
"Superior no univ. incompleta (165)",25,14,5,3,3
"Superior no univ. completa (166)",26,9,7,6,4
"Superior univ. incompleta (167)",7,2,2,,3
"Superior univ. completa (168)",29,9,8,6,6
"De 65 y más años (170)",143,134,4,3,2
"Sin nivel (171)",31,30,1,,
"Primaria (173)",97,91,3,1,2
"Secundaria (174)",13,11,,2,
"Superior no univ. completa (176)",1,1,,,
"Superior univ. completa (178)",1,1,,,
