"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Otro(a) pariente (043)",7907,570,200,1984,3274,593,623,287,376
"Trabajador(a) del hogar (044)",196,4,2,41,115,11,12,9,2
"Pensionista (045)",179,4,,31,85,5,21,11,22
"Otro(a) no pariente (046)",1649,62,17,269,701,156,213,102,129
"Hombres (048)",78609,4619,2456,19661,32754,4973,6641,3056,4449
"Jefe o Jefa (049)",31197,247,10,6199,14868,2191,3755,1169,2758
"Esposa(o)/ compa¤era(o) (050)",2049,34,2,384,1099,131,214,58,127
"Hijo(a)/ hijastro(a) (051)",33708,3217,1936,9903,12339,1970,1848,1433,1062
"Yerno/ nuera (052)",1829,8,2,94,992,165,305,84,179
"Nieto(a) (053)",4090,775,397,1596,1002,129,68,89,34
"Padres/ suegros (054)",691,46,,408,165,6,28,10,28
"Otro(a) pariente (055)",4081,263,99,915,1841,306,323,151,183
"Trabajador(a) del hogar (056)",78,,1,15,49,4,3,6,
"Pensionista (057)",112,1,,18,61,3,11,6,12
"Otro(a) no pariente (058)",774,28,9,129,338,68,86,50,66
"Mujeres (060)",81947,5804,2343,25121,29871,4969,7147,2649,4043
"Jefe o Jefa (061)",11964,628,11,4090,4217,659,1253,302,804
"Esposa(o)/ compa¤era(o) (062)",26283,632,13,7728,11135,1596,3012,607,1560
"Hijo(a)/ hijastro(a) (063)",31901,3125,1785,9605,10644,1998,2107,1392,1245
"Yerno/ nuera (064)",1618,10,1,133,898,183,223,72,98
"Nieto(a) (065)",3752,724,423,1433,861,129,67,74,41
"Padres/ suegros (066)",1543,337,,884,230,20,39,6,27
"Otro(a) pariente (067)",3826,307,101,1069,1433,287,300,136,193
"Trabajador(a) del hogar (068)",118,4,1,26,66,7,9,3,2
"Pensionista (069)",67,3,,13,24,2,10,5,10
"Otro(a) no pariente (070)",875,34,8,140,363,88,127,52,63
,,,,,,,,,
"RURAL (072)",20174,1904,527,7649,7760,859,898,221,356
"Jefe o Jefa (073)",5666,355,1,2270,2402,204,257,51,126
"Esposa(o)/ compa¤era(o) (074)",3763,302,2,1690,1433,110,137,27,62
"Hijo(a)/ hijastro(a) (075)",8236,888,415,2828,3034,446,384,116,125
"Yerno/ nuera (076)",386,3,,45,236,30,51,5,16
"Nieto(a) (077)",898,176,78,346,239,31,19,4,5
"Padres/ suegros (078)",183,74,,95,12,2,,,
"Otro(a) pariente (079)",893,88,30,333,336,29,41,17,19
"Trabajador(a) del hogar (080)",27,3,,10,14,,,,
"Pensionista (081)",12,3,,1,6,2,,,
"Otro(a) no pariente (082)",110,12,1,31,48,5,9,1,3
"Hombres (084)",10213,718,280,3592,4360,453,490,123,197
"Jefe o Jefa (085)",4341,105,1,1638,2059,169,217,44,108
"Esposa(o)/ compa¤era(o) (086)",237,9,,75,126,11,11,2,3
"Hijo(a)/ hijastro(a) (087)",4304,454,217,1441,1651,221,192,64,64
"Yerno/ nuera (088)",212,2,,23,132,10,31,3,11
"Nieto(a) (089)",472,80,45,180,138,17,10,,2
"Padres/ suegros (090)",66,13,,47,6,,,,
"Otro(a) pariente (091)",497,44,16,168,207,19,24,10,9
"Trabajador(a) del hogar (092)",13,2,,4,7,,,,
"Pensionista (093)",10,2,,1,6,1,,,
"Otro(a) no pariente (094)",61,7,1,15,28,5,5,,
"Mujeres (096)",9961,1186,247,4057,3400,406,408,98,159
"Jefe o Jefa (097)",1325,250,,632,343,35,40,7,18
"Esposa(o)/ compa¤era(o) (098)",3526,293,2,1615,1307,99,126,25,59
"Hijo(a)/ hijastro(a) (099)",3932,434,198,1387,1383,225,192,52,61
"Yerno/ nuera (100)",174,1,,22,104,20,20,2,5
"Nieto(a) (101)",426,96,33,166,101,14,9,4,3
"Padres/ suegros (102)",117,61,,48,6,2,,,
"Otro(a) pariente (103)",396,44,14,165,129,10,17,7,10
"Trabajador(a) del hogar (104)",14,1,,6,7,,,,
"Pensionista (105)",2,1,,,,1,,,
"Otro(a) no pariente (106)",49,5,,16,20,,4,1,3
