"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Construcción (028)",281,,3,1,2,,,17,183,75,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",959,,4,16,1,670,,85,4,179,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",72,,,2,,11,,56,2,1,,
"Comercio al por mayor (031)",53,,1,2,,48,,,,2,,
"Comercio al por menor (032)",834,,3,12,1,611,,29,2,176,,
"Hoteles y restaurantes (033)",81,,,3,3,44,,,,31,,
"Trans., almac. y comunicaciones (034)",496,1,1,6,9,1,,4,381,93,,
"Intermediación financiera (035)",9,1,2,1,5,,,,,,,
"Activid.inmobil., empres. y alquileres (036)",111,,17,23,29,18,,,2,22,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",355,21,18,20,152,9,,5,10,65,55,
"Enseñanza (038)",805,26,759,1,11,,,,,8,,
"Servicios sociales y de salud (039)",77,,22,42,3,5,,1,,4,,
"Otras activ. serv.comun.soc y personales (040)",107,1,12,27,7,12,,2,2,44,,
"Hogares privados con servicio doméstico (041)",58,,,,,,,,,58,,
"Actividad economica no especificada (043)",351,,2,7,10,,,,,,,332
"Mujeres (044)",6194,13,682,71,105,925,1023,104,17,2960,1,293
"Agric., ganadería, caza y silvicultura (045)",2912,,,2,,1,1015,,,1894,,
"Pesca (046)",58,,,,,,8,,,50,,
"Industrias manufactureras (048)",111,,,1,,4,,98,8,,,
"Suministro de electricidad, gas y agua (049)",1,,,,,,,,,1,,
"Construcción (050)",5,,,,,,,,3,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",887,,,4,,671,,2,,210,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",6,,,,,5,,1,,,,
"Comercio al por mayor (053)",20,,,1,,19,,,,,,
"Comercio al por menor (054)",861,,,3,,647,,1,,210,,
"Hoteles y restaurantes (055)",395,,,4,2,242,,,,147,,
"Trans., almac. y comunicaciones (056)",19,,,2,2,,,,6,9,,
"Intermediación financiera (057)",3,,,,2,,,,,1,,
"Activid.inmobil., empres. y alquileres (058)",37,,2,3,11,,,,,21,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",93,7,3,5,54,,,1,,22,1,
"Enseñanza (060)",686,6,661,8,7,,,,,4,,
"Servicios sociales y de salud (061)",52,,13,32,,4,,,,3,,
"Otras activ. serv.comun.soc y personales (062)",93,,3,9,1,3,,3,,74,,
"Hogares privados con servicio doméstico (063)",520,,,,,,,,,520,,
"Actividad economica no especificada (065)",322,,,1,26,,,,,2,,293
,,,,,,,,,,,,
"URBANA (066)",11674,46,1206,210,332,1421,3333,522,582,3521,56,445
"Agric., ganadería, caza y silvicultura (067)",4872,,,10,,1,3200,,3,1658,,
"Pesca (068)",630,,,,1,,133,,,496,,
"Explotación de minas y canteras (069)",2,,,,1,,,1,,,,
"Industrias manufactureras (070)",464,,3,10,1,5,,414,21,10,,
"Suministro de electricidad, gas y agua (071)",28,,1,2,3,,,5,4,13,,
"Construcción (072)",248,,3,1,1,,,15,167,61,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1579,,4,19,1,1115,,79,3,358,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",71,,,2,,13,,53,2,1,,
"Comercio al por mayor (075)",57,,1,2,,52,,,,2,,
"Comercio al por menor (076)",1451,,3,15,1,1050,,26,1,355,,
"Hoteles y restaurantes (077)",430,,,6,4,252,,,,168,,
"Trans., almac. y comunicaciones (078)",487,1,1,6,11,1,,1,371,95,,
"Intermediación financiera (079)",12,1,2,1,7,,,,,1,,
"Activid.inmobil., empres. y alquileres (080)",145,,19,25,39,18,,,2,42,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",425,24,20,23,200,9,,4,9,80,56,
"Enseñanza (082)",1160,19,1105,6,18,,,,,12,,
"Servicios sociales y de salud (083)",112,,33,62,3,7,,1,,6,,
"Otras activ. serv.comun.soc y personales (084)",184,1,14,32,8,13,,2,2,112,,
"Hogares privados con servicio doméstico (085)",407,,,,,,,,,407,,
"Actividad economica no especificada (087)",489,,1,7,34,,,,,2,,445
"Hombres (088)",7794,35,635,149,228,605,2859,427,568,1967,55,266
"Agric., ganadería, caza y silvicultura (089)",3721,,,8,,,2730,,3,980,,
"Pesca (090)",594,,,,1,,129,,,464,,
"Explotación de minas y canteras (091)",2,,,,1,,,1,,,,
"Industrias manufactureras (092)",362,,3,9,1,1,,323,15,10,,
"Suministro de electricidad, gas y agua (093)",27,,1,2,3,,,5,4,12,,
"Construcción (094)",245,,3,1,1,,,15,165,60,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",777,,4,15,1,519,,77,3,158,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",65,,,2,,8,,52,2,1,,
"Comercio al por mayor (097)",40,,1,1,,36,,,,2,,
"Comercio al por menor (098)",672,,3,12,1,475,,25,1,155,,
"Hoteles y restaurantes (099)",77,,,2,2,43,,,,30,,
"Trans., almac. y comunicaciones (100)",469,1,1,5,9,1,,1,365,86,,
"Intermediación financiera (101)",9,1,2,1,5,,,,,,,
"Activid.inmobil., empres. y alquileres (102)",108,,17,22,28,18,,,2,21,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",337,19,17,19,147,9,,4,9,58,55,
"Enseñanza (104)",586,13,554,,11,,,,,8,,
"Servicios sociales y de salud (105)",67,,21,34,3,4,,1,,4,,
"Otras activ. serv.comun.soc y personales (106)",95,1,11,24,7,10,,,2,40,,
"Hogares privados con servicio doméstico (107)",36,,,,,,,,,36,,
"Actividad economica no especificada (109)",282,,1,7,8,,,,,,,266
"Mujeres (110)",3880,11,571,61,104,816,474,95,14,1554,1,179
"Agric., ganadería, caza y silvicultura (111)",1151,,,2,,1,470,,,678,,
"Pesca (112)",36,,,,,,4,,,32,,
"Industrias manufactureras (114)",102,,,1,,4,,91,6,,,
"Suministro de electricidad, gas y agua (115)",1,,,,,,,,,1,,
"Construcción (116)",3,,,,,,,,2,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",802,,,4,,596,,2,,200,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",6,,,,,5,,1,,,,
"Comercio al por mayor (119)",17,,,1,,16,,,,,,
"Comercio al por menor (120)",779,,,3,,575,,1,,200,,
"Hoteles y restaurantes (121)",353,,,4,2,209,,,,138,,
"Trans., almac. y comunicaciones (122)",18,,,1,2,,,,6,9,,
"Intermediación financiera (123)",3,,,,2,,,,,1,,
"Activid.inmobil., empres. y alquileres (124)",37,,2,3,11,,,,,21,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",88,5,3,4,53,,,,,22,1,
"Enseñanza (126)",574,6,551,6,7,,,,,4,,
"Servicios sociales y de salud (127)",45,,12,28,,3,,,,2,,
"Otras activ. serv.comun.soc y personales (128)",89,,3,8,1,3,,2,,72,,
"Hogares privados con servicio doméstico (129)",371,,,,,,,,,371,,
"Actividad economica no especificada (131)",207,,,,26,,,,,2,,179
,,,,,,,,,,,,
"RURAL (132)",9056,17,321,28,11,264,4906,84,43,3202,,180
"Agric., ganadería, caza y silvicultura (133)",7278,,,1,,,4778,,1,2498,,
"Pesca (134)",578,,,,,,128,,,450,,
"Explotación de minas y canteras (135)",5,,1,,,,,4,,,,
"Industrias manufactureras (136)",71,,,,,,,62,5,4,,
"Construcción (138)",38,,,,1,,,2,19,16,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",267,,,1,,226,,8,1,31,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",7,,,,,3,,4,,,,
"Comercio al por mayor (141)",16,,,1,,15,,,,,,
"Comercio al por menor (142)",244,,,,,208,,4,1,31,,
"Hoteles y restaurantes (143)",46,,,1,1,34,,,,10,,
"Trans., almac. y comunicaciones (144)",28,,,2,,,,3,16,7,,
"Activid.inmobil., empres. y alquileres (146)",3,,,1,1,,,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",23,4,1,2,6,,,2,1,7,,
"Enseñanza (148)",331,13,315,3,,,,,,,,
"Servicios sociales y de salud (149)",17,,2,12,,2,,,,1,,
"Otras activ. serv.comun.soc y personales (150)",16,,1,4,,2,,3,,6,,
"Hogares privados con servicio doméstico (151)",171,,,,,,,,,171,,
"Actividad economica no especificada (153)",184,,1,1,2,,,,,,,180
"Hombres (154)",6742,15,210,18,10,155,4357,75,40,1796,,66
"Agric., ganadería, caza y silvicultura (155)",5517,,,1,,,4233,,1,1282,,
"Pesca (156)",556,,,,,,124,,,432,,
"Explotación de minas y canteras (157)",5,,1,,,,,4,,,,
"Industrias manufactureras (158)",62,,,,,,,55,3,4,,
"Construcción (160)",36,,,,1,,,2,18,15,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",182,,,1,,151,,8,1,21,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",7,,,,,3,,4,,,,
"Comercio al por mayor (163)",13,,,1,,12,,,,,,
"Comercio al por menor (164)",162,,,,,136,,4,1,21,,
"Hoteles y restaurantes (165)",4,,,1,1,1,,,,1,,
"Trans., almac. y comunicaciones (166)",27,,,1,,,,3,16,7,,
"Activid.inmobil., empres. y alquileres (168)",3,,,1,1,,,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",18,2,1,1,5,,,1,1,7,,
"Enseñanza (170)",219,13,205,1,,,,,,,,
"Servicios sociales y de salud (171)",10,,1,8,,1,,,,,,
"Otras activ. serv.comun.soc y personales (172)",12,,1,3,,2,,2,,4,,
"Hogares privados con servicio doméstico (173)",22,,,,,,,,,22,,
"Actividad economica no especificada (175)",69,,1,,2,,,,,,,66
"Mujeres (176)",2314,2,111,10,1,109,549,9,3,1406,,114
"Agric., ganadería, caza y silvicultura (177)",1761,,,,,,545,,,1216,,
"Pesca (178)",22,,,,,,4,,,18,,
"Industrias manufactureras (180)",9,,,,,,,7,2,,,
"Construcción (182)",2,,,,,,,,1,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",85,,,,,75,,,,10,,
"Comercio al por mayor (185)",3,,,,,3,,,,,,
"Comercio al por menor (186)",82,,,,,72,,,,10,,
"Hoteles y restaurantes (187)",42,,,,,33,,,,9,,
"Trans., almac. y comunicaciones (188)",1,,,1,,,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",5,2,,1,1,,,1,,,,
"Enseñanza (192)",112,,110,2,,,,,,,,
"Servicios sociales y de salud (193)",7,,1,4,,1,,,,1,,
"Otras activ. serv.comun.soc y personales (194)",4,,,1,,,,1,,2,,
"Hogares privados con servicio doméstico (195)",149,,,,,,,,,149,,
"Actividad economica no especificada (197)",115,,,1,,,,,,,,114
