"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Empleado (057)",8,7,,1,
"Obrero (058)",14,13,1,,
"Trabajador independiente (059)",20,20,,,
"Trabajador familiar no remunerado (061)",32,31,1,,
"Trabajador del hogar (062)",10,10,,,
"De 15 a 29 años (064)",1507,1133,157,68,149
"Empleado (065)",445,186,72,56,131
"Obrero (066)",184,128,28,11,17
"Trabajador independiente (067)",603,555,48,,
"Empleador o patrono (068)",9,7,2,,
"Trabajador familiar no remunerado (069)",123,114,7,1,1
"Trabajador del hogar (070)",143,143,,,
"De 30 a 44 años (072)",2145,1356,254,263,272
"Empleado (073)",964,316,170,228,250
"Obrero (074)",187,117,19,30,21
"Trabajador independiente (075)",825,767,58,,
"Empleador o patrono (076)",14,8,2,3,1
"Trabajador familiar no remunerado (077)",104,97,5,2,
"Trabajador del hogar (078)",51,51,,,
"De 45 a 64 años (080)",1359,992,127,133,107
"Empleado (081)",437,154,68,119,96
"Obrero (082)",128,84,20,14,10
"Trabajador independiente (083)",686,650,36,,
"Empleador o patrono (084)",7,7,,,
"Trabajador familiar no remunerado (085)",70,66,3,,1
"Trabajador del hogar (086)",31,31,,,
"De 65 y más años (088)",307,281,12,3,11
"Empleado (089)",17,8,1,,8
"Obrero (090)",30,20,4,3,3
"Trabajador independiente (091)",219,213,6,,
"Empleador o patrono (092)",2,1,1,,
"Trabajador familiar no remunerado (093)",30,30,,,
"Trabajador del hogar (094)",9,9,,,
,,,,,
"RURAL (096)",25912,24311,1045,213,343
"Empleado (097)",1070,484,232,136,218
"Obrero (098)",2024,1588,244,68,124
"Trabajador independiente (099)",16491,16123,368,,
"Empleador o patrono (100)",337,311,21,4,1
"Trabajador familiar no remunerado (101)",5712,5527,180,5,
"Trabajador del hogar (102)",278,278,,,
"De 06 a 14 años (104)",727,697,29,,1
"Empleado (105)",3,3,,,
"Obrero (106)",32,28,3,,1
"Trabajador independiente (107)",120,118,2,,
"Trabajador familiar no remunerado (109)",552,528,24,,
"Trabajador del hogar (110)",20,20,,,
"De 15 a 29 años (112)",8750,8164,411,67,108
"Empleado (113)",352,168,68,42,74
"Obrero (114)",821,658,107,23,33
"Trabajador independiente (115)",4041,3922,119,,
"Empleador o patrono (116)",84,76,6,1,1
"Trabajador familiar no remunerado (117)",3330,3218,111,1,
"Trabajador del hogar (118)",122,122,,,
"De 30 a 44 años (120)",7646,7051,345,97,153
"Empleado (121)",486,206,114,67,99
"Obrero (122)",622,461,80,27,54
"Trabajador independiente (123)",5348,5230,118,,
"Empleador o patrono (124)",115,107,7,1,
"Trabajador familiar no remunerado (125)",1002,974,26,2,
"Trabajador del hogar (126)",73,73,,,
"De 45 a 64 años (128)",6528,6190,219,44,75
"Empleado (129)",223,104,50,26,43
"Obrero (130)",440,348,45,15,32
"Trabajador independiente (131)",5052,4951,101,,
"Empleador o patrono (132)",99,91,6,2,
"Trabajador familiar no remunerado (133)",665,647,17,1,
"Trabajador del hogar (134)",49,49,,,
"De 65 y más años (136)",2261,2209,41,5,6
"Empleado (137)",6,3,,1,2
"Obrero (138)",109,93,9,3,4
"Trabajador independiente (139)",1930,1902,28,,
"Empleador o patrono (140)",39,37,2,,
"Trabajador familiar no remunerado (141)",163,160,2,1,
"Trabajador del hogar (142)",14,14,,,
