"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 45 a 49 años (048)",638,,,,96,305,126,111
"De 50 y más años (049)",3124,75,242,555,873,472,33,874
,,,,,,,,
"URBANA (060)",4902,27,96,213,554,1016,1641,1355
"De 12 a 14 años (061)",10,,,,,,1,9
"De 15 a 19 años (062)",130,,,,,,78,52
"De 20 a 24 años (063)",561,,,,,2,345,214
"De 25 a 29 años (064)",683,,,,,35,413,235
"De 30 a 34 años (065)",605,,,,,112,324,169
"De 35 a 39 años (066)",626,,,,8,228,261,129
"De 40 a 44 años (067)",507,,,1,35,232,141,98
"De 45 a 49 años (068)",381,,,,80,181,57,63
"De 50 y más años (069)",1399,27,96,212,431,226,21,386
"PEA (070)",1592,3,13,52,206,392,502,424
"De 12 a 14 años (071)",2,,,,,,,2
"De 15 a 19 años (072)",28,,,,,,13,15
"De 20 a 24 años (073)",140,,,,,1,82,57
"De 25 a 29 años (074)",223,,,,,13,125,85
"De 30 a 34 años (075)",223,,,,,40,110,73
"De 35 a 39 años (076)",234,,,,3,82,97,52
"De 40 a 44 años (077)",199,,,,14,95,49,41
"De 45 a 49 años (078)",180,,,,48,81,18,33
"De 50 y más años (079)",363,3,13,52,141,80,8,66
"Ocupada (080)",1488,3,13,52,204,375,462,379
"De 12 a 14 años (081)",1,,,,,,,1
"De 15 a 19 años (082)",25,,,,,,12,13
"De 20 a 24 años (083)",119,,,,,1,74,44
"De 25 a 29 años (084)",195,,,,,11,114,70
"De 30 a 34 años (085)",202,,,,,33,102,67
"De 35 a 39 años (086)",218,,,,3,78,88,49
"De 40 a 44 años (087)",195,,,,14,94,47,40
"De 45 a 49 años (088)",175,,,,48,80,17,30
"De 50 y más años (089)",358,3,13,52,139,78,8,65
"Desocupada (090)",104,,,,2,17,40,45
"De 12 a 14 años (091)",1,,,,,,,1
"De 15 a 19 años (092)",3,,,,,,1,2
"De 20 a 24 años (093)",21,,,,,,8,13
"De 25 a 29 años (094)",28,,,,,2,11,15
"De 30 a 34 años (095)",21,,,,,7,8,6
"De 35 a 39 años (096)",16,,,,,4,9,3
"De 40 a 44 años (097)",4,,,,,1,2,1
"De 45 a 49 años (098)",5,,,,,1,1,3
"De 50 y más años (099)",5,,,,2,2,,1
"No PEA (100)",3310,24,83,161,348,624,1139,931
"De 12 a 14 años (101)",8,,,,,,1,7
"De 15 a 19 años (102)",102,,,,,,65,37
"De 20 a 24 años (103)",421,,,,,1,263,157
"De 25 a 29 años (104)",460,,,,,22,288,150
"De 30 a 34 años (105)",382,,,,,72,214,96
"De 35 a 39 años (106)",392,,,,5,146,164,77
"De 40 a 44 años (107)",308,,,1,21,137,92,57
"De 45 a 49 años (108)",201,,,,32,100,39,30
"De 50 y más años (109)",1036,24,83,160,290,146,13,320
,,,,,,,,
"RURAL (120)",7928,59,200,554,1058,1597,2427,2033
"De 12 a 14 años (121)",8,,,,,,2,6
"De 15 a 19 años (122)",161,,,,,,115,46
"De 20 a 24 años (123)",744,,,,,1,427,316
"De 25 a 29 años (124)",853,,,,,28,539,286
"De 30 a 34 años (125)",806,,,,,119,496,191
"De 35 a 39 años (126)",822,,,,8,249,396,169
"De 40 a 44 años (127)",739,,,,37,309,279,114
"De 45 a 49 años (128)",715,,,,105,352,141,117
"De 50 y más años (129)",3080,59,200,554,908,539,32,788
"PEA (130)",2765,8,41,159,385,650,840,682
"De 12 a 14 años (131)",1,,,,,,1,
"De 15 a 19 años (132)",37,,,,,,24,13
"De 20 a 24 años (133)",260,,,,,,145,115
"De 25 a 29 años (134)",328,,,,,13,202,113
"De 30 a 34 años (135)",295,,,,,50,170,75
"De 35 a 39 años (136)",292,,,,4,97,134,57
"De 40 a 44 años (137)",282,,,,15,130,98,39
"De 45 a 49 años (138)",278,,,,41,147,54,36
"De 50 y más años (139)",992,8,41,159,325,213,12,234
"Ocupada (140)",2627,8,40,158,377,626,800,618
"De 12 a 14 años (141)",1,,,,,,1,
"De 15 a 19 años (142)",34,,,,,,24,10
"De 20 a 24 años (143)",232,,,,,,134,98
"De 25 a 29 años (144)",299,,,,,12,191,96
"De 30 a 34 años (145)",267,,,,,44,160,63
"De 35 a 39 años (146)",275,,,,4,91,129,51
"De 40 a 44 años (147)",278,,,,15,128,96,39
"De 45 a 49 años (148)",270,,,,39,145,53,33
"De 50 y más años (149)",971,8,40,158,319,206,12,228
"Desocupada (150)",138,,1,1,8,24,40,64
"De 15 a 19 años (152)",3,,,,,,,3
"De 20 a 24 años (153)",28,,,,,,11,17
"De 25 a 29 años (154)",29,,,,,1,11,17
"De 30 a 34 años (155)",28,,,,,6,10,12
"De 35 a 39 años (156)",17,,,,,6,5,6
"De 40 a 44 años (157)",4,,,,,2,2,
"De 45 a 49 años (158)",8,,,,2,2,1,3
"De 50 y más años (159)",21,,1,1,6,7,,6
"No PEA (160)",5163,51,159,395,673,947,1587,1351
"De 12 a 14 años (161)",7,,,,,,1,6
"De 15 a 19 años (162)",124,,,,,,91,33
"De 20 a 24 años (163)",484,,,,,1,282,201
"De 25 a 29 años (164)",525,,,,,15,337,173
"De 30 a 34 años (165)",511,,,,,69,326,116
"De 35 a 39 años (166)",530,,,,4,152,262,112
"De 40 a 44 años (167)",457,,,,22,179,181,75
"De 45 a 49 años (168)",437,,,,64,205,87,81
"De 50 y más años (169)",2088,51,159,395,583,326,20,554
