"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hombres (048)",13539,871,346,3628,5397,791,966,589,951
"Jefe o Jefa (049)",4987,87,,1140,2194,289,520,186,571
"Esposa(o)/ compa¤era(o) (050)",319,9,,56,150,17,35,14,38
"Hijo(a)/ hijastro(a) (051)",6117,502,246,1792,2325,389,299,315,249
"Yerno/ nuera (052)",277,1,,12,144,27,35,21,37
"Nieto(a) (053)",861,202,79,309,218,18,10,18,7
"Padres/ suegros (054)",121,11,,76,21,3,5,2,3
"Otro(a) pariente (055)",679,52,20,181,282,34,47,25,38
"Trabajador(a) del hogar (056)",5,,,2,3,,,,
"Pensionista (057)",2,,,1,1,,,,
"Otro(a) no pariente (058)",171,7,1,59,59,14,15,8,8
"Mujeres (060)",15182,1839,319,5022,5005,755,1068,480,694
"Jefe o Jefa (061)",2693,425,1,1083,762,83,180,47,112
"Esposa(o)/ compa¤era(o) (062)",4138,419,3,1437,1473,151,348,84,223
"Hijo(a)/ hijastro(a) (063)",6087,517,242,1777,2140,406,423,289,293
"Yerno/ nuera (064)",285,3,,30,148,25,45,10,24
"Nieto(a) (065)",770,158,62,305,168,26,16,27,8
"Padres/ suegros (066)",342,171,,152,16,,2,1,
"Otro(a) pariente (067)",684,126,8,193,223,45,42,20,27
"Trabajador(a) del hogar (068)",32,5,1,5,18,3,,,
"Pensionista (069)",3,,,1,2,,,,
"Otro(a) no pariente (070)",148,15,2,39,55,16,12,2,7
,,,,,,,,,
"RURAL (072)",19326,2407,460,7169,7169,727,678,281,435
"Jefe o Jefa (073)",5202,510,,2094,2010,138,212,64,174
"Esposa(o)/ compa¤era(o) (074)",2974,401,2,1374,985,57,77,15,63
"Hijo(a)/ hijastro(a) (075)",8673,972,349,2823,3430,447,322,173,157
"Yerno/ nuera (076)",294,1,1,43,178,22,26,5,18
"Nieto(a) (077)",1010,226,85,405,240,27,10,9,8
"Padres/ suegros (078)",285,159,,105,17,2,,,2
"Otro(a) pariente (079)",770,124,22,280,266,30,27,12,9
"Trabajador(a) del hogar (080)",12,2,,6,4,,,,
"Pensionista (081)",4,,,1,3,,,,
"Otro(a) no pariente (082)",102,12,1,38,36,4,4,3,4
"Hombres (084)",9155,767,238,2948,4046,377,348,172,259
"Jefe o Jefa (085)",3441,93,,1195,1658,117,169,53,156
"Esposa(o)/ compa¤era(o) (086)",135,5,,38,78,6,3,,5
"Hijo(a)/ hijastro(a) (087)",4365,490,174,1307,1875,201,140,105,73
"Yerno/ nuera (088)",161,,1,18,97,15,14,4,12
"Nieto(a) (089)",518,108,49,198,136,16,5,2,4
"Padres/ suegros (090)",69,11,,44,11,1,,,2
"Otro(a) pariente (091)",400,53,13,128,164,18,14,5,5
"Trabajador(a) del hogar (092)",2,1,,,1,,,,
"Pensionista (093)",3,,,,3,,,,
"Otro(a) no pariente (094)",61,6,1,20,23,3,3,3,2
"Mujeres (096)",10171,1640,222,4221,3123,350,330,109,176
"Jefe o Jefa (097)",1761,417,,899,352,21,43,11,18
"Esposa(o)/ compa¤era(o) (098)",2839,396,2,1336,907,51,74,15,58
"Hijo(a)/ hijastro(a) (099)",4308,482,175,1516,1555,246,182,68,84
"Yerno/ nuera (100)",133,1,,25,81,7,12,1,6
"Nieto(a) (101)",492,118,36,207,104,11,5,7,4
"Padres/ suegros (102)",216,148,,61,6,1,,,
"Otro(a) pariente (103)",370,71,9,152,102,12,13,7,4
"Trabajador(a) del hogar (104)",10,1,,6,3,,,,
"Pensionista (105)",1,,,1,,,,,
"Otro(a) no pariente (106)",41,6,,18,13,1,1,,2
