"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefe o Jefa (049)",1018,21,,413,393,33,70,30,58
"Esposa(o)/ compa¤era(o) (050)",67,4,,32,17,4,2,2,6
"Hijo(a)/ hijastro(a) (051)",1168,165,51,516,382,26,14,6,8
"Yerno/ nuera (052)",36,1,,10,16,2,3,2,2
"Nieto(a) (053)",108,21,10,53,21,,1,2,
"Padres/ suegros (054)",29,4,,21,3,,1,,
"Otro(a) pariente (055)",218,18,4,83,86,10,5,3,9
"Trabajador(a) del hogar (056)",17,1,,7,7,1,,,1
"Pensionista (057)",23,,,5,12,1,2,,3
"Otro(a) no pariente (058)",174,10,4,49,71,9,8,4,19
"Mujeres (060)",2722,332,66,1261,846,66,66,17,68
"Jefe o Jefa (061)",380,51,1,161,122,10,15,3,17
"Esposa(o)/ compa¤era(o) (062)",798,58,,375,277,24,31,5,28
"Hijo(a)/ hijastro(a) (063)",1027,136,53,496,304,20,8,6,4
"Yerno/ nuera (064)",36,,,9,25,,1,,1
"Nieto(a) (065)",101,35,11,41,13,,1,,
"Padres/ suegros (066)",61,28,,31,1,,1,,
"Otro(a) pariente (067)",185,15,1,87,64,7,3,2,6
"Trabajador(a) del hogar (068)",19,1,,10,8,,,,
"Pensionista (069)",16,,,5,4,,,1,6
"Otro(a) no pariente (070)",99,8,,46,28,5,6,,6
,,,,,,,,,
"RURAL (072)",22742,3830,403,13347,4594,160,158,62,188
"Jefe o Jefa (073)",5780,517,5,3558,1415,66,74,31,114
"Esposa(o)/ compa¤era(o) (074)",4040,627,4,2560,765,23,32,8,21
"Hijo(a)/ hijastro(a) (075)",9766,2110,348,5569,1656,42,24,9,8
"Yerno/ nuera (076)",215,9,1,89,103,3,2,2,6
"Nieto(a) (077)",494,180,25,248,41,,,,
"Padres/ suegros (078)",274,116,,148,9,,,1,
"Otro(a) pariente (079)",1505,207,17,854,392,6,12,4,13
"Trabajador(a) del hogar (080)",119,4,,73,40,2,,,
"Pensionista (081)",61,1,,12,25,9,6,3,5
"Otro(a) no pariente (082)",488,59,3,236,148,9,8,4,21
"Hombres (084)",12694,1730,194,7492,2931,112,90,42,103
"Jefe o Jefa (085)",4961,320,4,3140,1289,62,57,26,63
"Esposa(o)/ compa¤era(o) (086)",201,21,,116,54,3,1,1,5
"Hijo(a)/ hijastro(a) (087)",5514,1113,165,3152,1034,25,15,6,4
"Yerno/ nuera (088)",83,3,,31,42,2,1,,4
"Nieto(a) (089)",281,100,12,144,25,,,,
"Padres/ suegros (090)",139,39,,93,7,,,,
"Otro(a) pariente (091)",1008,93,11,575,304,3,10,3,9
"Trabajador(a) del hogar (092)",94,1,,60,31,2,,,
"Pensionista (093)",54,1,,10,25,9,4,3,2
"Otro(a) no pariente (094)",359,39,2,171,120,6,2,3,16
"Mujeres (096)",10048,2100,209,5855,1663,48,68,20,85
"Jefe o Jefa (097)",819,197,1,418,126,4,17,5,51
"Esposa(o)/ compa¤era(o) (098)",3839,606,4,2444,711,20,31,7,16
"Hijo(a)/ hijastro(a) (099)",4252,997,183,2417,622,17,9,3,4
"Yerno/ nuera (100)",132,6,1,58,61,1,1,2,2
"Nieto(a) (101)",213,80,13,104,16,,,,
"Padres/ suegros (102)",135,77,,55,2,,,1,
"Otro(a) pariente (103)",497,114,6,279,88,3,2,1,4
"Trabajador(a) del hogar (104)",25,3,,13,9,,,,
"Pensionista (105)",7,,,2,,,2,,3
"Otro(a) no pariente (106)",129,20,1,65,28,3,6,1,5
