"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador familiar no remunerado (061)",30,29,1,,
"Trabajador del hogar (062)",2,2,,,
"De 15 a 29 años (064)",778,455,106,79,138
"Empleado (065)",226,73,39,28,86
"Obrero (066)",349,185,61,51,52
"Trabajador independiente (067)",132,128,4,,
"Empleador o patrono (068)",3,2,1,,
"Trabajador familiar no remunerado (069)",50,49,1,,
"Trabajador del hogar (070)",18,18,,,
"De 30 a 44 años (072)",1005,531,170,125,179
"Empleado (073)",402,105,105,61,131
"Obrero (074)",327,165,50,64,48
"Trabajador independiente (075)",226,216,10,,
"Empleador o patrono (076)",4,1,3,,
"Trabajador familiar no remunerado (077)",38,36,2,,
"Trabajador del hogar (078)",8,8,,,
"De 45 a 64 años (080)",648,414,62,92,80
"Empleado (081)",166,38,29,42,57
"Obrero (082)",187,94,23,47,23
"Trabajador independiente (083)",234,226,8,,
"Empleador o patrono (084)",4,2,,2,
"Trabajador familiar no remunerado (085)",47,44,2,1,
"Trabajador del hogar (086)",10,10,,,
"De 65 y más años (088)",155,142,5,1,7
"Empleado (089)",9,1,4,1,3
"Obrero (090)",15,10,1,,4
"Trabajador independiente (091)",112,112,,,
"Empleador o patrono (092)",1,1,,,
"Trabajador familiar no remunerado (093)",17,17,,,
"Trabajador del hogar (094)",1,1,,,
,,,,,
"RURAL (096)",3862,3292,286,179,105
"Empleado (097)",321,129,112,27,53
"Obrero (098)",741,427,119,145,50
"Trabajador independiente (099)",2045,2013,32,,
"Empleador o patrono (100)",20,15,4,,1
"Trabajador familiar no remunerado (101)",724,697,19,7,1
"Trabajador del hogar (102)",11,11,,,
"De 06 a 14 años (104)",57,52,4,1,
"Obrero (106)",1,1,,,
"Trabajador independiente (107)",7,7,,,
"Trabajador familiar no remunerado (109)",49,44,4,1,
"De 15 a 29 años (112)",978,768,104,73,33
"Empleado (113)",93,46,27,5,15
"Obrero (114)",293,155,59,62,17
"Trabajador independiente (115)",349,340,9,,
"Empleador o patrono (116)",9,5,3,,1
"Trabajador familiar no remunerado (117)",226,214,6,6,
"Trabajador del hogar (118)",8,8,,,
"De 30 a 44 años (120)",1211,977,122,62,50
"Empleado (121)",151,55,60,12,24
"Obrero (122)",272,153,43,50,26
"Trabajador independiente (123)",600,588,12,,
"Empleador o patrono (124)",5,4,1,,
"Trabajador familiar no remunerado (125)",181,175,6,,
"Trabajador del hogar (126)",2,2,,,
"De 45 a 64 años (128)",1090,980,50,41,19
"Empleado (129)",75,28,24,10,13
"Obrero (130)",147,94,16,31,6
"Trabajador independiente (131)",679,670,9,,
"Empleador o patrono (132)",3,3,,,
"Trabajador familiar no remunerado (133)",185,184,1,,
"Trabajador del hogar (134)",1,1,,,
"De 65 y más años (136)",526,515,6,2,3
"Empleado (137)",2,,1,,1
"Obrero (138)",28,24,1,2,1
"Trabajador independiente (139)",410,408,2,,
"Empleador o patrono (140)",3,3,,,
"Trabajador familiar no remunerado (141)",83,80,2,,1
